model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
DirectRanker,1011,H3K9ac-H3K27me3,44,77.1,0.86,76.0,0.8572,0.8642,0.7414,0.7662,0.7536,0.967
LogisticRegression,1011,H3K9ac-H3K27me3,,75.4,0.8318,74.7,0.836,0.8294,0.7653,0.6806,0.7204,0.78
RandomForest,1011,H3K9ac-H3K27me3,,76.8,0.8545,78.2,0.8768,0.871,0.8115,0.7098,0.7572,0.792
SVM_Linear,1011,H3K9ac-H3K27me3,,75.1,0.8316,75.3,0.8371,0.8319,0.7736,0.6848,0.7265,0.779
DirectRanker,123,H3K9ac-H3K27me3,86,78.8,0.87,72.4,0.8124,0.81,0.7184,0.744,0.731,0.97
LogisticRegression,123,H3K9ac-H3K27me3,,76.8,0.8543,72.3,0.798,0.7893,0.7539,0.6687,0.7087,0.811
RandomForest,123,H3K9ac-H3K27me3,,78.7,0.8876,75.8,0.8383,0.8433,0.7823,0.7202,0.75,0.824
SVM_Linear,123,H3K9ac-H3K27me3,,76.8,0.8523,72.2,0.7987,0.7912,0.7545,0.6647,0.7068,0.797
DirectRanker,42,H3K9ac-H3K27me3,26,75.4,0.85,76.0,0.8597,0.8522,0.7363,0.7963,0.7652,0.978
LogisticRegression,42,H3K9ac-H3K27me3,,76.3,0.8327,76.7,0.8475,0.8371,0.7654,0.7576,0.7615,0.832
RandomForest,42,H3K9ac-H3K27me3,,78.6,0.8669,78.3,0.8763,0.8715,0.789,0.7617,0.7751,0.832
SVM_Linear,42,H3K9ac-H3K27me3,,76.1,0.8327,76.2,0.8478,0.8367,0.763,0.7475,0.7551,0.839
DirectRanker,456,H3K9ac-H3K27me3,96,77.3,0.86,77.0,0.8627,0.8572,0.762,0.7744,0.7681,0.974
LogisticRegression,456,H3K9ac-H3K27me3,,77.0,0.8449,76.6,0.8432,0.8389,0.7792,0.7317,0.7547,0.805
RandomForest,456,H3K9ac-H3K27me3,,77.5,0.8667,78.0,0.8758,0.8686,0.8223,0.7053,0.7593,0.808
SVM_Linear,456,H3K9ac-H3K27me3,,77.3,0.8435,76.6,0.8408,0.8365,0.7804,0.7297,0.7542,0.801
DirectRanker,789,H3K9ac-H3K27me3,49,78.1,0.87,74.5,0.8449,0.8518,0.7186,0.7794,0.7478,0.979
LogisticRegression,789,H3K9ac-H3K27me3,,76.9,0.8413,74.5,0.8268,0.8248,0.7522,0.7072,0.729,0.82
RandomForest,789,H3K9ac-H3K27me3,,77.8,0.8714,76.3,0.8564,0.8551,0.7857,0.7031,0.7421,0.816
SVM_Linear,789,H3K9ac-H3K27me3,,76.5,0.8392,75.0,0.8256,0.8241,0.7582,0.7113,0.734,0.817
DirectRanker,1011,H3K9me3-H3K27ac,100,70.6,0.82,72.6,0.8332,0.8177,0.6758,0.8225,0.742,0.837
LogisticRegression,1011,H3K9me3-H3K27ac,,73.5,0.7645,73.1,0.7789,0.7347,0.7586,0.643,0.696,0.692
RandomForest,1011,H3K9me3-H3K27ac,,75.2,0.8299,74.9,0.8544,0.8321,0.7727,0.6743,0.7202,0.758
SVM_Linear,1011,H3K9me3-H3K27ac,,72.6,0.7622,71.9,0.7747,0.7267,0.7538,0.6138,0.6766,0.686
DirectRanker,123,H3K9me3-H3K27ac,100,76.3,0.85,71.9,0.7993,0.7769,0.6893,0.8056,0.7429,0.834
LogisticRegression,123,H3K9me3-H3K27ac,,74.2,0.8026,69.0,0.7596,0.7197,0.7539,0.5714,0.6501,0.693
RandomForest,123,H3K9me3-H3K27ac,,78.7,0.8664,72.4,0.8199,0.8212,0.7767,0.6349,0.6987,0.767
SVM_Linear,123,H3K9me3-H3K27ac,,73.2,0.7961,68.8,0.753,0.7081,0.7623,0.5536,0.6414,0.674
DirectRanker,42,H3K9me3-H3K27ac,100,73.3,0.84,72.1,0.8306,0.8195,0.6773,0.8248,0.7438,0.824
LogisticRegression,42,H3K9me3-H3K27ac,,71.6,0.7713,73.8,0.8079,0.7878,0.7827,0.6456,0.7076,0.709
RandomForest,42,H3K9me3-H3K27ac,,78.4,0.8526,76.7,0.8494,0.8323,0.8101,0.6864,0.7431,0.754
SVM_Linear,42,H3K9me3-H3K27ac,,71.1,0.7625,72.8,0.8007,0.7739,0.7717,0.6334,0.6957,0.693
DirectRanker,456,H3K9me3-H3K27ac,100,74.6,0.84,73.2,0.8325,0.8134,0.6938,0.815,0.7495,0.831
LogisticRegression,456,H3K9me3-H3K27ac,,73.9,0.8017,70.7,0.7662,0.7385,0.7469,0.6118,0.6726,0.687
RandomForest,456,H3K9me3-H3K27ac,,76.8,0.8532,76.8,0.8547,0.843,0.825,0.6707,0.7399,0.759
SVM_Linear,456,H3K9me3-H3K27ac,,73.3,0.7948,71.1,0.7667,0.7351,0.7692,0.5894,0.6674,0.668
DirectRanker,789,H3K9me3-H3K27ac,91,74.3,0.86,73.8,0.8415,0.8237,0.6919,0.8289,0.7542,0.821
LogisticRegression,789,H3K9me3-H3K27ac,,76.1,0.8225,73.6,0.8012,0.7662,0.7769,0.6392,0.7014,0.705
RandomForest,789,H3K9me3-H3K27ac,,78.8,0.8577,76.9,0.8511,0.8377,0.8273,0.6619,0.7354,0.75
SVM_Linear,789,H3K9me3-H3K27ac,,76.1,0.8181,72.8,0.7977,0.7582,0.7683,0.6289,0.6916,0.688
DirectRanker,1011,H3K9me3-H3K27me3,100,64.9,0.71,68.2,0.7507,0.7247,0.6551,0.7098,0.6814,0.955
LogisticRegression,1011,H3K9me3-H3K27me3,,62.7,0.6488,64.3,0.6903,0.6307,0.6338,0.6033,0.6182,0.739
RandomForest,1011,H3K9me3-H3K27me3,,65.8,0.7126,68.7,0.7559,0.7129,0.6836,0.6451,0.6638,0.794
SVM_Linear,1011,H3K9me3-H3K27me3,,61.3,0.6442,63.9,0.6851,0.6224,0.6418,0.5574,0.5966,0.714
DirectRanker,123,H3K9me3-H3K27me3,100,67.0,0.73,64.7,0.7041,0.6921,0.6472,0.6587,0.6529,0.959
LogisticRegression,123,H3K9me3-H3K27me3,,61.5,0.6569,60.0,0.6379,0.6078,0.6193,0.5357,0.5745,0.764
RandomForest,123,H3K9me3-H3K27me3,,67.0,0.7227,63.2,0.6904,0.6914,0.6511,0.5813,0.6143,0.81
SVM_Linear,123,H3K9me3-H3K27me3,,60.7,0.6571,61.5,0.6366,0.6059,0.6545,0.5,0.5669,0.697
DirectRanker,42,H3K9me3-H3K27me3,100,64.1,0.7,62.5,0.6888,0.6839,0.6051,0.6802,0.6405,0.961
LogisticRegression,42,H3K9me3-H3K27me3,,58.7,0.6147,62.5,0.6547,0.6349,0.6193,0.613,0.6162,0.747
RandomForest,42,H3K9me3-H3K27me3,,66.9,0.7287,64.7,0.7112,0.6862,0.6444,0.6273,0.6357,0.829
SVM_Linear,42,H3K9me3-H3K27me3,,58.9,0.614,62.8,0.6505,0.6284,0.6387,0.558,0.5957,0.694
DirectRanker,456,H3K9me3-H3K27me3,100,67.5,0.76,66.2,0.7244,0.702,0.6498,0.6789,0.664,0.961
LogisticRegression,456,H3K9me3-H3K27me3,,64.9,0.6911,61.8,0.6548,0.6438,0.6222,0.5691,0.5945,0.754
RandomForest,456,H3K9me3-H3K27me3,,69.5,0.7678,66.8,0.7263,0.7096,0.6695,0.6423,0.6556,0.814
SVM_Linear,456,H3K9me3-H3K27me3,,64.8,0.6855,62.5,0.653,0.6355,0.6423,0.5366,0.5847,0.697
DirectRanker,789,H3K9me3-H3K27me3,100,66.5,0.73,63.7,0.7014,0.6696,0.6182,0.6577,0.6374,0.957
LogisticRegression,789,H3K9me3-H3K27me3,,59.8,0.6315,61.7,0.6416,0.5961,0.6133,0.5691,0.5904,0.74
RandomForest,789,H3K9me3-H3K27me3,,67.7,0.7382,63.5,0.6979,0.6732,0.6376,0.5732,0.6037,0.815
SVM_Linear,789,H3K9me3-H3K27me3,,59.8,0.6286,61.1,0.6354,0.5884,0.6127,0.5381,0.573,0.707
DirectRanker,1011,H3K27ac-H3K27me3,100,72.5,0.82,74.2,0.8351,0.8376,0.7171,0.762,0.7389,0.958
LogisticRegression,1011,H3K27ac-H3K27me3,,70.6,0.7719,71.9,0.7895,0.7629,0.7281,0.6597,0.6922,0.755
RandomForest,1011,H3K27ac-H3K27me3,,74.8,0.8241,74.3,0.8447,0.8359,0.7721,0.6576,0.7103,0.75
SVM_Linear,1011,H3K27ac-H3K27me3,,69.9,0.7712,72.3,0.79,0.7665,0.7405,0.6493,0.6919,0.751
DirectRanker,123,H3K27ac-H3K27me3,100,76.8,0.85,72.4,0.8039,0.7951,0.7253,0.7282,0.7267,0.969
LogisticRegression,123,H3K27ac-H3K27me3,,73.1,0.8124,69.8,0.7814,0.766,0.7306,0.6349,0.6794,0.767
RandomForest,123,H3K27ac-H3K27me3,,76.9,0.8602,72.8,0.8202,0.8307,0.771,0.6548,0.7082,0.807
SVM_Linear,123,H3K27ac-H3K27me3,,72.7,0.8115,69.3,0.7815,0.7675,0.7296,0.621,0.671,0.769
DirectRanker,42,H3K27ac-H3K27me3,100,74.3,0.83,74.4,0.8376,0.8364,0.7196,0.7841,0.7505,0.975
LogisticRegression,42,H3K27ac-H3K27me3,,72.3,0.7871,72.4,0.801,0.7924,0.7322,0.6904,0.7107,0.824
RandomForest,42,H3K27ac-H3K27me3,,79.0,0.8547,75.7,0.8498,0.8483,0.7818,0.7006,0.739,0.807
SVM_Linear,42,H3K27ac-H3K27me3,,72.3,0.7866,72.3,0.7994,0.7884,0.7378,0.6762,0.7056,0.81
DirectRanker,456,H3K27ac-H3K27me3,100,75.8,0.85,76.3,0.8424,0.8323,0.7438,0.7907,0.7665,0.969
LogisticRegression,456,H3K27ac-H3K27me3,,74.1,0.8048,71.3,0.786,0.7656,0.7273,0.6667,0.6957,0.756
RandomForest,456,H3K27ac-H3K27me3,,76.5,0.8498,75.2,0.8489,0.8438,0.7785,0.6931,0.7333,0.793
SVM_Linear,456,H3K27ac-H3K27me3,,73.4,0.804,71.4,0.7885,0.7691,0.732,0.6606,0.6944,0.758
DirectRanker,789,H3K27ac-H3K27me3,100,76.8,0.86,73.7,0.8444,0.8375,0.7151,0.7608,0.7373,0.975
LogisticRegression,789,H3K27ac-H3K27me3,,73.9,0.8147,74.0,0.8035,0.7985,0.7409,0.7134,0.7269,0.805
RandomForest,789,H3K27ac-H3K27me3,,78.5,0.8599,73.9,0.8426,0.8306,0.7605,0.6742,0.7148,0.786
SVM_Linear,789,H3K27ac-H3K27me3,,74.0,0.8121,74.1,0.8019,0.7953,0.7467,0.7052,0.7253,0.798
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3,23,77.1,0.86,75.5,0.8561,0.8615,0.734,0.7662,0.7497,0.951
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3,,76.4,0.8173,76.3,0.8329,0.8064,0.7775,0.7077,0.741,0.774
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3,,76.9,0.8545,77.9,0.8805,0.8686,0.7986,0.7203,0.7574,0.817
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3,,75.5,0.811,75.9,0.8234,0.7971,0.7729,0.7035,0.7366,0.757
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3,20,78.5,0.87,74.1,0.8191,0.8043,0.7273,0.7778,0.7517,0.951
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3,,77.4,0.8476,72.0,0.7765,0.7466,0.7456,0.6746,0.7083,0.762
RandomForest,123,H3K4me3-H3K9ac-H3K9me3,,79.4,0.8866,76.1,0.8379,0.8398,0.7801,0.7321,0.7554,0.84
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3,,77.4,0.8426,69.8,0.7609,0.7245,0.7285,0.6389,0.6808,0.744
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3,22,76.7,0.86,75.6,0.8534,0.8447,0.73,0.7984,0.7626,0.944
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3,,75.6,0.8054,76.2,0.8367,0.8194,0.7768,0.723,0.7489,0.756
RandomForest,42,H3K4me3-H3K9ac-H3K9me3,,78.3,0.8689,78.2,0.8653,0.8522,0.8027,0.7373,0.7686,0.833
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3,,74.3,0.7975,75.0,0.8309,0.8103,0.766,0.7067,0.7352,0.745
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3,43,76.5,0.86,77.4,0.8665,0.8593,0.7568,0.7967,0.7762,0.935
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3,,75.0,0.8313,75.6,0.834,0.8255,0.7844,0.6951,0.7371,0.771
RandomForest,456,H3K4me3-H3K9ac-H3K9me3,,76.8,0.8635,78.1,0.8728,0.8571,0.8095,0.7256,0.7653,0.821
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3,,75.1,0.8228,76.5,0.8348,0.8337,0.7968,0.7012,0.7459,0.772
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3,55,77.2,0.87,75.5,0.8481,0.852,0.723,0.8021,0.7605,0.929
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3,,75.3,0.8259,73.5,0.8139,0.7833,0.7523,0.6763,0.7123,0.757
RandomForest,789,H3K4me3-H3K9ac-H3K9me3,,78.8,0.8677,76.5,0.8608,0.8616,0.7854,0.7093,0.7454,0.812
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3,,75.4,0.8232,72.9,0.8111,0.7754,0.7443,0.6722,0.7064,0.752
DirectRanker,1011,H3K4me3-H3K9ac-H3K27ac,79,76.5,0.86,75.7,0.8612,0.8662,0.7332,0.7745,0.7533,0.927
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27ac,,74.5,0.819,76.8,0.8341,0.82,0.7947,0.6952,0.7416,0.747
RandomForest,1011,H3K4me3-H3K9ac-H3K27ac,,76.9,0.8525,77.3,0.8773,0.8676,0.7958,0.7077,0.7492,0.81
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27ac,,75.0,0.8217,77.0,0.8369,0.8235,0.8015,0.691,0.7422,0.752
DirectRanker,123,H3K4me3-H3K9ac-H3K27ac,40,78.4,0.88,74.4,0.8224,0.8119,0.7238,0.7956,0.758,0.933
LogisticRegression,123,H3K4me3-H3K9ac-H3K27ac,,77.7,0.8562,74.2,0.8006,0.7749,0.7721,0.6925,0.7301,0.752
RandomForest,123,H3K4me3-H3K9ac-H3K27ac,,79.2,0.8879,76.5,0.8395,0.8363,0.7905,0.7262,0.757,0.849
SVM_Linear,123,H3K4me3-H3K9ac-H3K27ac,,78.8,0.8553,74.0,0.8,0.7757,0.7811,0.6726,0.7228,0.744
DirectRanker,42,H3K4me3-H3K9ac-H3K27ac,37,76.6,0.87,76.8,0.8623,0.8616,0.7412,0.8106,0.7743,0.932
LogisticRegression,42,H3K4me3-H3K9ac-H3K27ac,,77.7,0.8366,76.1,0.8364,0.814,0.7838,0.7088,0.7444,0.778
RandomForest,42,H3K4me3-H3K9ac-H3K27ac,,78.9,0.8718,79.2,0.8728,0.8619,0.8194,0.7393,0.7773,0.816
SVM_Linear,42,H3K4me3-H3K9ac-H3K27ac,,77.5,0.8385,76.1,0.8396,0.8173,0.7903,0.6986,0.7416,0.769
DirectRanker,456,H3K4me3-H3K9ac-H3K27ac,56,76.6,0.86,78.1,0.8659,0.8526,0.76,0.811,0.7847,0.923
LogisticRegression,456,H3K4me3-H3K9ac-H3K27ac,,75.4,0.8265,75.6,0.8383,0.8276,0.7818,0.6992,0.7382,0.756
RandomForest,456,H3K4me3-H3K9ac-H3K27ac,,78.2,0.8664,78.1,0.8734,0.8571,0.8152,0.7175,0.7632,0.84
SVM_Linear,456,H3K4me3-H3K9ac-H3K27ac,,75.5,0.8238,75.7,0.8375,0.8254,0.7902,0.689,0.7362,0.752
DirectRanker,789,H3K4me3-H3K9ac-H3K27ac,27,76.4,0.87,74.7,0.8552,0.8593,0.7109,0.8062,0.7556,0.913
LogisticRegression,789,H3K4me3-H3K9ac-H3K27ac,,75.8,0.8219,76.1,0.8326,0.8144,0.7874,0.6948,0.7382,0.757
RandomForest,789,H3K4me3-H3K9ac-H3K27ac,,79.0,0.8717,77.9,0.8701,0.8684,0.8014,0.7237,0.7606,0.814
SVM_Linear,789,H3K4me3-H3K9ac-H3K27ac,,75.9,0.8208,75.3,0.8313,0.8149,0.7793,0.6845,0.7289,0.746
DirectRanker,1011,H3K4me3-H3K9ac-H3K27me3,38,78.6,0.86,75.9,0.8585,0.8652,0.7449,0.7557,0.7503,0.974
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27me3,,75.6,0.831,76.1,0.8434,0.8384,0.7817,0.6952,0.7359,0.768
RandomForest,1011,H3K4me3-H3K9ac-H3K27me3,,77.8,0.8584,77.9,0.8804,0.877,0.8014,0.7161,0.7563,0.812
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27me3,,75.4,0.8299,76.7,0.8434,0.838,0.7929,0.6952,0.7408,0.761
DirectRanker,123,H3K4me3-H3K9ac-H3K27me3,49,79.4,0.88,73.8,0.8253,0.8188,0.7309,0.7599,0.7451,0.971
LogisticRegression,123,H3K4me3-H3K9ac-H3K27me3,,78.5,0.8603,72.0,0.8011,0.7882,0.75,0.6667,0.7059,0.804
RandomForest,123,H3K4me3-H3K9ac-H3K27me3,,79.0,0.887,75.8,0.8404,0.8418,0.7835,0.7183,0.7495,0.852
SVM_Linear,123,H3K4me3-H3K9ac-H3K27me3,,78.2,0.8583,72.3,0.8003,0.7864,0.7517,0.6726,0.7099,0.8
DirectRanker,42,H3K4me3-H3K9ac-H3K27me3,29,75.1,0.86,76.3,0.8555,0.8505,0.748,0.78,0.7637,0.981
LogisticRegression,42,H3K4me3-H3K9ac-H3K27me3,,76.8,0.8327,75.7,0.8417,0.8248,0.765,0.7291,0.7466,0.814
RandomForest,42,H3K4me3-H3K9ac-H3K27me3,,77.5,0.8685,78.1,0.8695,0.8564,0.7957,0.7454,0.7697,0.846
SVM_Linear,42,H3K4me3-H3K9ac-H3K27me3,,77.3,0.8331,76.0,0.8417,0.8237,0.7687,0.7312,0.7495,0.802
DirectRanker,456,H3K4me3-H3K9ac-H3K27me3,73,77.4,0.87,77.9,0.8707,0.8671,0.7662,0.7927,0.7792,0.975
LogisticRegression,456,H3K4me3-H3K9ac-H3K27me3,,77.1,0.8418,76.9,0.8498,0.8509,0.7794,0.7398,0.7591,0.787
RandomForest,456,H3K4me3-H3K9ac-H3K27me3,,78.5,0.8698,78.3,0.8774,0.8652,0.8104,0.7297,0.7679,0.846
SVM_Linear,456,H3K4me3-H3K9ac-H3K27me3,,76.8,0.8416,76.9,0.8499,0.8527,0.7819,0.7358,0.7581,0.773
DirectRanker,789,H3K4me3-H3K9ac-H3K27me3,42,78.3,0.87,74.3,0.8478,0.8569,0.7184,0.7732,0.7448,0.983
LogisticRegression,789,H3K4me3-H3K9ac-H3K27me3,,74.7,0.8277,74.8,0.8293,0.819,0.7516,0.7175,0.7342,0.805
RandomForest,789,H3K4me3-H3K9ac-H3K27me3,,78.8,0.8737,76.7,0.8582,0.8599,0.7838,0.7175,0.7492,0.83
SVM_Linear,789,H3K4me3-H3K9ac-H3K27me3,,74.4,0.8253,74.3,0.8274,0.8177,0.7489,0.7072,0.7275,0.793
DirectRanker,1011,H3K4me3-H3K9me3-H3K27ac,37,76.3,0.85,75.7,0.8518,0.8546,0.7351,0.7704,0.7523,0.95
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27ac,,74.0,0.8045,74.7,0.8201,0.7912,0.758,0.6931,0.7241,0.783
RandomForest,1011,H3K4me3-H3K9me3-H3K27ac,,75.8,0.8412,76.6,0.8673,0.8618,0.779,0.714,0.7451,0.819
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27ac,,74.1,0.7991,74.3,0.8126,0.7853,0.7558,0.6848,0.7185,0.762
DirectRanker,123,H3K4me3-H3K9me3-H3K27ac,23,79.0,0.88,73.9,0.8165,0.8074,0.7238,0.7798,0.7507,0.952
LogisticRegression,123,H3K4me3-H3K9me3-H3K27ac,,76.9,0.843,73.7,0.791,0.7587,0.7614,0.6964,0.7275,0.782
RandomForest,123,H3K4me3-H3K9me3-H3K27ac,,79.4,0.8822,76.3,0.8387,0.8411,0.7811,0.7361,0.7579,0.85
SVM_Linear,123,H3K4me3-H3K9me3-H3K27ac,,76.0,0.8377,72.5,0.7784,0.7419,0.7585,0.6667,0.7096,0.765
DirectRanker,42,H3K4me3-H3K9me3-H3K27ac,45,77.1,0.86,76.2,0.8539,0.8511,0.7373,0.8004,0.7676,0.945
LogisticRegression,42,H3K4me3-H3K9me3-H3K27ac,,74.5,0.8104,76.6,0.8379,0.8251,0.7752,0.7373,0.7557,0.79
RandomForest,42,H3K4me3-H3K9me3-H3K27ac,,79.7,0.8726,78.6,0.8614,0.851,0.8017,0.7495,0.7747,0.836
SVM_Linear,42,H3K4me3-H3K9me3-H3K27ac,,74.2,0.8066,75.6,0.8333,0.8133,0.7667,0.723,0.7442,0.775
DirectRanker,456,H3K4me3-H3K9me3-H3K27ac,51,76.4,0.85,77.4,0.8592,0.8465,0.7529,0.8049,0.778,0.936
LogisticRegression,456,H3K4me3-H3K9me3-H3K27ac,,75.8,0.8282,74.3,0.8152,0.8034,0.7664,0.687,0.7245,0.787
RandomForest,456,H3K4me3-H3K9me3-H3K27ac,,77.1,0.8596,78.2,0.8664,0.8478,0.8086,0.7297,0.7671,0.844
SVM_Linear,456,H3K4me3-H3K9me3-H3K27ac,,75.5,0.8197,74.7,0.8164,0.8029,0.7722,0.689,0.7282,0.782
DirectRanker,789,H3K4me3-H3K9me3-H3K27ac,39,76.5,0.86,74.8,0.8525,0.8532,0.713,0.8041,0.7558,0.927
LogisticRegression,789,H3K4me3-H3K9me3-H3K27ac,,76.5,0.8297,74.6,0.8186,0.7868,0.7596,0.6969,0.7269,0.767
RandomForest,789,H3K4me3-H3K9me3-H3K27ac,,78.5,0.8632,77.5,0.8639,0.8559,0.7982,0.7175,0.7557,0.814
SVM_Linear,789,H3K4me3-H3K9me3-H3K27ac,,75.6,0.821,74.2,0.8111,0.7763,0.7609,0.6825,0.7196,0.745
DirectRanker,1011,H3K4me3-H3K9me3-H3K27me3,69,77.4,0.85,76.3,0.8587,0.8562,0.743,0.7724,0.7574,0.985
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27me3,,73.8,0.8113,76.3,0.8364,0.8087,0.7701,0.7203,0.7443,0.802
RandomForest,1011,H3K4me3-H3K9me3-H3K27me3,,76.0,0.8412,77.4,0.8741,0.8659,0.7817,0.7328,0.7565,0.803
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27me3,,73.3,0.8056,75.0,0.8249,0.7965,0.7596,0.6994,0.7283,0.786
DirectRanker,123,H3K4me3-H3K9me3-H3K27me3,52,78.7,0.87,74.9,0.822,0.8195,0.7419,0.7698,0.7556,0.981
LogisticRegression,123,H3K4me3-H3K9me3-H3K27me3,,76.4,0.8373,71.8,0.7777,0.7459,0.7445,0.6706,0.7056,0.789
RandomForest,123,H3K4me3-H3K9me3-H3K27me3,,76.9,0.8651,75.2,0.8337,0.8391,0.7689,0.7262,0.7469,0.837
SVM_Linear,123,H3K4me3-H3K9me3-H3K27me3,,76.1,0.8345,69.9,0.7664,0.7347,0.7291,0.6409,0.6822,0.771
DirectRanker,42,H3K4me3-H3K9me3-H3K27me3,24,75.2,0.85,74.4,0.827,0.8247,0.7308,0.7576,0.744,0.985
LogisticRegression,42,H3K4me3-H3K9me3-H3K27me3,,73.2,0.8022,73.4,0.813,0.7991,0.7358,0.7149,0.7252,0.796
RandomForest,42,H3K4me3-H3K9me3-H3K27me3,,78.2,0.8604,76.3,0.8473,0.8276,0.7848,0.7128,0.7471,0.839
SVM_Linear,42,H3K4me3-H3K9me3-H3K27me3,,72.8,0.7923,72.6,0.8033,0.7877,0.7265,0.7088,0.7175,0.797
DirectRanker,456,H3K4me3-H3K9me3-H3K27me3,88,77.4,0.86,74.7,0.8522,0.853,0.7348,0.7602,0.7473,0.981
LogisticRegression,456,H3K4me3-H3K9me3-H3K27me3,,75.2,0.8314,74.5,0.8283,0.8287,0.7495,0.7236,0.7363,0.803
RandomForest,456,H3K4me3-H3K9me3-H3K27me3,,78.6,0.8651,76.0,0.8587,0.849,0.7825,0.7093,0.7441,0.84
SVM_Linear,456,H3K4me3-H3K9me3-H3K27me3,,75.6,0.8259,74.8,0.8274,0.8323,0.7586,0.7154,0.7364,0.794
DirectRanker,789,H3K4me3-H3K9me3-H3K27me3,56,76.3,0.85,72.8,0.829,0.8331,0.7084,0.7464,0.7269,0.987
LogisticRegression,789,H3K4me3-H3K9me3-H3K27me3,,73.5,0.8134,71.7,0.789,0.7538,0.7122,0.699,0.7055,0.796
RandomForest,789,H3K4me3-H3K9me3-H3K27me3,,77.3,0.8557,74.8,0.8345,0.8288,0.7618,0.699,0.729,0.801
SVM_Linear,789,H3K4me3-H3K9me3-H3K27me3,,74.4,0.8094,70.4,0.783,0.7473,0.7024,0.6763,0.6891,0.796
DirectRanker,1011,H3K4me3-H3K27ac-H3K27me3,60,77.2,0.86,76.1,0.8618,0.8646,0.7429,0.7662,0.7544,0.974
LogisticRegression,1011,H3K4me3-H3K27ac-H3K27me3,,74.7,0.823,76.1,0.8344,0.8193,0.7817,0.6952,0.7359,0.785
RandomForest,1011,H3K4me3-H3K27ac-H3K27me3,,76.5,0.8493,75.9,0.8712,0.8718,0.7755,0.6994,0.7355,0.813
SVM_Linear,1011,H3K4me3-H3K27ac-H3K27me3,,74.9,0.8253,75.8,0.8354,0.8241,0.7855,0.6806,0.7293,0.768
DirectRanker,123,H3K4me3-H3K27ac-H3K27me3,27,79.1,0.88,74.6,0.8268,0.8196,0.7422,0.7599,0.751,0.975
LogisticRegression,123,H3K4me3-H3K27ac-H3K27me3,,77.8,0.8545,74.3,0.8141,0.7954,0.7714,0.6964,0.732,0.794
RandomForest,123,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8852,76.1,0.8481,0.8511,0.7837,0.7262,0.7539,0.861
SVM_Linear,123,H3K4me3-H3K27ac-H3K27me3,,77.7,0.8539,73.7,0.8139,0.7944,0.7684,0.6845,0.724,0.781
DirectRanker,42,H3K4me3-H3K27ac-H3K27me3,25,76.5,0.86,77.1,0.8548,0.8527,0.7569,0.7862,0.7712,0.981
LogisticRegression,42,H3K4me3-H3K27ac-H3K27me3,,75.2,0.8349,76.6,0.8412,0.8312,0.7763,0.7352,0.7552,0.815
RandomForest,42,H3K4me3-H3K27ac-H3K27me3,,79.3,0.8733,78.5,0.8697,0.857,0.8013,0.7475,0.7734,0.845
SVM_Linear,42,H3K4me3-H3K27ac-H3K27me3,,75.3,0.8351,76.8,0.8413,0.8304,0.7797,0.7352,0.7568,0.812
DirectRanker,456,H3K4me3-H3K27ac-H3K27me3,73,77.6,0.87,76.3,0.8607,0.854,0.7535,0.7703,0.7618,0.975
LogisticRegression,456,H3K4me3-H3K27ac-H3K27me3,,76.6,0.8394,75.8,0.8406,0.8402,0.7682,0.7276,0.7474,0.795
RandomForest,456,H3K4me3-H3K27ac-H3K27me3,,79.2,0.8733,79.2,0.8731,0.8647,0.8156,0.7459,0.7792,0.863
SVM_Linear,456,H3K4me3-H3K27ac-H3K27me3,,76.4,0.8393,76.4,0.8429,0.8455,0.7783,0.7276,0.7521,0.779
DirectRanker,789,H3K4me3-H3K27ac-H3K27me3,53,78.3,0.87,75.2,0.8601,0.8683,0.7292,0.7773,0.7525,0.982
LogisticRegression,789,H3K4me3-H3K27ac-H3K27me3,,74.8,0.8293,74.3,0.8277,0.8179,0.7426,0.7196,0.7309,0.8
