,gene_id,label,y,scores
6902,XLOC_008878,1,76.1291,-0.5645408
6903,XLOC_008879,1,3.00275,-0.78135294
6904,XLOC_008880,1,59.6358,-2.4917598
6905,XLOC_008881,0,0.0,-2.326635
6906,XLOC_008882,1,14.0321,-0.057712674
6907,XLOC_008883,1,16.6807,-0.8667381
6908,XLOC_008884,1,15.0793,-2.4917598
6909,XLOC_008885,1,5.05663,-1.8369877
6910,XLOC_008886,1,8.16196,-0.98186964
6911,XLOC_008887,0,0.339197,-1.7903328
6912,XLOC_008888,1,10.2526,-1.7903328
6913,XLOC_008889,1,5.25244,-1.5110538
6914,XLOC_008890,0,0.0400971,-2.4917598
6915,XLOC_008891,1,14.7134,-0.072278485
6916,XLOC_008892,1,11.8433,-0.71091384
6917,XLOC_008893,0,0.204867,-2.4917598
6918,XLOC_008894,0,0.0,-2.4917598
6919,XLOC_008895,0,0.0,0.030375756
6920,XLOC_008896,0,0.0,0.030375756
6921,XLOC_008897,0,0.0,0.030375756
6922,XLOC_008898,1,7.37073,0.030375756
6923,XLOC_008899,0,0.423189,-2.4375513
6924,XLOC_008900,1,12.0457,-1.7015035
6925,XLOC_008901,1,2109.74,0.29129186
6926,XLOC_008905,0,0.721388,-2.0815914
6927,XLOC_008907,0,0.00635723,-2.4917598
6928,XLOC_008909,1,1.33039,-1.0849203
6929,XLOC_008910,0,0.243125,-2.4917598
6930,XLOC_008912,0,0.237022,-1.9699789
6931,XLOC_008913,0,0.0,-2.4917598
6932,XLOC_008914,1,16.7274,-1.0121939
6933,XLOC_008915,0,0.0,-2.4917598
6934,XLOC_008916,1,4.90962,-0.46893355
6935,XLOC_008917,1,1.79176,-2.7457118
6936,XLOC_008918,1,6.17527,-1.5115545
6937,XLOC_008919,0,0.0,-2.4917598
6938,XLOC_008920,1,15.8554,-1.1330249
6939,XLOC_008921,0,0.0,-2.4917598
6940,XLOC_008922,0,0.350268,-2.4917598
6941,XLOC_008924,1,3.567,-1.3121358
6942,XLOC_008925,0,0.0,-2.5026383
6943,XLOC_008926,0,0.0,-2.4917598
6944,XLOC_008927,0,0.0,-2.4917598
6945,XLOC_008929,1,5.31531,-1.7053374
6946,XLOC_008930,1,10.1422,-1.5702212
6947,XLOC_008931,0,0.148227,-2.4917598
6948,XLOC_008932,1,19.5991,-0.9676242
6949,XLOC_008933,0,0.0,-2.4917598
6950,XLOC_008934,0,0.0,-2.4917598
6951,XLOC_008935,1,12.2476,-1.5179121
6952,XLOC_008936,1,20.65,-1.6579987
6953,XLOC_008937,1,4.08251,-1.0976747
6954,XLOC_008938,1,9.86029,-2.4917598
6955,XLOC_008939,0,0.102942,-2.4917598
6956,XLOC_008940,0,0.0185577,-2.4917598
6957,XLOC_008941,1,53.5739,-1.6837572
6958,XLOC_008942,1,1.76363,-0.8325974
6959,XLOC_008943,1,6.60746,-0.46133083
6960,XLOC_008944,0,0.19791,-2.4917598
6961,XLOC_008945,1,15.2823,-1.2723228
6962,XLOC_008946,1,39.6738,-0.8953827
6963,XLOC_008947,0,0.134026,-2.5460353
6964,XLOC_008948,1,3.06157,-0.41678283
6965,XLOC_008949,1,91.8889,-0.7792318
6966,XLOC_008950,0,0.802453,-2.4917598
6967,XLOC_008951,1,13.3722,-1.076242
6968,XLOC_008952,0,0.0,-2.1533139
6969,XLOC_008953,1,22.4898,-1.336382
6970,XLOC_008954,0,0.134373,-2.4917598
6971,XLOC_008955,0,0.632397,-2.4917598
6972,XLOC_008956,1,26.1381,-0.9684123
6973,XLOC_008957,1,3.40272,-1.6924194
6974,XLOC_008958,1,141.193,-0.78684306
6975,XLOC_008959,1,4.24278,-1.7165134
6976,XLOC_008961,1,186.492,-1.5460322
6977,XLOC_008963,0,0.0,-2.4917598
6978,XLOC_008964,1,50.6105,-1.0244349
6979,XLOC_008965,0,0.302032,-1.0244349
6980,XLOC_008966,0,0.0285713,-2.4997292
6981,XLOC_008967,1,3.39167,-0.9562177
6982,XLOC_008968,1,39.9616,-0.58916354
6983,XLOC_008969,1,43.3917,-1.1239852
6984,XLOC_008970,0,0.408333,-2.345584
6985,XLOC_008971,1,6.70406,-2.4917598
6986,XLOC_008972,1,6.28107,-0.59073836
6987,XLOC_008973,1,10.0453,-1.2897121
6988,XLOC_008974,0,0.0,-2.4917598
6989,XLOC_008975,0,0.0471666,-2.4917598
6990,XLOC_008976,0,0.0477546,-2.4917598
6991,XLOC_008977,0,0.200882,-2.4917598
6992,XLOC_008978,0,0.0,-2.4917598
6993,XLOC_008981,0,0.0257964,-1.7146757
6994,XLOC_008983,0,0.0,-2.4917598
6995,XLOC_008988,0,0.0395057,-2.4917598
6996,XLOC_008990,1,3.48496,-2.4917598
6997,XLOC_008991,0,0.0,-2.4917598
6998,XLOC_008992,1,3.72968,-1.0700837
6999,XLOC_008993,1,29.0263,-1.4534764
7000,XLOC_008994,0,0.0,-2.4917598
7001,XLOC_008995,0,0.0,-2.4917598
7002,XLOC_008996,0,0.0336373,-2.4917598
7003,XLOC_008998,0,0.758838,-1.5186982
7004,XLOC_009002,1,7.90464,-1.3298035
7005,XLOC_009003,1,1.51445,-0.6132377
7006,XLOC_009004,1,7.55296,-0.53206235
7007,XLOC_009005,0,0.0298213,-2.7803297
7008,XLOC_009006,0,0.360221,-2.4917598
7009,XLOC_009007,1,12.5479,-0.88599753
7010,XLOC_009008,1,4.18634,-1.8979723
7011,XLOC_009009,0,0.0,-2.4917598
7012,XLOC_009012,1,26.7938,-0.80528677
7013,XLOC_009015,1,39.0278,-0.5065895
7014,XLOC_009016,1,4.99855,-2.4917598
7015,XLOC_009017,0,0.0,-2.4917598
7016,XLOC_009018,1,10.3818,-1.4673113
7017,XLOC_009019,1,18.2738,-0.7472861
7018,XLOC_009022,1,3.6055,-0.88113827
7019,XLOC_009023,0,0.0,-1.0419631
7020,XLOC_009024,0,0.0,-2.4917598
7021,XLOC_009025,1,5.44968,-1.6582654
7022,XLOC_009026,1,3.72976,-2.4917598
7023,XLOC_009027,1,1.3851,-0.98164153
7024,XLOC_009028,0,0.0547589,-2.4004421
7025,XLOC_009029,1,72.0862,-2.4057107
7026,XLOC_009031,0,0.567378,-2.1706557
7027,XLOC_009032,1,18.187,-1.5732963
7028,XLOC_009033,1,5.03214,-1.1180302
7029,XLOC_009034,1,4.89097,-1.5696535
7030,XLOC_009035,1,44.0342,-2.4917598
7031,XLOC_009036,1,5.91012,-0.7631136
7032,XLOC_009037,1,11.8289,-0.53698516
7033,XLOC_009038,1,14.3418,-1.3575139
7034,XLOC_009039,1,6.85099,-0.52034676
7035,XLOC_009040,1,30.0849,-0.5795598
7036,XLOC_009041,0,0.12678,-1.426023
7037,XLOC_009042,0,0.0315748,-2.4917598
7038,XLOC_009043,0,0.016778,-2.3270721
7039,XLOC_009044,0,0.0264339,-2.4917598
7040,XLOC_009045,0,0.0,-2.4917598
7041,XLOC_009046,0,0.282667,0.037675127
7042,XLOC_009047,0,0.668389,0.037675127
7043,XLOC_009048,0,0.312538,0.037675127
7044,XLOC_009049,1,34.3247,-0.8032898
7045,XLOC_009050,0,0.0,-0.8032898
7046,XLOC_009051,0,1.13347,-1.765934
7047,XLOC_009055,1,7.01739,-1.3006085
7048,XLOC_009056,0,0.0,-1.3006085
7049,XLOC_009057,0,0.0,-2.4917598
7050,XLOC_009059,1,2.91441,-2.4917598
7051,XLOC_009060,1,8.96462,-0.4539131
7052,XLOC_009061,1,3.11288,-2.4917598
7053,XLOC_009062,1,8.04668,-2.4917598
7054,XLOC_009063,1,9.31878,-2.4917598
7055,XLOC_009064,0,0.510055,-1.6086832
7056,XLOC_009065,0,0.996847,-1.6086832
7057,XLOC_009067,1,4.90947,-0.62965876
7058,XLOC_009072,0,0.0478168,-2.4917598
7059,XLOC_009073,0,0.0269443,-2.4917598
7060,XLOC_009074,0,0.318429,-2.4917598
7061,XLOC_009076,0,0.0,-2.4917598
7062,XLOC_009077,0,0.0,-2.4917598
7063,XLOC_009083,0,0.0118779,-2.4917598
7064,XLOC_009085,0,0.0,-2.4917598
7065,XLOC_009089,0,0.0,-2.4917598
7066,XLOC_009093,1,34.7652,-1.0669509
7067,XLOC_009094,1,9.99639,-2.4917598
7068,XLOC_009095,1,2.39287,-2.4917598
7069,XLOC_009099,0,0.00840599,-2.4917598
7070,XLOC_009100,0,0.0667938,-2.4917598
7071,XLOC_009102,1,19.9297,-1.225401
7072,XLOC_009103,0,0.13732,-2.4917598
7073,XLOC_009104,0,0.0841203,-2.4917598
7074,XLOC_009105,0,0.0634421,-2.3873734
7075,XLOC_009106,1,4.19899,-1.4672716
7076,XLOC_009107,0,0.0,-2.4917598
7077,XLOC_009109,0,0.0,-2.4917598
7078,XLOC_009110,1,8.77471,-2.4917598
7079,XLOC_009111,1,12.7134,-2.4917598
7080,XLOC_009112,0,0.0576959,-2.4917598
7081,XLOC_009113,1,8.36904,-0.99040824
7082,XLOC_009114,0,0.0,-2.4917598
7083,XLOC_009115,0,0.0,-2.4917598
7084,XLOC_009117,0,0.0578393,-2.3688889
7085,XLOC_009121,0,0.220028,-2.4917598
7086,XLOC_009122,1,9.03447,-2.4917598
7087,XLOC_009123,1,76.6259,-1.0618682
7088,XLOC_009124,1,10.2432,-1.5452442
7089,XLOC_009125,1,8.01113,-0.9905504
7090,XLOC_009126,1,169.909,-1.2417196
7091,XLOC_009127,1,6.02049,-0.76977974
7092,XLOC_009128,1,2.87811,-2.0257947
7093,XLOC_009129,0,0.0,-2.0257947
7094,XLOC_009130,1,5.25782,-2.0257947
7095,XLOC_009131,0,0.0,-2.0257947
7096,XLOC_009132,0,0.0,-2.4917598
7097,XLOC_009133,0,0.0367946,-2.4917598
7098,XLOC_009134,1,14.3442,-0.99906296
7099,XLOC_009135,1,32.6121,-1.5983685
7100,XLOC_009136,1,9.72798,-1.522464
7101,XLOC_009137,0,0.0,-1.522464
7102,XLOC_009138,0,0.0,-1.1143456
7103,XLOC_009140,1,5.69682,0.25513592
7104,XLOC_009142,0,0.0584078,-2.165142
7105,XLOC_009145,0,0.0159109,-1.2020296
7106,XLOC_009146,0,0.317493,-2.2575536
7107,XLOC_009147,1,182.039,-1.9270083
7108,XLOC_009148,1,3.5795,-1.9226518
7109,XLOC_009149,0,0.0187744,-1.1579747
7110,XLOC_009150,0,0.0,-2.4917598
7111,XLOC_009151,0,0.00691066,-2.4917598
7112,XLOC_009152,1,1.63192,-0.5472364
7113,XLOC_009153,1,7.80756,-1.6577455
7114,XLOC_009154,1,1.73386,-0.5612122
7115,XLOC_009155,1,16.4978,-0.5389971
7116,XLOC_009156,1,4.40251,-0.53551525
7117,XLOC_009157,0,0.389399,-1.3805068
7118,XLOC_009158,0,0.0602703,-2.308281
7119,XLOC_009159,1,6.27998,-1.6684705
7120,XLOC_009160,0,0.0649161,-0.5482243
7121,XLOC_009161,1,20.9361,-1.1065323
7122,XLOC_009162,1,8.8498,-1.2759056
7123,XLOC_009163,1,3.12141,-1.9442939
7124,XLOC_009164,0,0.0379598,-2.4917598
7125,XLOC_009165,1,8.57524,-1.9161842
7126,XLOC_009166,1,5.82288,-1.6490045
7127,XLOC_009167,0,0.0,-1.6490045
7128,XLOC_009168,0,0.0,-2.4917598
7129,XLOC_009169,0,0.041158,-2.4917598
7130,XLOC_009170,0,0.00932824,-2.4917598
7131,XLOC_009171,1,10.8696,-1.8358107
7132,XLOC_009172,0,0.0,-1.8358107
7133,XLOC_009173,1,26.2714,-0.28868964
7134,XLOC_009174,1,11.566,-1.5693227
7135,XLOC_009175,1,6.65325,-1.0906961
7136,XLOC_009176,1,4.68651,-1.134845
7137,XLOC_009177,1,1.84162,-1.2353603
7138,XLOC_009178,1,6.84205,-1.4227439
7139,XLOC_009179,0,0.0,-2.4917598
7140,XLOC_009180,0,0.169072,-2.4917598
7141,XLOC_009181,0,0.0,-2.4917598
7142,XLOC_009182,1,3.67574,-0.8325635
7143,XLOC_009183,1,6.31843,-0.8744135
7144,XLOC_009184,1,6.32763,-0.8744135
7145,XLOC_009185,1,3.08732,-2.4917598
7146,XLOC_009186,0,0.0180303,-2.4917598
7147,XLOC_009187,0,0.423012,-2.4917598
7148,XLOC_009188,1,3.17329,-2.4917598
7149,XLOC_009189,1,3.36966,-2.4917598
7150,XLOC_009190,0,0.0,-2.4917598
7151,XLOC_009191,1,3.53949,-2.4917598
7152,XLOC_009192,1,18.301,-1.0375948
7153,XLOC_009193,1,1.35988,-2.1302412
7154,XLOC_009194,0,0.353103,-2.1302412
7155,XLOC_009196,1,8.97576,-0.6513103
7156,XLOC_009197,0,0.113443,-0.9720656
7157,XLOC_009198,0,0.0109864,-2.4917598
7158,XLOC_009199,0,0.0329041,-2.4917598
7159,XLOC_009200,1,9.21049,0.081073135
7160,XLOC_009201,1,3.16482,-0.27202812
7161,XLOC_009203,0,0.0378234,-2.3250332
7162,XLOC_009204,1,7.04217,-2.4917598
7163,XLOC_009205,0,0.782192,-2.0076861
7164,XLOC_009206,1,3.63816,-1.3210305
7165,XLOC_009207,0,0.0100227,-2.4917598
7166,XLOC_009208,1,8.23375,-1.1986418
7167,XLOC_009209,1,37.0849,-1.2981147
7168,XLOC_009210,1,1.62359,-1.2920951
7169,XLOC_009211,0,0.165477,-2.122395
7170,XLOC_009212,0,0.0,-2.4917598
7171,XLOC_009213,1,10.2142,-1.1554575
7172,XLOC_009214,1,2.01911,-1.1554575
7173,XLOC_009215,0,0.515613,-0.7708061
7174,XLOC_009216,1,12.0114,-1.0314996
7175,XLOC_009217,1,36.1562,-0.88826835
7176,XLOC_009218,1,4.84952,-2.4917598
7177,XLOC_009219,1,11.5176,-2.4917598
7178,XLOC_009220,1,4.37095,-1.7138994
7179,XLOC_009221,0,0.0945989,-2.5217962
7180,XLOC_009222,0,0.315699,-0.26468545
7181,XLOC_009223,0,0.0,-0.26468545
7182,XLOC_009224,1,26.8021,-0.26468545
7183,XLOC_009225,0,0.0,-2.4917598
7184,XLOC_009226,1,9.43502,-2.4917598
7185,XLOC_009227,1,12.6071,-0.954977
7186,XLOC_009228,0,0.0,-0.954977
7187,XLOC_009229,1,2.34971,-2.1617649
7188,XLOC_009230,1,68.0183,-0.11727214
7189,XLOC_009231,1,4.237,-2.4674716
7190,XLOC_009232,1,4.05734,-2.0161994
7191,XLOC_009234,0,0.3041,-2.4917598
7192,XLOC_009235,1,102.405,-0.32045934
7193,XLOC_009236,1,6.96378,-1.2462957
7194,XLOC_009237,1,8.74118,-1.2462957
7195,XLOC_009238,1,18.0267,-1.2462957
7196,XLOC_009239,0,0.0,-1.2462957
7197,XLOC_009240,0,0.885201,-1.2462957
7198,XLOC_009241,0,0.881355,-2.2099748
7199,XLOC_009242,1,11.8624,-1.0329338
7200,XLOC_009243,1,13.6542,-0.8765304
7201,XLOC_009244,1,10.3992,-0.3527742
7202,XLOC_009245,1,1.4993,-0.6573647
7203,XLOC_009246,1,5.26932,-0.64963293
7204,XLOC_009247,0,0.26033,-0.64963293
7205,XLOC_009248,0,0.0,-2.4917598
7206,XLOC_009249,0,0.740338,-2.4917598
7207,XLOC_009250,0,0.0,-2.4917598
7208,XLOC_009251,0,0.213921,-2.4917598
7209,XLOC_009252,1,52.5314,-1.5452143
7210,XLOC_009253,0,0.0,-1.5452143
7211,XLOC_009254,1,1.32176,-0.4614158
7212,XLOC_009255,1,17.241,-1.5272688
7213,XLOC_009256,1,9.41098,-0.69600374
7214,XLOC_009257,0,0.0,-0.69600374
7215,XLOC_009258,1,31.7122,-2.1045325
7216,XLOC_009259,1,20.945,-1.3311253
7217,XLOC_009260,1,45.9852,-0.419156
7218,XLOC_009261,1,9.57747,-1.7728527
7219,XLOC_009262,1,2.62438,-2.4242396
7220,XLOC_009263,1,13.2166,-1.6300002
7221,XLOC_009264,0,0.0,-2.4917598
7222,XLOC_009265,0,0.0172373,-0.5879676
7223,XLOC_009266,1,139.212,-0.32405904
7224,XLOC_009267,0,0.185833,-2.4917598
7225,XLOC_009268,1,1.4983,-0.68374956
7226,XLOC_009269,1,5.30273,-1.3554152
7227,XLOC_009270,0,0.0657912,-2.4917598
7228,XLOC_009271,1,67.7254,-0.652173
7229,XLOC_009272,1,346.061,-1.6962149
7230,XLOC_009273,1,4.25879,-0.8514263
7231,XLOC_009274,1,65.7585,-2.4917598
7232,XLOC_009275,1,1.81611,-1.6716983
7233,XLOC_009276,1,16.29,-1.1528709
7234,XLOC_009277,0,0.964534,-2.2823615
7235,XLOC_009278,0,0.0,-2.2823615
7236,XLOC_009279,1,6.44702,-1.4182707
7237,XLOC_009280,0,0.113706,-0.8977748
7238,XLOC_009281,0,0.86867,-0.8977748
7239,XLOC_009282,1,56.1358,-1.86096
7240,XLOC_009283,1,5.79564,-1.0009907
7241,XLOC_009284,0,0.147655,-1.6153076
7242,XLOC_009285,0,0.52827,-2.4917598
7243,XLOC_009286,1,8.29133,-1.9360434
7244,XLOC_009287,1,25.2971,-0.8982224
7245,XLOC_009288,0,0.00760631,-2.4917598
7246,XLOC_009289,1,3.905,-1.0728854
7247,XLOC_009290,1,29.0439,-0.9001092
7248,XLOC_009291,0,0.857712,-1.4174316
7249,XLOC_009292,1,9.97059,-1.5919585
7250,XLOC_009293,1,22.9677,-0.78135294
7251,XLOC_009294,1,7.74226,-0.78135294
7252,XLOC_009295,0,0.0413947,-2.326635
7253,XLOC_009296,1,11.4019,-0.057712674
7254,XLOC_009297,0,0.0,-0.057712674
7255,XLOC_009298,1,1040.91,-0.8667381
7256,XLOC_009299,0,0.0,-0.8667381
7257,XLOC_009300,0,0.0,-0.8667381
7258,XLOC_009301,1,1.18396,-2.4917598
7259,XLOC_009304,1,16.9321,-1.7903328
7260,XLOC_009305,1,4.39634,-1.7903328
7261,XLOC_009306,1,18.6984,-0.072278485
7262,XLOC_009307,0,0.062601,-0.71091384
7263,XLOC_009308,1,71.5198,-0.28610638
7264,XLOC_009309,0,0.0,-0.28610638
7265,XLOC_009310,0,0.574434,-0.28610638
7266,XLOC_009311,1,4.40566,-0.6892188
7267,XLOC_009312,0,0.0,-0.6892188
7268,XLOC_009314,1,5.04802,-0.58646005
7269,XLOC_009316,1,4.91134,-2.2228622
7270,XLOC_009317,0,1.13507,-2.0815914
7271,XLOC_009319,0,0.0,-2.4917598
7272,XLOC_009320,1,2.76975,-1.0849203
7273,XLOC_009321,0,0.0473213,-2.308281
7274,XLOC_009322,1,213.647,-0.6814229
7275,XLOC_009323,0,0.128932,-2.4917598
7276,XLOC_009324,0,0.641061,-2.4917598
7277,XLOC_009325,1,59.275,-1.9699789
7278,XLOC_009326,0,0.0,-0.46991035
7279,XLOC_009327,1,23.5343,-2.7457118
7280,XLOC_009328,0,0.00498756,-2.4917598
7281,XLOC_009329,1,54.668,-2.4917598
7282,XLOC_009330,0,0.0,-2.4917598
7283,XLOC_009332,0,0.129906,-2.4917598
7284,XLOC_009333,1,1.25708,-1.3543166
7285,XLOC_009334,0,0.0,-2.4917598
7286,XLOC_009335,0,0.0,-2.5026383
7287,XLOC_009336,0,0.158261,-2.4917598
7288,XLOC_009337,0,0.536304,-1.4599686
7289,XLOC_009338,1,40.4726,-0.26511303
7290,XLOC_009339,0,0.0,-1.5702212
7291,XLOC_009340,1,11.684,-1.5702212
7292,XLOC_009341,1,8.32285,-1.2112632
7293,XLOC_009342,1,32.491,-1.0568426
7294,XLOC_009343,1,8.86586,-1.5179121
7295,XLOC_009344,1,157.816,-1.6342379
7296,XLOC_009345,0,0.141358,-1.715935
7297,XLOC_009346,0,0.0,-0.8325974
7298,XLOC_009347,1,12.1512,-0.8325974
7299,XLOC_009348,1,8.15143,-0.2990679
7300,XLOC_009349,1,5.6568,-1.5566722
7301,XLOC_009350,1,65.3046,-0.46133083
7302,XLOC_009351,0,0.0829705,-2.435566
7303,XLOC_009352,0,0.134488,-1.8623077
7304,XLOC_009354,1,89.4906,-0.8953827
7305,XLOC_009355,1,3.20897,-0.8953827
7306,XLOC_009356,1,165.245,-2.5460353
7307,XLOC_009357,0,0.0,-2.5460353
7308,XLOC_009358,1,2.61957,-0.4565124
7309,XLOC_009359,1,39.0449,-2.4917598
7310,XLOC_009360,1,2.92382,-1.076242
7311,XLOC_009361,0,0.038988,-1.076242
7312,XLOC_009362,0,0.080121,-2.4917598
7313,XLOC_009363,0,0.0514544,-2.4917598
7314,XLOC_009366,0,0.186436,-1.9220505
7315,XLOC_009367,1,6.03438,-1.9220505
7316,XLOC_009368,0,0.743623,-2.1533139
7317,XLOC_009369,0,0.1146,-1.336382
7318,XLOC_009370,0,0.249562,-2.4917598
7319,XLOC_009371,1,44.2972,-1.6897056
7320,XLOC_009372,0,0.154753,-1.7165134
7321,XLOC_009373,0,0.0,-2.4917598
7322,XLOC_009374,0,0.27023,-2.0804677
7323,XLOC_009375,1,126.004,-2.4917598
7324,XLOC_009376,0,0.0986464,-2.4917598
7325,XLOC_009377,1,19.4094,-0.9562177
7326,XLOC_009378,0,0.158987,-2.4917598
7327,XLOC_009379,0,0.254835,-1.1239852
7328,XLOC_009381,0,0.0,-0.59073836
7329,XLOC_009382,1,46.5786,-0.59073836
7330,XLOC_009383,0,0.938995,-2.4917598
7331,XLOC_009384,0,0.0193864,-2.4917598
7332,XLOC_009387,0,1.03649,-1.4548086
7333,XLOC_009388,1,5.31905,-1.7156588
7334,XLOC_009389,0,0.0418147,-2.4917598
7335,XLOC_009391,0,0.0,-2.4917598
7336,XLOC_009393,0,0.0,-2.4917598
7337,XLOC_009395,0,0.0,-2.4917598
7338,XLOC_009396,0,0.0285757,-2.4917598
7339,XLOC_009397,0,0.0308958,-2.4818802
7340,XLOC_009400,0,0.0,-2.4917598
7341,XLOC_009401,1,3.04972,-2.4917598
7342,XLOC_009402,0,0.0281779,-2.4917598
7343,XLOC_009403,1,4.12372,-1.4534764
7344,XLOC_009404,1,12.6625,-1.4534764
7345,XLOC_009405,1,35.2418,-0.65845793
7346,XLOC_009406,0,0.192545,-2.4917598
7347,XLOC_009407,0,0.0,-2.4917598
7348,XLOC_009410,1,12.0492,-0.6132377
7349,XLOC_009411,1,13.9365,-1.7978202
7350,XLOC_009412,1,88.224,-0.78925467
7351,XLOC_009413,1,3.32266,-1.867615
7352,XLOC_009414,0,0.0,-1.867615
7353,XLOC_009415,0,0.0101776,-2.4917598
7354,XLOC_009416,1,48.2954,0.60944015
7355,XLOC_009417,1,2.87896,-0.98471206
7356,XLOC_009418,0,0.148794,-2.4917598
7357,XLOC_009419,1,5.46058,-1.7392232
7358,XLOC_009420,0,0.0,-2.3715835
7359,XLOC_009421,1,8.52971,-0.7472861
7360,XLOC_009422,0,0.0193434,-2.4917598
7361,XLOC_009424,1,3.28608,-0.88113827
7362,XLOC_009425,0,0.331106,-2.4917598
7363,XLOC_009426,1,5.56911,-1.0419631
7364,XLOC_009427,0,0.0346563,-2.5959237
7365,XLOC_009428,1,47.1238,-0.1866179
7366,XLOC_009429,1,14.3015,-1.102308
7367,XLOC_009430,1,72.1885,-1.6582654
7368,XLOC_009431,1,44.6306,-1.8903438
7369,XLOC_009432,0,0.0660161,-2.4057107
7370,XLOC_009433,0,0.0,-2.4917598
7371,XLOC_009435,1,15.2454,-1.3575139
7372,XLOC_009436,1,30.2599,-0.5795598
7373,XLOC_009437,1,5.69833,-1.426023
7374,XLOC_009439,0,0.0797613,0.037675127
7375,XLOC_009440,0,0.906743,0.037675127
7376,XLOC_009441,0,0.0558875,-2.2771862
7377,XLOC_009443,0,0.455084,-2.4917598
7378,XLOC_009445,0,1.10776,-2.3802216
7379,XLOC_009446,0,0.0,-2.4917598
7380,XLOC_009447,0,0.0,-2.4917598
7381,XLOC_009448,1,3.39225,-2.4917598
7382,XLOC_009450,1,4.28139,-0.9520612
7383,XLOC_009451,0,0.240815,-1.6086832
7384,XLOC_009452,0,0.0587131,-2.4917598
7385,XLOC_009454,0,0.0118156,-2.4917598
7386,XLOC_009455,0,0.429009,-0.62965876
7387,XLOC_009456,0,0.636254,-0.62965876
7388,XLOC_009457,1,3.72617,-0.62965876
7389,XLOC_009458,0,0.489941,-2.4917598
7390,XLOC_009459,1,6.23975,-2.058216
7391,XLOC_009460,1,28.5985,-1.5273024
7392,XLOC_009461,1,38.6836,-0.5501702
7393,XLOC_009462,1,30.4005,-2.4917598
7394,XLOC_009463,0,0.199054,-2.4917598
7395,XLOC_009467,1,30.362,-1.3598512
7396,XLOC_009469,0,0.0,-2.4917598
7397,XLOC_009480,0,0.821873,-1.0022925
7398,XLOC_009481,1,2.42467,-1.4458427
7399,XLOC_009482,0,0.136005,-1.2823108
7400,XLOC_009490,0,0.0,-2.4917598
7401,XLOC_009491,0,0.400856,-2.0257947
7402,XLOC_009505,0,0.608552,-1.3889368
7403,XLOC_009506,0,0.288033,-1.6577455
7404,XLOC_009516,0,0.0570174,-1.3020507
7405,XLOC_009521,0,0.684192,-1.2462957
7406,XLOC_009524,1,1.26368,-1.5272688
7407,XLOC_009526,0,0.172772,-1.1516236
7408,XLOC_009527,0,0.189034,-1.1516236
7409,XLOC_009531,0,0.526179,-0.32405904
7410,XLOC_009532,0,0.0,-2.4917598
7411,XLOC_009558,0,0.0390327,-2.4917598
7412,XLOC_009560,0,0.0,-2.4917598
7413,XLOC_009561,0,0.665348,-0.26511303
7414,XLOC_009562,0,0.67249,-0.26511303
7415,XLOC_009563,0,0.257761,-1.0976747
7416,XLOC_009565,0,0.244997,-2.5460353
7417,XLOC_009569,0,0.092341,-1.9220505
7418,XLOC_009570,0,0.0,-1.336382
7419,XLOC_009571,0,0.0,-1.0244349
7420,XLOC_009572,0,0.715724,-1.1239852
7421,XLOC_009573,0,0.194287,-1.1239852
7422,XLOC_009574,0,0.0434299,-2.4917598
7423,XLOC_009586,0,0.0466107,-2.4004421
7424,XLOC_009589,0,0.146831,-0.5795598
7425,XLOC_009593,0,0.0721641,0.037675127
7426,XLOC_009594,0,0.649958,0.037675127
7427,XLOC_009608,0,0.108294,-1.6313151
7428,XLOC_009611,0,0.136366,-0.62965876
7429,XLOC_009617,0,0.115524,-1.6667655
7430,XLOC_009619,1,35.9123,-1.1331606
7431,XLOC_009620,1,32.0812,-0.9015678
7432,XLOC_009621,0,0.0,-2.4917598
7433,XLOC_009622,0,0.105744,-2.4917598
7434,XLOC_009623,0,0.0,-2.4917598
7435,XLOC_009624,0,0.0867748,-2.4917598
7436,XLOC_009625,1,3.67269,-1.8943582
7437,XLOC_009626,1,18.2763,-1.9215932
7438,XLOC_009627,0,0.196132,-2.4917598
7439,XLOC_009628,1,1.91627,-2.4917598
7440,XLOC_009629,1,98.2181,-1.8373792
7441,XLOC_009630,1,19.0349,-1.8373792
7442,XLOC_009631,1,27.4851,-0.88928986
7443,XLOC_009632,0,0.884721,-0.88928986
7444,XLOC_009633,0,0.0300605,-2.4917598
7445,XLOC_009634,1,6.79786,-1.3037877
7446,XLOC_009635,1,7.53909,-0.6241532
7447,XLOC_009636,1,59.5649,-0.7875177
7448,XLOC_009637,1,16.6469,-0.8701058
7449,XLOC_009638,1,38.366,-1.6850579
7450,XLOC_009639,1,4.3628,-1.6850579
7451,XLOC_009640,0,1.09037,-1.5251756
7452,XLOC_009641,0,0.0,-2.4917598
7453,XLOC_009642,1,5.57838,-0.8311156
7454,XLOC_009643,0,0.0,-2.4917598
7455,XLOC_009644,0,0.0962253,-1.9337021
7456,XLOC_009645,1,5.53287,-2.4917598
7457,XLOC_009646,0,0.49555,-2.4917598
7458,XLOC_009647,0,0.0,-2.4917598
7459,XLOC_009648,1,3.20072,-2.7284865
7460,XLOC_009649,0,0.0,-2.4917598
7461,XLOC_009650,0,0.0971092,-2.4917598
7462,XLOC_009651,1,72.0507,-2.4917598
7463,XLOC_009652,0,0.712285,-1.3114959
7464,XLOC_009653,1,21.4388,-2.4997292
