chromosome_name,start,end,gene_id,E066,strand,label,external_gene_name,start_position,end_position,tss,chrom,chromStart,chromEnd,name,score,strand_peak,signalValue,pValue,qValue,peak,startBucket,endBucket
chr20,17657940,17667940,ENSG00000125844,82.299,-1,1,RRBP1,17594323,17662940,17662940,chr20,17663200,17665594,Rank_15376,230,.,6.86692,23.07568,20.07445,1315,52.6,76.54
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6748890,6749747,Rank_57695,119,.,6.20544,11.96276,9.77042,214,55.79,64.36
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6746753,6747643,Rank_73945,100,.,3.76936,10.06032,8.01983,501,34.42,43.32
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6746270,6746714,Rank_81572,92,.,4.771,9.29408,7.30687,147,29.59,34.03
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6745676,6746064,Rank_89685,85,.,4.90101,8.56264,6.63455,288,23.65,27.53
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6747786,6747991,Rank_171253,48,.,3.49614,4.80054,3.19505,144,44.75,46.8
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6748568,6748817,Rank_194139,41,.,3.23036,4.16681,2.6199,102,52.57,55.06
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6752731,6752909,Rank_217304,34,.,2.87592,3.42883,1.96556,70,94.2,95.98
chr20,6743311,6753311,ENSG00000125845,3.379,1,1,BMP2,6748311,6760927,6748311,chr20,6749845,6751111,Rank_8654,277,.,10.63487,27.7738,24.44201,388,65.34,78.0
chr20,18264121,18274121,ENSG00000125846,2.651,1,1,ZNF133,18269121,18297640,18269121,chr20,18269580,18270881,Rank_15806,227,.,8.63922,22.73309,19.7488,588,54.59,67.6
chr20,18264121,18274121,ENSG00000125846,2.651,1,1,ZNF133,18269121,18297640,18269121,chr20,18268025,18268484,Rank_136643,59,.,3.41604,5.9798,4.26586,179,39.04,43.63
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14315439,14316123,Rank_30893,172,.,7.92595,17.26708,14.68465,367,21.77,28.61
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14314497,14314848,Rank_62967,112,.,4.91094,11.2571,9.11975,154,12.35,15.86
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14313394,14313878,Rank_69098,105,.,5.63023,10.55445,8.47264,161,1.32,6.16
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14314015,14314247,Rank_69483,104,.,4.70631,10.46324,8.38582,151,7.53,9.85
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14316513,14316873,Rank_111160,71,.,4.42586,7.12156,5.30976,194,32.51,36.11
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14314932,14315167,Rank_210733,35,.,2.61227,3.58669,2.0975,80,16.7,19.05
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14322516,14323088,Rank_69099,105,.,5.63023,10.55445,8.47264,143,92.54,98.26
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14323215,14323405,Rank_175867,47,.,3.44069,4.70886,3.11592,86,99.53,101.43
chr20,14313262,14323262,ENSG00000125848,3.495,-1,1,FLRT3,14303634,14318262,14318262,chr20,14319467,14319637,Rank_218162,33,.,2.81511,3.33249,1.87212,107,62.05,63.75
chr20,18034832,18044832,ENSG00000125850,1.131,-1,-1,OVOL2,17937623,18039832,18039832,chr20,18037257,18038062,Rank_9031,275,.,11.14675,27.50252,24.19216,374,24.25,32.3
chr20,18034832,18044832,ENSG00000125850,1.131,-1,-1,OVOL2,17937623,18039832,18039832,chr20,18036802,18037178,Rank_93773,83,.,4.95372,8.33281,6.42819,258,19.7,23.46
chr20,18034832,18044832,ENSG00000125850,1.131,-1,-1,OVOL2,17937623,18039832,18039832,chr20,18039535,18039924,Rank_46637,137,.,6.96672,13.71775,11.39052,97,47.03,50.92
chr20,18034832,18044832,ENSG00000125850,1.131,-1,-1,OVOL2,17937623,18039832,18039832,chr20,18038177,18038966,Rank_41622,146,.,7.25934,14.67216,12.27622,217,33.45,41.34
chr20,17201752,17211752,ENSG00000125851,0.11,1,-1,PCSK2,17206752,17465223,17206752,chr20,17206881,17207134,Rank_86130,87,.,5.22504,8.79502,6.84223,146,51.29,53.82
chr20,17201752,17211752,ENSG00000125851,0.11,1,-1,PCSK2,17206752,17465223,17206752,chr20,17207204,17207400,Rank_98983,78,.,4.8767,7.8872,6.01104,120,54.52,56.48
chr20,17201752,17211752,ENSG00000125851,0.11,1,-1,PCSK2,17206752,17465223,17206752,chr20,17208196,17208373,Rank_203054,38,.,3.13502,3.83598,2.319,48,64.44,66.21
chr20,3639046,3649046,ENSG00000125861,0.0,-1,-1,GFRA4,3639939,3644046,3644046,chr20,3641597,3642238,Rank_90651,84,.,4.5199,8.48598,6.55995,186,25.51,31.92
chr20,3639046,3649046,ENSG00000125861,0.0,-1,-1,GFRA4,3639939,3644046,3644046,chr20,3646666,3646926,Rank_221540,31,.,2.78669,3.1433,1.69753,173,76.2,78.8
chr20,10409870,10419870,ENSG00000125863,26.786,-1,1,MKKS,10381657,10414870,10414870,chr20,10416206,10417112,Rank_24986,190,.,8.10268,19.08238,16.37066,368,63.36,72.42
chr20,10409870,10419870,ENSG00000125863,26.786,-1,1,MKKS,10381657,10414870,10414870,chr20,10409584,10411128,Rank_29473,175,.,6.88665,17.59937,14.98886,752,-2.86,12.58
chr20,10409870,10419870,ENSG00000125863,26.786,-1,1,MKKS,10381657,10414870,10414870,chr20,10412461,10414332,Rank_68729,105,.,4.35463,10.56999,8.48498,500,25.91,44.62
chr20,10409870,10419870,ENSG00000125863,26.786,-1,1,MKKS,10381657,10414870,10414870,chr20,10411510,10412106,Rank_116054,69,.,4.01768,6.94008,5.14475,492,16.4,22.36
chr20,10409870,10419870,ENSG00000125863,26.786,-1,1,MKKS,10381657,10414870,10414870,chr20,10411195,10411467,Rank_174432,47,.,3.01415,4.72942,3.12989,40,13.25,15.97
chr20,17544865,17554865,ENSG00000125864,0.319,-1,-1,BFSP1,17474550,17549865,17549865,chr20,17551299,17553949,Rank_19241,212,.,6.53195,21.25076,18.38213,446,64.34,90.84
chr20,17544865,17554865,ENSG00000125864,0.319,-1,-1,BFSP1,17474550,17549865,17549865,chr20,17549277,17550051,Rank_102370,77,.,4.26879,7.7009,5.84124,360,44.12,51.86
chr20,17544865,17554865,ENSG00000125864,0.319,-1,-1,BFSP1,17474550,17549865,17549865,chr20,17550307,17550585,Rank_184099,44,.,3.37789,4.404,2.83462,131,54.42,57.2
chr20,17544865,17554865,ENSG00000125864,0.319,-1,-1,BFSP1,17474550,17549865,17549865,chr20,17554136,17554371,Rank_215881,35,.,2.82883,3.51005,2.0393,145,92.71,95.06
chr20,17545508,17555508,ENSG00000125868,148.839,1,1,DSTN,17550508,17590564,17550508,chr20,17551299,17553949,Rank_19241,212,.,6.53195,21.25076,18.38213,446,57.91,84.41
chr20,17545508,17555508,ENSG00000125868,148.839,1,1,DSTN,17550508,17590564,17550508,chr20,17549277,17550051,Rank_102370,77,.,4.26879,7.7009,5.84124,360,37.69,45.43
chr20,17545508,17555508,ENSG00000125868,148.839,1,1,DSTN,17550508,17590564,17550508,chr20,17550307,17550585,Rank_184099,44,.,3.37789,4.404,2.83462,131,47.99,50.77
chr20,17545508,17555508,ENSG00000125868,148.839,1,1,DSTN,17550508,17590564,17550508,chr20,17554136,17554371,Rank_215881,35,.,2.82883,3.51005,2.0393,145,86.28,88.63
chr20,9490005,9500005,ENSG00000125869,0.158,1,-1,LAMP5,9495005,9511171,9495005,chr20,9495957,9496607,Rank_99011,78,.,4.8767,7.8872,6.01104,522,59.52,66.02
chr20,9490005,9500005,ENSG00000125869,0.158,1,-1,LAMP5,9495005,9511171,9495005,chr20,9496697,9496867,Rank_192322,41,.,3.01326,4.17014,2.6199,159,66.92,68.62
chr20,16705606,16715606,ENSG00000125870,34.765,1,1,SNRPB2,16710606,16722421,16710606,chr20,16710033,16710381,Rank_157753,52,.,3.29739,5.29917,3.65343,267,44.27,47.75
chr20,16705606,16715606,ENSG00000125870,34.765,1,1,SNRPB2,16710606,16722421,16710606,chr20,16713685,16713948,Rank_121437,66,.,3.73705,6.64643,4.8776,130,80.79,83.42
chr20,16705606,16715606,ENSG00000125870,34.765,1,1,SNRPB2,16710606,16722421,16710606,chr20,16712388,16712558,Rank_219218,32,.,2.69976,3.29491,1.8395,148,67.82,69.52
chr20,16705606,16715606,ENSG00000125870,34.765,1,1,SNRPB2,16710606,16722421,16710606,chr20,16711110,16712303,Rank_9732,268,.,9.02389,26.82328,23.55813,490,55.04,66.97
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17950404,17952995,Rank_10096,265,.,10.32208,26.58331,23.33858,1050,58.48,84.39
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17945263,17946970,Rank_16484,225,.,8.28648,22.53352,19.57063,966,7.07,24.14
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17947048,17947811,Rank_33942,164,.,6.77984,16.47027,13.94282,240,24.92,32.55
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17945006,17945223,Rank_146322,55,.,3.65998,5.52723,3.84869,67,4.5,6.67
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17953112,17953437,Rank_184100,44,.,3.37789,4.404,2.83462,169,85.56,88.81
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17947861,17948205,Rank_213732,35,.,2.76216,3.55539,2.07439,215,33.05,36.49
chr20,17944556,17954556,ENSG00000125871,7.923,1,1,MGME1,17949556,17971765,17949556,chr20,17953940,17954507,Rank_231687,24,.,2.25995,2.43623,1.08725,439,93.84,99.51
chr20,6029695,6039695,ENSG00000125872,0.08,-1,-1,LRRN4,6021424,6034695,6034695,chr20,6032484,6033012,Rank_29412,176,.,7.86132,17.63751,15.02641,165,27.89,33.17
chr20,6029695,6039695,ENSG00000125872,0.08,-1,-1,LRRN4,6021424,6034695,6034695,chr20,6036274,6037271,Rank_41671,146,.,5.93531,14.66674,12.27108,473,65.79,75.76
chr20,6029695,6039695,ENSG00000125872,0.08,-1,-1,LRRN4,6021424,6034695,6034695,chr20,6033053,6033423,Rank_50928,130,.,5.93849,13.06333,10.79113,225,33.58,37.28
chr20,438197,448197,ENSG00000125875,6.517,-1,1,TBC1D20,416124,443197,443197,chr20,439982,440189,Rank_98995,78,.,4.8767,7.8872,6.01104,137,17.85,19.92
chr20,438197,448197,ENSG00000125875,6.517,-1,1,TBC1D20,416124,443197,443197,chr20,439413,439834,Rank_169368,48,.,3.26437,4.81811,3.20363,356,12.16,16.37
chr20,438197,448197,ENSG00000125875,6.517,-1,1,TBC1D20,416124,443197,443197,chr20,438934,439104,Rank_185372,43,.,3.34643,4.35357,2.78596,150,7.37,9.07
chr20,438197,448197,ENSG00000125875,6.517,-1,1,TBC1D20,416124,443197,443197,chr20,443373,443928,Rank_42303,145,.,6.27763,14.56911,12.17876,274,51.76,57.31
chr20,438197,448197,ENSG00000125875,6.517,-1,1,TBC1D20,416124,443197,443197,chr20,440342,442478,Rank_18811,214,.,9.40507,21.47481,18.59274,942,21.45,42.81
chr20,3184514,3194514,ENSG00000125877,22.4,1,1,ITPA,3189514,3204516,3189514,chr20,3190589,3191439,Rank_5973,307,.,8.20681,30.77319,27.23269,350,60.75,69.25
chr20,3184514,3194514,ENSG00000125877,22.4,1,1,ITPA,3189514,3204516,3189514,chr20,3188852,3189802,Rank_15954,226,.,9.7534,22.651,19.67187,599,43.38,52.88
chr20,3184514,3194514,ENSG00000125877,22.4,1,1,ITPA,3189514,3204516,3189514,chr20,3183260,3184674,Rank_35465,161,.,6.0283,16.1062,13.60773,898,-12.54,1.6
chr20,586042,596042,ENSG00000125878,0.104,-1,-1,TCF15,584441,591042,591042,chr20,590985,591237,Rank_192311,41,.,3.01326,4.17014,2.6199,127,49.43,51.95
chr20,16724003,16734003,ENSG00000125879,0.0,1,-1,OTOR,16729003,16750707,16729003,chr20,16723627,16724020,Rank_60522,116,.,6.27004,11.67759,9.51356,140,-3.76,0.17
chr20,5926298,5936298,ENSG00000125885,0.918,1,-1,MCM8,5931298,5975852,5931298,chr20,5929929,5930972,Rank_10189,265,.,9.41832,26.53995,23.30252,295,36.31,46.74
chr20,5926298,5936298,ENSG00000125885,0.918,1,-1,MCM8,5931298,5975852,5931298,chr20,5931648,5932797,Rank_3115,359,.,11.5624,35.90304,32.00142,294,53.5,64.99
chr20,1161059,1171059,ENSG00000125895,1.709,-1,-1,TMEM74B,1161205,1166059,1166059,chr20,1166553,1169253,Rank_14726,235,.,9.05225,23.55902,20.53194,1887,54.94,81.94
chr20,1161059,1171059,ENSG00000125895,1.709,-1,-1,TMEM74B,1161205,1166059,1166059,chr20,1164838,1165682,Rank_51238,129,.,6.53205,12.95187,10.68524,662,37.79,46.23
chr20,1161059,1171059,ENSG00000125895,1.709,-1,-1,TMEM74B,1161205,1166059,1166059,chr20,1165808,1165989,Rank_141734,58,.,3.98522,5.84048,4.14621,127,47.49,49.3
chr20,809358,819358,ENSG00000125898,1.985,1,-1,FAM110A,814358,838106,814358,chr20,815970,816738,Rank_31963,169,.,5.31244,16.95842,14.39852,308,66.12,73.8
chr20,809358,819358,ENSG00000125898,1.985,1,-1,FAM110A,814358,838106,814358,chr20,813795,814279,Rank_50557,131,.,4.59454,13.10563,10.82943,159,44.37,49.21
chr20,809358,819358,ENSG00000125898,1.985,1,-1,FAM110A,814358,838106,814358,chr20,814430,815099,Rank_59102,118,.,5.52432,11.84565,9.66435,348,50.72,57.41
chr20,809358,819358,ENSG00000125898,1.985,1,-1,FAM110A,814358,838106,814358,chr20,815287,815525,Rank_169395,48,.,3.26437,4.81811,3.20363,115,59.29,61.67
chr20,809358,819358,ENSG00000125898,1.985,1,-1,FAM110A,814358,838106,814358,chr20,818018,818191,Rank_169396,48,.,3.26437,4.81811,3.20363,78,86.6,88.33
chr19,3167344,3177344,ENSG00000125910,0.892,1,-1,S1PR4,3172344,3180329,3172344,chr19,3170887,3171395,Rank_111483,70,.,4.24324,7.08365,5.27258,346,35.43,40.51
chr19,3167344,3177344,ENSG00000125910,0.892,1,-1,S1PR4,3172344,3180329,3172344,chr19,3171531,3171786,Rank_111484,70,.,4.24324,7.08365,5.27258,134,41.87,44.42
chr19,3167344,3177344,ENSG00000125910,0.892,1,-1,S1PR4,3172344,3180329,3172344,chr19,3169283,3169453,Rank_208762,36,.,3.01178,3.64295,2.14772,35,19.39,21.09
chr19,3180561,3190561,ENSG00000125912,11.048,1,1,NCLN,3185561,3209573,3185561,chr19,3186434,3188247,Rank_509,495,.,14.0619,49.54816,44.67547,618,58.73,76.86
chr19,3180561,3190561,ENSG00000125912,11.048,1,1,NCLN,3185561,3209573,3185561,chr19,3184746,3185238,Rank_26952,184,.,7.28205,18.43409,15.76534,201,41.85,46.77
chr19,3180561,3190561,ENSG00000125912,11.048,1,1,NCLN,3185561,3209573,3185561,chr19,3185277,3185485,Rank_155272,53,.,3.2151,5.34192,3.68733,87,47.16,49.24
chr19,3180561,3190561,ENSG00000125912,11.048,1,1,NCLN,3185561,3209573,3185561,chr19,3189101,3189294,Rank_196972,41,.,3.21282,4.13848,2.605,43,85.4,87.33
chrX,71522037,71532037,ENSG00000125931,0.092,-1,-1,CITED1,71521488,71527037,71527037,chrX,71528165,71529726,Rank_4927,324,.,10.54642,32.48003,28.81685,997,61.28,76.89
chrX,71522037,71532037,ENSG00000125931,0.092,-1,-1,CITED1,71521488,71527037,71527037,chrX,71526665,71528023,Rank_36664,158,.,7.66339,15.84197,13.36263,855,46.28,59.86
chrX,71522037,71532037,ENSG00000125931,0.092,-1,-1,CITED1,71521488,71527037,71527037,chrX,71524386,71526077,Rank_42678,145,.,6.27763,14.56911,12.17876,1187,23.49,40.4
chrX,71522037,71532037,ENSG00000125931,0.092,-1,-1,CITED1,71521488,71527037,71527037,chrX,71526253,71526447,Rank_180504,45,.,3.48336,4.57244,2.9857,73,42.16,44.1
chr1,23665829,23675829,ENSG00000125944,11.872,-1,1,HNRNPR,23630264,23670829,23670829,chr1,23666809,23669969,Rank_35817,160,.,5.52703,16.04748,13.55795,2165,9.8,41.4
chr1,23665829,23675829,ENSG00000125944,11.872,-1,1,HNRNPR,23630264,23670829,23670829,chr1,23671448,23671970,Rank_87291,87,.,4.21981,8.76005,6.81517,293,56.19,61.41
chr1,23665829,23675829,ENSG00000125944,11.872,-1,1,HNRNPR,23630264,23670829,23670829,chr1,23666154,23666734,Rank_91476,84,.,5.03808,8.47727,6.55995,264,3.25,9.05
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23695699,23697280,Rank_9399,269,.,9.90089,26.94411,23.66069,955,47.64,63.45
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23693404,23694724,Rank_13457,241,.,9.36567,24.17348,21.09534,689,24.69,37.89
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23697700,23698161,Rank_54391,126,.,6.14622,12.65986,10.42908,147,67.65,72.26
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23697336,23697593,Rank_78549,95,.,4.90571,9.55757,7.55283,125,64.01,66.58
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23700218,23700405,Rank_161390,51,.,3.68107,5.10401,3.47041,125,92.83,94.7
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23692993,23693242,Rank_173919,47,.,3.01415,4.72942,3.12989,70,20.58,23.07
chr1,23690935,23700935,ENSG00000125945,2.105,-1,-1,ZNF436,23685941,23695935,23695935,chr1,23698404,23698582,Rank_233214,20,.,1.86653,2.07377,0.77817,146,74.69,76.47
chr14,65564413,65574413,ENSG00000125952,12.929,-1,1,MAX,65472892,65569413,65569413,chr14,65564450,65565467,Rank_5556,313,.,10.29532,31.33058,27.74535,562,0.37,10.54
chr14,65564413,65574413,ENSG00000125952,12.929,-1,1,MAX,65472892,65569413,65569413,chr14,65567193,65568258,Rank_62470,113,.,4.52212,11.30834,9.16503,732,27.8,38.45
chr14,65564413,65574413,ENSG00000125952,12.929,-1,1,MAX,65472892,65569413,65569413,chr14,65565612,65566893,Rank_84207,91,.,4.85956,9.13837,7.17394,723,11.99,24.8
chr14,65564413,65574413,ENSG00000125952,12.929,-1,1,MAX,65472892,65569413,65569413,chr14,65569854,65570393,Rank_19805,209,.,8.00405,20.91345,18.06229,334,54.41,59.8
chr14,65564413,65574413,ENSG00000125952,12.929,-1,1,MAX,65472892,65569413,65569413,chr14,65569582,65569782,Rank_205586,37,.,2.97086,3.74441,2.2383,95,51.69,53.69
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65381597,65383220,Rank_5042,321,.,8.89868,32.10394,28.46722,667,53.94,70.17
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65380522,65381037,Rank_29451,175,.,6.88665,17.59937,14.98886,363,43.19,48.34
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65385101,65385690,Rank_81267,92,.,4.771,9.29408,7.30687,442,88.98,94.87
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65384227,65384484,Rank_141148,58,.,4.00771,5.87777,4.18123,120,80.24,82.81
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65385744,65385914,Rank_181646,45,.,3.45683,4.53015,2.95324,90,95.41,97.11
chr14,65376203,65386203,ENSG00000125954,21.294,1,1,CHURC1-FNTB,65381203,65528521,65381203,chr14,65384541,65384731,Rank_209431,36,.,3.00578,3.63352,2.14264,53,83.38,85.28
chr20,34037568,34047568,ENSG00000125965,0.0,-1,-1,GDF5,34021145,34042568,34042568,chr20,34043378,34044446,Rank_122101,66,.,3.61698,6.64172,4.87362,355,58.1,68.78
chr20,34037568,34047568,ENSG00000125965,0.0,-1,-1,GDF5,34021145,34042568,34042568,chr20,34041873,34042083,Rank_142624,58,.,3.96298,5.80356,4.11155,71,43.05,45.15
chr20,34037568,34047568,ENSG00000125965,0.0,-1,-1,GDF5,34021145,34042568,34042568,chr20,34041561,34041748,Rank_213750,35,.,2.76216,3.55539,2.07439,160,39.93,41.8
chr20,33809457,33819457,ENSG00000125966,0.183,1,-1,MMP24,33814457,33864801,33814457,chr20,33814988,33815455,Rank_44459,142,.,7.0275,14.26293,11.90524,267,55.31,59.98
chr20,33809457,33819457,ENSG00000125966,0.183,1,-1,MMP24,33814457,33864801,33814457,chr20,33814061,33814406,Rank_63200,112,.,6.02357,11.24959,9.11291,101,46.04,49.49
chr20,32257269,32267269,ENSG00000125967,6.342,-1,1,NECAB3,32244893,32262269,32262269,chr20,32258729,32258988,Rank_213745,35,.,2.76216,3.55539,2.07439,246,14.6,17.19
chr20,32257269,32267269,ENSG00000125967,6.342,-1,1,NECAB3,32244893,32262269,32262269,chr20,32260929,32261744,Rank_16799,223,.,8.72764,22.37436,19.42732,346,36.6,44.75
chr20,32257269,32267269,ENSG00000125967,6.342,-1,1,NECAB3,32244893,32262269,32262269,chr20,32260468,32260889,Rank_73770,101,.,5.20073,10.12403,8.07298,171,31.99,36.2
chr20,32257269,32267269,ENSG00000125967,6.342,-1,1,NECAB3,32244893,32262269,32262269,chr20,32262347,32263037,Rank_83909,91,.,4.01966,9.14222,7.17495,237,50.78,57.68
chr20,30188086,30198086,ENSG00000125968,24.727,1,1,ID1,30193086,30194318,30193086,chr20,30191701,30192520,Rank_78342,95,.,5.09189,9.57389,7.56657,611,36.15,44.34
chr20,30188086,30198086,ENSG00000125968,24.727,1,1,ID1,30193086,30194318,30193086,chr20,30196606,30197996,Rank_21366,203,.,6.36446,20.35455,17.54893,457,85.2,99.1
chr20,30188086,30198086,ENSG00000125968,24.727,1,1,ID1,30193086,30194318,30193086,chr20,30194338,30196442,Rank_14565,235,.,8.53758,23.59162,20.55355,1880,62.52,83.56
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32582635,32584407,Rank_11800,252,.,9.34982,25.26664,22.11213,403,61.83,79.55
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32585106,32586125,Rank_31223,171,.,7.35495,17.16034,14.58542,428,86.54,96.73
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32579207,32580673,Rank_33209,166,.,7.08401,16.62995,14.09336,718,27.55,42.21
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32584518,32584700,Rank_218645,33,.,2.29727,3.32009,1.86269,167,80.66,82.48
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32584876,32585046,Rank_219440,32,.,2.61218,3.29132,1.83789,88,84.24,85.94
chr20,32576452,32586452,ENSG00000125970,25.262,1,1,RALY,32581452,32696114,32581452,chr20,32586216,32586388,Rank_223503,30,.,2.41132,3.06,1.63092,136,97.64,99.36
chr20,33099214,33109214,ENSG00000125971,30.302,1,1,DYNLRB1,33104214,33128762,33104214,chr20,33100068,33104130,Rank_35879,160,.,5.52703,16.04748,13.55795,3495,8.54,49.16
chr20,33099214,33109214,ENSG00000125971,30.302,1,1,DYNLRB1,33104214,33128762,33104214,chr20,33104712,33105428,Rank_57943,118,.,5.94171,11.88166,9.69106,247,54.98,62.14
chr20,33099214,33109214,ENSG00000125971,30.302,1,1,DYNLRB1,33104214,33128762,33104214,chr20,33098854,33099596,Rank_96633,80,.,4.01887,8.03289,6.14371,386,-3.6,3.82
chr20,33099214,33109214,ENSG00000125971,30.302,1,1,DYNLRB1,33104214,33128762,33104214,chr20,33099635,33099985,Rank_117758,68,.,4.2663,6.84527,5.06173,137,4.21,7.71
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32698033,32698688,Rank_14158,236,.,8.31148,23.63569,20.58669,293,28.95,35.5
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32700642,32700930,Rank_44620,142,.,6.77396,14.24412,11.89016,131,55.04,57.92
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32695449,32696358,Rank_87582,87,.,4.21981,8.76005,6.81517,540,3.11,12.2
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32697000,32697512,Rank_90647,84,.,4.5199,8.48598,6.55995,380,18.62,23.74
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32696517,32696888,Rank_95753,81,.,4.65979,8.131,6.23901,286,13.79,17.5
chr20,32695138,32705138,ENSG00000125977,49.846,-1,1,EIF2S2,32676104,32700138,32700138,chr20,32698762,32699276,Rank_141999,58,.,3.56206,5.81558,4.12181,152,36.24,41.38
chr20,34124770,34134770,ENSG00000125991,46.139,1,1,ERGIC3,34129770,34145405,34129770,chr20,34129021,34129640,Rank_45729,138,.,5.93677,13.86209,11.52442,436,42.51,48.7
chr20,34124770,34134770,ENSG00000125991,46.139,1,1,ERGIC3,34129770,34145405,34129770,chr20,34130194,34130687,Rank_64455,110,.,4.82264,11.05695,8.93137,300,54.24,59.17
chr20,34124770,34134770,ENSG00000125991,46.139,1,1,ERGIC3,34129770,34145405,34129770,chr20,34127751,34127921,Rank_213752,35,.,2.76216,3.55539,2.07439,66,29.81,31.51
chr20,34282194,34292194,ENSG00000125995,264.017,1,1,ROMO1,34287194,34288906,34287194,chr20,34285250,34286953,Rank_607,481,.,15.15137,48.12294,43.3573,1112,30.56,47.59
chr20,34282194,34292194,ENSG00000125995,264.017,1,1,ROMO1,34287194,34288906,34287194,chr20,34287727,34289240,Rank_24002,194,.,7.53316,19.43817,16.69713,791,55.33,70.46
chr20,34282194,34292194,ENSG00000125995,264.017,1,1,ROMO1,34287194,34288906,34287194,chr20,34283042,34283755,Rank_27673,181,.,7.63783,18.1893,15.54081,494,8.48,15.61
chr20,34282194,34292194,ENSG00000125995,264.017,1,1,ROMO1,34287194,34288906,34287194,chr20,34284204,34284456,Rank_150005,54,.,3.75348,5.45328,3.78535,84,20.1,22.62
chr20,33875204,33885204,ENSG00000125998,0.077,-1,-1,FAM83C,33873534,33880204,33880204,chr20,33872743,33875384,Rank_23596,194,.,6.19698,19.46953,16.7233,830,-24.61,1.8
