model,seed,histone_marker,epochs_trained,val_accuracy,val_auc,test_accuracy,test_auc,test_aucprc,test_precision,test_recall,test_f1,antisymmetry
LogisticRegression,1011,H3K9ac-H3K27me3,,67.1,0.7306,66.8,0.7218,0.6713,0.6659,0.6302,0.6476,0.792
RandomForest,1011,H3K9ac-H3K27me3,,69.6,0.7814,71.7,0.7898,0.7709,0.7098,0.7025,0.7061,0.791
SVM_Linear,1011,H3K9ac-H3K27me3,,67.5,0.7304,67.2,0.7217,0.6713,0.6773,0.6157,0.645,0.778
DirectRanker,123,H3K9ac-H3K27me3,100,68.3,0.74,71.0,0.7878,0.7606,0.6897,0.7241,0.7065,0.979
LogisticRegression,123,H3K9ac-H3K27me3,,67.3,0.7229,71.0,0.7666,0.7214,0.7124,0.668,0.6895,0.804
RandomForest,123,H3K9ac-H3K27me3,,69.3,0.7579,73.0,0.8025,0.7708,0.7454,0.668,0.7046,0.767
SVM_Linear,123,H3K9ac-H3K27me3,,67.0,0.7214,70.0,0.7656,0.7197,0.7126,0.6328,0.6703,0.789
DirectRanker,42,H3K9ac-H3K27me3,100,70.9,0.8,69.0,0.793,0.7623,0.6476,0.7312,0.6869,0.982
LogisticRegression,42,H3K9ac-H3K27me3,,69.8,0.7561,70.4,0.7663,0.7308,0.6907,0.6581,0.674,0.758
RandomForest,42,H3K9ac-H3K27me3,,73.8,0.8084,73.8,0.8146,0.7708,0.7173,0.7204,0.7189,0.748
SVM_Linear,42,H3K9ac-H3K27me3,,69.6,0.7575,70.8,0.7663,0.7293,0.7007,0.6495,0.6741,0.753
DirectRanker,456,H3K9ac-H3K27me3,71,70.2,0.77,64.9,0.7181,0.6918,0.6204,0.6765,0.6472,0.978
LogisticRegression,456,H3K9ac-H3K27me3,,68.1,0.7393,63.2,0.678,0.6514,0.6205,0.584,0.6017,0.759
RandomForest,456,H3K9ac-H3K27me3,,69.4,0.7772,67.8,0.7606,0.7284,0.6598,0.6681,0.6639,0.788
SVM_Linear,456,H3K9ac-H3K27me3,,68.2,0.7395,63.4,0.6815,0.6534,0.6267,0.5714,0.5978,0.754
DirectRanker,789,H3K9ac-H3K27me3,100,66.7,0.75,69.9,0.7789,0.7496,0.6648,0.7442,0.7023,0.966
LogisticRegression,789,H3K9ac-H3K27me3,,65.7,0.713,68.2,0.7443,0.7002,0.6836,0.6205,0.6505,0.775
RandomForest,789,H3K9ac-H3K27me3,,70.5,0.7803,72.7,0.796,0.7855,0.717,0.7065,0.7117,0.747
SVM_Linear,789,H3K9ac-H3K27me3,,65.9,0.7146,68.7,0.7435,0.6984,0.6952,0.6122,0.6511,0.752
DirectRanker,1011,H3K9me3-H3K27ac,100,67.9,0.77,68.6,0.7679,0.7407,0.6647,0.7087,0.686,0.944
LogisticRegression,1011,H3K9me3-H3K27ac,,67.1,0.7245,67.8,0.713,0.6761,0.6985,0.5888,0.639,0.713
RandomForest,1011,H3K9me3-H3K27ac,,70.5,0.7866,70.7,0.783,0.7526,0.7156,0.655,0.6839,0.764
SVM_Linear,1011,H3K9me3-H3K27ac,,67.0,0.7251,67.1,0.7141,0.6759,0.6962,0.5682,0.6257,0.707
DirectRanker,123,H3K9me3-H3K27ac,100,67.7,0.73,68.3,0.7586,0.7215,0.6583,0.7116,0.6839,0.943
LogisticRegression,123,H3K9me3-H3K27ac,,65.8,0.6911,65.8,0.6971,0.6435,0.675,0.5602,0.6122,0.691
RandomForest,123,H3K9me3-H3K27ac,,68.0,0.7469,71.5,0.7825,0.744,0.7174,0.6743,0.6952,0.789
SVM_Linear,123,H3K9me3-H3K27ac,,65.1,0.6928,65.6,0.695,0.6439,0.6875,0.5249,0.5953,0.659
DirectRanker,42,H3K9me3-H3K27ac,100,71.4,0.79,69.8,0.7932,0.7465,0.649,0.7634,0.7016,0.946
LogisticRegression,42,H3K9me3-H3K27ac,,69.4,0.7423,69.8,0.7399,0.6957,0.6799,0.6624,0.671,0.73
RandomForest,42,H3K9me3-H3K27ac,,73.2,0.804,71.5,0.8023,0.7548,0.6957,0.6882,0.6919,0.72
SVM_Linear,42,H3K9me3-H3K27ac,,69.4,0.7443,69.6,0.7376,0.6931,0.6885,0.6323,0.6592,0.701
DirectRanker,456,H3K9me3-H3K27ac,100,70.0,0.78,65.2,0.7355,0.7082,0.6217,0.687,0.6527,0.944
LogisticRegression,456,H3K9me3-H3K27ac,,68.1,0.7353,63.5,0.6865,0.6383,0.627,0.5756,0.6002,0.74
RandomForest,456,H3K9me3-H3K27ac,,70.5,0.779,68.3,0.7608,0.7179,0.6828,0.6239,0.652,0.75
SVM_Linear,456,H3K9me3-H3K27ac,,68.3,0.735,63.6,0.6876,0.6377,0.6315,0.5651,0.5965,0.734
DirectRanker,789,H3K9me3-H3K27ac,100,65.4,0.75,67.9,0.7714,0.7424,0.6408,0.7442,0.6887,0.935
LogisticRegression,789,H3K9me3-H3K27ac,,66.0,0.7006,67.7,0.711,0.6648,0.6758,0.6205,0.647,0.739
RandomForest,789,H3K9me3-H3K27ac,,69.7,0.7756,71.2,0.788,0.7749,0.6989,0.696,0.6975,0.756
SVM_Linear,789,H3K9me3-H3K27ac,,65.9,0.6989,67.8,0.7122,0.6625,0.6815,0.6101,0.6438,0.717
DirectRanker,1011,H3K9me3-H3K27me3,100,63.7,0.69,63.3,0.7091,0.6697,0.6021,0.7128,0.6528,0.87
LogisticRegression,1011,H3K9me3-H3K27me3,,60.0,0.6547,63.0,0.6767,0.6279,0.6508,0.5083,0.5708,0.628
RandomForest,1011,H3K9me3-H3K27me3,,62.8,0.6891,66.0,0.7116,0.6626,0.6698,0.5868,0.6256,0.729
SVM_Linear,1011,H3K9me3-H3K27me3,,60.0,0.6541,62.6,0.6768,0.6292,0.6554,0.4793,0.5537,0.613
DirectRanker,123,H3K9me3-H3K27me3,100,64.5,0.69,66.8,0.7317,0.7002,0.6384,0.7178,0.6758,0.89
LogisticRegression,123,H3K9me3-H3K27me3,,61.5,0.6565,63.3,0.6866,0.6525,0.6533,0.5083,0.5718,0.655
RandomForest,123,H3K9me3-H3K27me3,,63.6,0.682,66.9,0.7245,0.6722,0.6941,0.5602,0.62,0.721
SVM_Linear,123,H3K9me3-H3K27me3,,60.1,0.6564,63.1,0.6869,0.6548,0.6638,0.4751,0.5538,0.609
DirectRanker,42,H3K9me3-H3K27me3,100,65.8,0.73,65.6,0.7292,0.6778,0.6082,0.7312,0.6641,0.908
LogisticRegression,42,H3K9me3-H3K27me3,,62.7,0.6774,65.6,0.6913,0.6439,0.6424,0.5871,0.6135,0.686
RandomForest,42,H3K9me3-H3K27me3,,68.8,0.7328,68.0,0.7352,0.6798,0.66,0.643,0.6514,0.77
SVM_Linear,42,H3K9me3-H3K27me3,,62.8,0.6767,64.9,0.6889,0.6389,0.6432,0.5505,0.5933,0.664
DirectRanker,456,H3K9me3-H3K27me3,100,64.4,0.71,60.7,0.6511,0.619,0.575,0.6681,0.6181,0.89
LogisticRegression,456,H3K9me3-H3K27me3,,62.4,0.6633,59.9,0.6292,0.5918,0.5887,0.5231,0.5539,0.69
RandomForest,456,H3K9me3-H3K27me3,,64.9,0.7008,62.1,0.656,0.616,0.6131,0.5525,0.5812,0.752
SVM_Linear,456,H3K9me3-H3K27me3,,62.2,0.6618,59.6,0.6273,0.5884,0.5905,0.4937,0.5378,0.68
DirectRanker,789,H3K9me3-H3K27me3,100,61.8,0.68,64.9,0.7227,0.6869,0.6075,0.7463,0.6698,0.88
LogisticRegression,789,H3K9me3-H3K27me3,,60.8,0.64,64.7,0.6757,0.6329,0.6469,0.5723,0.6073,0.649
RandomForest,789,H3K9me3-H3K27me3,,65.1,0.6933,66.6,0.7167,0.6727,0.6651,0.6038,0.633,0.725
SVM_Linear,789,H3K9me3-H3K27me3,,61.1,0.6412,63.6,0.6785,0.6354,0.6483,0.5178,0.5758,0.636
DirectRanker,1011,H3K27ac-H3K27me3,100,68.2,0.78,69.3,0.7724,0.742,0.6712,0.7169,0.6933,0.975
LogisticRegression,1011,H3K27ac-H3K27me3,,68.1,0.7304,66.2,0.709,0.6642,0.6674,0.6012,0.6326,0.772
RandomForest,1011,H3K27ac-H3K27me3,,70.3,0.7828,69.3,0.7842,0.7556,0.6971,0.6467,0.671,0.759
SVM_Linear,1011,H3K27ac-H3K27me3,,67.6,0.7307,66.7,0.713,0.6688,0.6811,0.5868,0.6304,0.752
DirectRanker,123,H3K27ac-H3K27me3,100,66.9,0.72,69.2,0.7718,0.737,0.6719,0.7054,0.6883,0.98
LogisticRegression,123,H3K27ac-H3K27me3,,65.6,0.6921,67.8,0.7281,0.6753,0.6905,0.6017,0.643,0.772
RandomForest,123,H3K27ac-H3K27me3,,66.6,0.7491,70.7,0.7837,0.7464,0.7133,0.6556,0.6832,0.747
SVM_Linear,123,H3K27ac-H3K27me3,,64.3,0.6913,66.7,0.7286,0.6742,0.6925,0.556,0.6168,0.741
DirectRanker,42,H3K27ac-H3K27me3,100,70.7,0.79,71.3,0.7989,0.7552,0.6712,0.7505,0.7086,0.985
LogisticRegression,42,H3K27ac-H3K27me3,,69.7,0.7513,70.1,0.757,0.7198,0.6861,0.6581,0.6718,0.795
RandomForest,42,H3K27ac-H3K27me3,,73.3,0.8108,73.1,0.8172,0.768,0.7149,0.7011,0.7079,0.758
SVM_Linear,42,H3K27ac-H3K27me3,,69.6,0.752,69.9,0.7586,0.7193,0.6889,0.643,0.6652,0.781
DirectRanker,456,H3K27ac-H3K27me3,62,69.7,0.76,65.2,0.7144,0.6809,0.624,0.6765,0.6492,0.976
LogisticRegression,456,H3K27ac-H3K27me3,,68.5,0.7348,64.9,0.6885,0.6599,0.6374,0.6092,0.623,0.779
RandomForest,456,H3K27ac-H3K27me3,,71.5,0.7822,67.2,0.7543,0.7229,0.6609,0.6387,0.6496,0.746
SVM_Linear,456,H3K27ac-H3K27me3,,68.3,0.7351,64.7,0.6889,0.659,0.6382,0.5966,0.6167,0.765
DirectRanker,789,H3K27ac-H3K27me3,100,65.5,0.74,68.2,0.7764,0.7468,0.647,0.7338,0.6876,0.968
LogisticRegression,789,H3K27ac-H3K27me3,,65.4,0.7021,68.5,0.7249,0.6813,0.6776,0.6478,0.6624,0.79
RandomForest,789,H3K27ac-H3K27me3,,69.9,0.7767,72.0,0.791,0.7739,0.7109,0.696,0.7034,0.742
SVM_Linear,789,H3K27ac-H3K27me3,,65.9,0.7021,68.1,0.7249,0.6807,0.6812,0.6226,0.6506,0.781
DirectRanker,1011,H3K4me3-H3K9ac-H3K9me3,35,67.9,0.77,68.2,0.7636,0.7318,0.6609,0.7045,0.682,0.963
LogisticRegression,1011,H3K4me3-H3K9ac-H3K9me3,,68.0,0.7382,67.4,0.7193,0.6581,0.6829,0.6095,0.6441,0.715
RandomForest,1011,H3K4me3-H3K9ac-H3K9me3,,70.7,0.7827,70.9,0.7788,0.7652,0.7121,0.6694,0.6901,0.775
SVM_Linear,1011,H3K4me3-H3K9ac-H3K9me3,,67.8,0.7394,67.6,0.7186,0.6588,0.6923,0.595,0.64,0.692
DirectRanker,123,H3K4me3-H3K9ac-H3K9me3,32,66.3,0.73,69.3,0.7579,0.712,0.666,0.7282,0.6957,0.953
LogisticRegression,123,H3K4me3-H3K9ac-H3K9me3,,66.9,0.716,69.3,0.7246,0.6536,0.7108,0.612,0.6577,0.704
RandomForest,123,H3K4me3-H3K9ac-H3K9me3,,66.9,0.7482,70.4,0.7777,0.7431,0.7114,0.6494,0.679,0.789
SVM_Linear,123,H3K4me3-H3K9ac-H3K9me3,,66.7,0.7164,68.6,0.7276,0.6565,0.7132,0.583,0.6416,0.685
DirectRanker,42,H3K4me3-H3K9ac-H3K9me3,28,71.0,0.78,68.7,0.7755,0.7221,0.6434,0.7333,0.6854,0.97
LogisticRegression,42,H3K4me3-H3K9ac-H3K9me3,,70.4,0.7591,68.8,0.7275,0.6719,0.6659,0.6602,0.6631,0.706
RandomForest,42,H3K4me3-H3K9ac-H3K9me3,,72.9,0.795,72.6,0.7972,0.754,0.6977,0.7247,0.711,0.77
SVM_Linear,42,H3K4me3-H3K9ac-H3K9me3,,70.7,0.7643,68.3,0.7284,0.6732,0.6682,0.6323,0.6497,0.696
DirectRanker,456,H3K4me3-H3K9ac-H3K9me3,14,67.9,0.76,65.7,0.7199,0.671,0.6248,0.6996,0.6601,0.963
LogisticRegression,456,H3K4me3-H3K9ac-H3K9me3,,68.4,0.7357,65.1,0.6883,0.646,0.6354,0.6261,0.6307,0.728
RandomForest,456,H3K4me3-H3K9ac-H3K9me3,,70.9,0.7789,68.5,0.7537,0.7113,0.6761,0.6492,0.6624,0.799
SVM_Linear,456,H3K4me3-H3K9ac-H3K9me3,,67.8,0.7339,65.5,0.69,0.6453,0.6459,0.6092,0.627,0.713
DirectRanker,789,H3K4me3-H3K9ac-H3K9me3,100,65.9,0.73,70.0,0.7818,0.7369,0.6679,0.7379,0.7012,0.955
LogisticRegression,789,H3K4me3-H3K9ac-H3K9me3,,65.7,0.6996,69.9,0.7532,0.7035,0.6991,0.6478,0.6725,0.685
RandomForest,789,H3K4me3-H3K9ac-H3K9me3,,68.4,0.7598,71.5,0.787,0.7583,0.6959,0.7149,0.7053,0.748
SVM_Linear,789,H3K4me3-H3K9ac-H3K9me3,,65.4,0.703,68.4,0.7529,0.7054,0.6903,0.6122,0.6489,0.675
DirectRanker,1011,H3K4me3-H3K9ac-H3K27ac,39,68.6,0.78,68.0,0.7571,0.7334,0.6571,0.7087,0.6819,0.953
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27ac,,69.2,0.7416,68.3,0.7262,0.6737,0.6911,0.624,0.6558,0.719
RandomForest,1011,H3K4me3-H3K9ac-H3K27ac,,71.9,0.793,70.9,0.7892,0.7709,0.7112,0.6715,0.6908,0.789
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27ac,,68.2,0.7381,67.9,0.7264,0.6726,0.6973,0.595,0.6421,0.695
DirectRanker,123,H3K4me3-H3K9ac-H3K27ac,33,67.0,0.74,68.2,0.755,0.7156,0.6547,0.7199,0.6858,0.938
LogisticRegression,123,H3K4me3-H3K9ac-H3K27ac,,67.0,0.7134,66.7,0.7121,0.6595,0.683,0.5768,0.6254,0.709
RandomForest,123,H3K4me3-H3K9ac-H3K27ac,,68.2,0.7592,70.8,0.778,0.7557,0.7159,0.6535,0.6833,0.773
SVM_Linear,123,H3K4me3-H3K9ac-H3K27ac,,66.3,0.7141,66.4,0.7142,0.6627,0.6901,0.5498,0.612,0.68
DirectRanker,42,H3K4me3-H3K9ac-H3K27ac,36,71.4,0.78,69.6,0.783,0.7276,0.6456,0.7677,0.7014,0.958
LogisticRegression,42,H3K4me3-H3K9ac-H3K27ac,,70.8,0.7579,67.5,0.7216,0.6668,0.6542,0.6387,0.6464,0.707
RandomForest,42,H3K4me3-H3K9ac-H3K27ac,,73.7,0.8096,73.0,0.8077,0.7636,0.7088,0.7118,0.7103,0.755
SVM_Linear,42,H3K4me3-H3K9ac-H3K27ac,,71.1,0.7606,67.8,0.7233,0.6713,0.6659,0.6172,0.6406,0.696
DirectRanker,456,H3K4me3-H3K9ac-H3K27ac,100,69.8,0.78,66.0,0.7351,0.6911,0.6273,0.7038,0.6634,0.945
LogisticRegression,456,H3K4me3-H3K9ac-H3K27ac,,67.8,0.7411,66.5,0.7109,0.6495,0.6577,0.6176,0.6371,0.718
RandomForest,456,H3K4me3-H3K9ac-H3K27ac,,72.0,0.7888,69.3,0.7693,0.7269,0.6841,0.6597,0.6717,0.781
SVM_Linear,456,H3K4me3-H3K9ac-H3K27ac,,67.6,0.7395,66.2,0.7086,0.6459,0.662,0.5924,0.6253,0.685
DirectRanker,789,H3K4me3-H3K9ac-H3K27ac,83,66.3,0.73,70.5,0.7827,0.745,0.6679,0.7589,0.7105,0.94
LogisticRegression,789,H3K4me3-H3K9ac-H3K27ac,,67.2,0.7113,70.0,0.743,0.6926,0.7082,0.631,0.6674,0.706
RandomForest,789,H3K4me3-H3K9ac-H3K27ac,,69.2,0.7735,72.0,0.7945,0.7711,0.7065,0.7065,0.7065,0.755
SVM_Linear,789,H3K4me3-H3K9ac-H3K27ac,,66.7,0.7122,69.2,0.7404,0.6911,0.7086,0.6017,0.6508,0.682
DirectRanker,1011,H3K4me3-H3K9ac-H3K27me3,100,68.1,0.77,69.8,0.7778,0.7425,0.6757,0.7231,0.6986,0.976
LogisticRegression,1011,H3K4me3-H3K9ac-H3K27me3,,67.7,0.7413,66.5,0.7157,0.6595,0.6595,0.6364,0.6477,0.714
RandomForest,1011,H3K4me3-H3K9ac-H3K27me3,,70.2,0.7835,71.3,0.7932,0.7775,0.7137,0.6798,0.6963,0.779
SVM_Linear,1011,H3K4me3-H3K9ac-H3K27me3,,67.4,0.7398,66.0,0.7143,0.6588,0.6607,0.6116,0.6352,0.708
DirectRanker,123,H3K4me3-H3K9ac-H3K27me3,52,67.0,0.74,71.2,0.7718,0.7335,0.6902,0.7303,0.7097,0.98
LogisticRegression,123,H3K4me3-H3K9ac-H3K27me3,,66.5,0.7185,68.6,0.7486,0.6997,0.6883,0.6369,0.6616,0.772
RandomForest,123,H3K4me3-H3K9ac-H3K27me3,,69.1,0.7608,71.4,0.7953,0.7722,0.729,0.6473,0.6857,0.793
SVM_Linear,123,H3K4me3-H3K9ac-H3K27me3,,65.9,0.716,67.9,0.7501,0.6985,0.6921,0.6017,0.6437,0.743
DirectRanker,42,H3K4me3-H3K9ac-H3K27me3,45,70.5,0.8,70.0,0.7863,0.7462,0.6577,0.7398,0.6964,0.984
LogisticRegression,42,H3K4me3-H3K9ac-H3K27me3,,69.7,0.7581,68.2,0.7404,0.7009,0.6567,0.6624,0.6595,0.737
RandomForest,42,H3K4me3-H3K9ac-H3K27me3,,73.7,0.81,75.7,0.817,0.7713,0.7293,0.7591,0.7439,0.743
SVM_Linear,42,H3K4me3-H3K9ac-H3K27me3,,68.7,0.76,68.0,0.7402,0.6988,0.6593,0.6452,0.6522,0.72
DirectRanker,456,H3K4me3-H3K9ac-H3K27me3,73,69.0,0.77,66.3,0.7342,0.7047,0.6355,0.6849,0.6593,0.979
LogisticRegression,456,H3K4me3-H3K9ac-H3K27me3,,67.7,0.7346,63.6,0.6848,0.6438,0.6207,0.605,0.6128,0.738
RandomForest,456,H3K4me3-H3K9ac-H3K27me3,,70.1,0.7878,68.5,0.7587,0.7246,0.6667,0.6765,0.6715,0.8
SVM_Linear,456,H3K4me3-H3K9ac-H3K27me3,,67.2,0.7338,64.1,0.6875,0.6468,0.6321,0.5882,0.6094,0.724
DirectRanker,789,H3K4me3-H3K9ac-H3K27me3,69,66.6,0.73,69.8,0.7865,0.752,0.6636,0.7442,0.7016,0.966
LogisticRegression,789,H3K4me3-H3K9ac-H3K27me3,,66.2,0.7131,70.3,0.7599,0.7134,0.7018,0.6562,0.6782,0.736
RandomForest,789,H3K4me3-H3K9ac-H3K27me3,,68.8,0.7726,71.6,0.7916,0.7733,0.7075,0.6897,0.6985,0.752
SVM_Linear,789,H3K4me3-H3K9ac-H3K27me3,,65.7,0.7162,70.2,0.7617,0.7162,0.7096,0.6352,0.6704,0.727
DirectRanker,1011,H3K4me3-H3K9me3-H3K27ac,100,69.1,0.78,68.9,0.7707,0.7477,0.6673,0.7128,0.6893,0.956
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27ac,,68.4,0.7434,68.8,0.7326,0.686,0.7048,0.6116,0.6549,0.725
RandomForest,1011,H3K4me3-H3K9me3-H3K27ac,,71.2,0.7932,70.3,0.781,0.7657,0.7101,0.6529,0.6803,0.79
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27ac,,68.7,0.7453,68.3,0.7338,0.6899,0.7072,0.5888,0.6426,0.703
DirectRanker,123,H3K4me3-H3K9me3-H3K27ac,46,67.5,0.74,68.4,0.7579,0.7205,0.6566,0.722,0.6877,0.951
LogisticRegression,123,H3K4me3-H3K9me3-H3K27ac,,65.9,0.7059,67.6,0.7063,0.6446,0.6872,0.6017,0.6416,0.696
RandomForest,123,H3K4me3-H3K9me3-H3K27ac,,68.3,0.755,71.3,0.7793,0.7489,0.7106,0.6826,0.6963,0.768
SVM_Linear,123,H3K4me3-H3K9me3-H3K27ac,,66.4,0.7069,66.4,0.7042,0.6424,0.6825,0.5664,0.619,0.687
DirectRanker,42,H3K4me3-H3K9me3-H3K27ac,48,71.7,0.79,69.5,0.786,0.7328,0.6504,0.7441,0.6941,0.969
LogisticRegression,42,H3K4me3-H3K9me3-H3K27ac,,71.6,0.7612,68.5,0.7303,0.6781,0.6596,0.6667,0.6631,0.723
RandomForest,42,H3K4me3-H3K9me3-H3K27ac,,72.5,0.8078,73.1,0.8102,0.764,0.7068,0.7204,0.7135,0.75
SVM_Linear,42,H3K4me3-H3K9me3-H3K27ac,,70.6,0.7673,68.2,0.7317,0.6811,0.6644,0.6387,0.6513,0.701
DirectRanker,456,H3K4me3-H3K9me3-H3K27ac,51,70.7,0.77,65.1,0.7279,0.6892,0.6187,0.6954,0.6548,0.959
LogisticRegression,456,H3K4me3-H3K9me3-H3K27ac,,68.2,0.7399,66.5,0.7174,0.6573,0.649,0.645,0.647,0.739
RandomForest,456,H3K4me3-H3K9me3-H3K27ac,,73.5,0.7929,68.9,0.763,0.7134,0.6846,0.6429,0.6631,0.78
SVM_Linear,456,H3K4me3-H3K9me3-H3K27ac,,67.9,0.7383,66.8,0.714,0.6511,0.6593,0.6261,0.6422,0.724
DirectRanker,789,H3K4me3-H3K9me3-H3K27ac,68,65.1,0.73,70.0,0.7868,0.7521,0.666,0.7442,0.703,0.953
LogisticRegression,789,H3K4me3-H3K9me3-H3K27ac,,64.8,0.6948,67.9,0.7399,0.6976,0.6749,0.631,0.6522,0.707
RandomForest,789,H3K4me3-H3K9me3-H3K27ac,,69.1,0.771,70.9,0.7984,0.7735,0.6898,0.7086,0.6991,0.77
SVM_Linear,789,H3K4me3-H3K9me3-H3K27ac,,64.8,0.695,67.8,0.7414,0.7001,0.6807,0.6122,0.6446,0.703
DirectRanker,1011,H3K4me3-H3K9me3-H3K27me3,24,68.3,0.77,69.4,0.7713,0.7275,0.6718,0.719,0.6946,0.976
LogisticRegression,1011,H3K4me3-H3K9me3-H3K27me3,,69.0,0.7432,65.5,0.7181,0.6728,0.662,0.5868,0.6221,0.729
RandomForest,1011,H3K4me3-H3K9me3-H3K27me3,,71.1,0.7876,70.8,0.7901,0.7662,0.7202,0.6488,0.6826,0.762
SVM_Linear,1011,H3K4me3-H3K9me3-H3K27me3,,68.6,0.7433,64.8,0.7183,0.6762,0.6579,0.5682,0.6098,0.715
DirectRanker,123,H3K4me3-H3K9me3-H3K27me3,92,68.1,0.74,70.2,0.7732,0.7324,0.6769,0.7303,0.7026,0.981
LogisticRegression,123,H3K4me3-H3K9me3-H3K27me3,,64.7,0.6987,67.0,0.7238,0.6603,0.6681,0.6266,0.6467,0.725
RandomForest,123,H3K4me3-H3K9me3-H3K27me3,,69.8,0.7557,71.7,0.7906,0.7606,0.7267,0.6618,0.6927,0.757
SVM_Linear,123,H3K4me3-H3K9me3-H3K27me3,,65.3,0.6999,65.5,0.7254,0.661,0.6627,0.5788,0.6179,0.714
DirectRanker,42,H3K4me3-H3K9me3-H3K27me3,78,70.5,0.79,69.8,0.7901,0.7541,0.6552,0.7398,0.6949,0.987
LogisticRegression,42,H3K4me3-H3K9me3-H3K27me3,,68.6,0.7556,68.4,0.7444,0.6931,0.6595,0.6624,0.6609,0.729
RandomForest,42,H3K4me3-H3K9me3-H3K27me3,,72.4,0.8035,73.8,0.8155,0.7843,0.7173,0.7204,0.7189,0.742
SVM_Linear,42,H3K4me3-H3K9me3-H3K27me3,,68.5,0.7575,68.8,0.7432,0.6913,0.6645,0.6645,0.6645,0.728
DirectRanker,456,H3K4me3-H3K9me3-H3K27me3,100,69.5,0.77,66.1,0.7333,0.7027,0.6341,0.6807,0.6565,0.981
LogisticRegression,456,H3K4me3-H3K9me3-H3K27me3,,66.8,0.7254,65.7,0.6999,0.6574,0.6436,0.6261,0.6347,0.748
RandomForest,456,H3K4me3-H3K9me3-H3K27me3,,70.6,0.78,69.2,0.7554,0.7249,0.6803,0.666,0.673,0.787
SVM_Linear,456,H3K4me3-H3K9me3-H3K27me3,,66.1,0.7244,65.8,0.6978,0.6525,0.6482,0.6155,0.6315,0.753
DirectRanker,789,H3K4me3-H3K9me3-H3K27me3,79,67.3,0.73,70.8,0.7899,0.7511,0.6769,0.7421,0.708,0.961
LogisticRegression,789,H3K4me3-H3K9me3-H3K27me3,,63.8,0.6937,70.0,0.7596,0.7162,0.692,0.6688,0.6802,0.71
RandomForest,789,H3K4me3-H3K9me3-H3K27me3,,68.3,0.7637,70.3,0.7889,0.777,0.6891,0.6876,0.6884,0.718
SVM_Linear,789,H3K4me3-H3K9me3-H3K27me3,,63.9,0.6944,69.7,0.7604,0.7195,0.6968,0.6457,0.6703,0.702
DirectRanker,1011,H3K4me3-H3K27ac-H3K27me3,58,68.2,0.77,69.5,0.7742,0.7309,0.6758,0.7107,0.6928,0.979
LogisticRegression,1011,H3K4me3-H3K27ac-H3K27me3,,69.1,0.7453,66.9,0.7243,0.6728,0.6727,0.6157,0.6429,0.756
RandomForest,1011,H3K4me3-H3K27ac-H3K27me3,,71.4,0.7875,70.8,0.7891,0.7658,0.7143,0.6612,0.6867,0.782
SVM_Linear,1011,H3K4me3-H3K27ac-H3K27me3,,69.4,0.7463,67.1,0.7281,0.6773,0.6832,0.5971,0.6373,0.732
DirectRanker,123,H3K4me3-H3K27ac-H3K27me3,28,67.1,0.74,70.9,0.7704,0.7248,0.6891,0.722,0.7052,0.981
LogisticRegression,123,H3K4me3-H3K27ac-H3K27me3,,66.3,0.7032,67.2,0.7273,0.6867,0.6689,0.6328,0.6503,0.738
RandomForest,123,H3K4me3-H3K27ac-H3K27me3,,68.4,0.7613,72.2,0.7929,0.7699,0.7297,0.6722,0.6998,0.759
SVM_Linear,123,H3K4me3-H3K27ac-H3K27me3,,65.0,0.7028,66.5,0.7285,0.6867,0.6746,0.5892,0.629,0.718
DirectRanker,42,H3K4me3-H3K27ac-H3K27me3,50,71.2,0.79,70.5,0.7911,0.744,0.6641,0.7398,0.6999,0.988
LogisticRegression,42,H3K4me3-H3K27ac-H3K27me3,,70.3,0.7664,68.1,0.7451,0.6938,0.6573,0.6559,0.6566,0.747
RandomForest,42,H3K4me3-H3K27ac-H3K27me3,,73.7,0.8161,74.8,0.8226,0.7816,0.7252,0.7376,0.7313,0.767
SVM_Linear,42,H3K4me3-H3K27ac-H3K27me3,,70.8,0.7704,68.5,0.7469,0.6956,0.6667,0.6452,0.6557,0.735
DirectRanker,456,H3K4me3-H3K27ac-H3K27me3,39,69.0,0.77,66.2,0.7345,0.7075,0.6327,0.6912,0.6606,0.978
LogisticRegression,456,H3K4me3-H3K27ac-H3K27me3,,68.2,0.7413,66.8,0.711,0.6595,0.6579,0.6303,0.6438,0.75
RandomForest,456,H3K4me3-H3K27ac-H3K27me3,,71.7,0.7935,69.5,0.7694,0.7313,0.6815,0.6744,0.6779,0.777
SVM_Linear,456,H3K4me3-H3K27ac-H3K27me3,,67.7,0.7418,66.8,0.7073,0.6556,0.6614,0.6197,0.6399,0.74
DirectRanker,789,H3K4me3-H3K27ac-H3K27me3,100,67.9,0.75,70.4,0.7889,0.7628,0.6744,0.7338,0.7028,0.97
LogisticRegression,789,H3K4me3-H3K27ac-H3K27me3,,65.4,0.7006,70.7,0.7528,0.7116,0.7044,0.6646,0.6839,0.728
RandomForest,789,H3K4me3-H3K27ac-H3K27me3,,69.5,0.7765,71.1,0.7947,0.7736,0.695,0.7023,0.6986,0.752
