,y,scores
3471,1,-2.6604383
3472,1,-5.1980157
3473,1,-3.0686867
3474,1,-5.42096
3475,1,-5.2213564
3476,0,-5.2213564
3477,0,-5.2213564
3478,1,-6.6303806
3479,0,-6.970554
3480,1,-6.970554
3481,1,-6.970554
3482,1,-5.3650503
3483,0,-2.9822612
3484,1,-2.9822612
3485,1,-3.9557471
3486,0,-5.917165
3487,1,-6.970554
3488,1,-6.970554
3489,0,-6.970554
3490,1,-4.976839
3491,0,-4.976839
3492,0,-5.0293846
3493,0,-6.970554
3494,1,-5.135273
3495,1,-6.186739
3496,1,-3.0144238
3497,1,-4.061708
3498,1,-6.970554
3499,1,-4.826912
3500,0,-5.7460155
3501,1,-2.6224413
3502,1,-4.4121866
3503,1,-5.5475845
3504,1,-5.3883266
3505,1,-6.707737
3506,1,-4.652359
3507,0,-5.33863
3508,1,-5.0984015
3509,1,-4.2477274
3510,1,-5.3712015
3511,1,-3.129084
3512,1,-6.1660028
3513,1,-6.4087973
3514,0,-6.970554
3515,0,-6.9138274
3516,1,-6.9138274
3517,0,-6.970554
3518,1,-5.8548355
3519,1,-6.100717
3520,1,-3.8611972
3521,1,-1.0630952
3522,0,-6.970554
3523,0,-6.970554
3524,1,-6.0626807
3525,1,-2.4433575
3526,1,-4.6367216
3527,1,-1.5557965
3528,0,-6.970554
3529,1,-2.8615654
3530,0,-6.970554
3531,1,-6.1246166
3532,1,-6.970554
3533,1,-4.9219527
3534,1,-0.04534541
3535,1,-4.582764
3536,1,-4.582764
3537,0,-6.970554
3538,0,-6.970554
3539,1,-6.884992
3540,1,-2.21028
3541,1,-4.220621
3542,1,-0.9917482
3543,1,-6.970554
3544,0,-6.8476286
3545,0,-6.8476286
3546,1,-3.4981015
3547,0,-6.970554
3548,1,-6.2712526
3549,1,-6.970554
3550,1,-5.6486893
3551,1,-6.970554
3552,1,-4.0198793
3553,1,-5.5885825
3554,1,-2.8977566
3555,0,-6.970554
3556,1,-3.731818
3557,1,-3.851937
3558,0,-6.970554
3559,1,-3.1718678
3560,0,-6.970554
3561,1,-4.967061
3562,1,-4.053587
3563,0,-4.053587
3564,1,-4.053587
3565,0,-5.3015065
3566,1,-4.8737793
3567,0,-5.2732854
3568,0,-6.970554
3569,0,-6.822328
3570,0,-6.970554
3571,1,-5.447582
3572,0,-6.970554
3573,1,0.11438718
3574,1,0.11438718
3575,0,-6.970554
3576,0,-6.970554
3577,0,-6.970554
3578,1,-3.4759367
3579,0,-5.167581
3580,0,-5.167581
3581,1,-3.3786728
3582,1,-2.3243754
3583,0,-6.970554
3584,1,-4.5907545
3585,1,-4.655894
3586,1,-6.970554
3587,1,-4.519822
3588,1,-4.945461
3589,0,-6.970554
3590,1,-0.65659964
3591,0,-7.093296
3592,1,-6.970554
3593,1,-6.0592666
3594,1,-3.9009552
3595,1,-5.939342
3596,1,-6.970554
3597,0,-5.34873
3598,1,-3.3752317
3599,1,-3.3752317
3600,1,-3.3752317
3601,0,-3.3752317
3602,1,-4.7070856
3603,1,-6.9367414
3604,1,-6.970554
3605,1,-5.0472255
3606,1,-2.824054
3607,1,-2.3336496
3608,1,-5.8412175
3609,1,-5.7236624
3610,0,-6.970554
3611,0,-5.9327245
3612,0,-5.9327245
3613,1,-5.833351
3614,1,-4.3806186
3615,1,-5.096198
3616,0,-1.7979252
3617,1,-3.6605508
3618,1,-6.970554
3619,1,-1.7144988
3620,0,-1.7144988
3621,1,-4.172719
3622,1,-3.44673
3623,0,-6.025726
3624,1,-5.9298224
3625,1,-5.1801786
3626,0,-6.970554
3627,0,-6.970554
3628,0,-6.970554
3629,0,-6.970554
3630,1,-1.6102494
3631,0,-6.970554
3632,0,-6.970554
3633,0,-6.970554
3634,1,-6.970554
3635,0,-6.970554
3636,0,-6.970554
3637,0,-6.970554
3638,1,-5.1276493
3639,1,-5.1276493
3640,1,-5.1276493
3641,0,-6.970554
3642,1,-3.18456
3643,0,-6.970554
3644,1,-5.630242
3645,0,-5.630242
3646,0,-6.945085
3647,0,-6.945085
3648,0,-6.970554
3649,0,-3.540453
3650,0,-6.970554
3651,1,-6.372288
3652,1,-5.01126
3653,1,-4.9673142
3654,1,-3.086984
3655,0,-6.970554
3656,1,-6.822328
3657,0,-6.970554
3658,1,-6.970554
3659,0,-6.970554
3660,1,-2.0231953
3661,1,-6.7054825
3662,1,-0.8541278
3663,0,-6.970554
3664,0,-6.970554
3665,0,-6.970554
3666,0,-6.970554
3667,0,-6.499921
3668,1,-4.2791758
3669,0,-5.6895585
3670,0,-5.6895585
3671,0,-6.970554
3672,1,-4.88732
3673,1,-4.232728
3674,1,-2.2619605
3675,1,-5.0074005
3676,0,-6.970554
3677,1,-5.9827433
3678,1,-3.742764
3679,0,-6.970554
3680,1,-6.970554
3681,0,-6.970554
3682,0,-6.970554
3683,1,-5.1908555
3684,1,-4.6396465
3685,1,-5.284358
3686,1,-5.7525744
3687,1,-5.2704077
3688,1,-5.2704077
3689,1,-5.5273604
3690,0,-5.5894866
3691,0,-5.5894866
3692,1,-4.971837
3693,0,-4.971837
3694,0,-6.970554
3695,1,-3.6168208
3696,0,-6.970554
3697,0,-6.970554
3698,0,-6.970554
3699,0,-6.970554
3700,0,-6.970554
3701,1,-6.970554
3702,1,-5.527497
3703,1,-2.51578
3704,0,-6.970554
3705,1,-5.7691903
3706,0,-6.2684216
3707,1,-4.421201
3708,1,-3.7093682
3709,1,-4.847651
3710,1,-4.4221644
3711,0,-6.970554
3712,0,-6.970554
3713,0,-6.970554
3714,0,-6.970554
3715,1,-2.636724
3716,1,-2.2312093
3717,1,-6.970554
3718,1,-4.1402187
3719,1,-6.970554
3720,0,-6.970554
3721,0,-6.704033
3722,0,-6.970554
3723,1,-4.303081
3724,1,-4.0287127
3725,1,-6.0609474
3726,1,-5.921317
3727,1,-6.8904796
3728,1,-4.1908536
3729,0,-6.195765
3730,1,-6.970554
3731,0,-6.970554
3732,1,-6.4556265
3733,1,-4.81607
3734,1,-6.970554
3735,1,-2.7087817
3736,0,-6.970554
3737,1,-6.1199784
3738,1,-5.598436
3739,0,-6.970554
3740,1,-3.8183641
3741,0,-6.970554
3742,1,-5.101876
3743,1,-4.233114
3744,1,-4.1597295
3745,0,-6.970554
3746,0,-6.970554
3747,0,-6.970554
3748,0,-6.970554
3749,0,-6.970554
3750,0,-6.970554
3751,0,-6.970554
3752,0,-6.970554
3753,0,-6.9450703
3754,0,-6.970554
3755,0,-6.970554
3756,0,-6.970554
3757,1,-3.9975142
3758,1,-6.970554
3759,0,-6.970554
3760,0,-5.0556674
3761,1,-5.0556674
3762,0,-6.970554
3763,0,-4.0210505
3764,1,-5.7743545
3765,1,-6.3018985
3766,0,-6.846362
3767,1,-5.4596486
3768,1,-4.7197104
3769,1,-4.7197104
3770,0,-6.970554
3771,0,-6.970554
3772,0,-6.970554
3773,0,-6.970554
3774,0,-5.868913
3775,1,-3.471276
3776,1,-3.8963208
3777,1,-4.7830844
3778,1,-5.9363055
3779,1,-1.0619773
3780,0,-6.970554
3781,0,-6.970554
3782,0,-6.970554
3783,1,-5.590377
3784,0,-3.674234
3785,1,-6.970554
3786,0,-6.970554
3787,0,-6.970554
3788,0,-6.970554
3789,1,-7.093296
3790,1,-7.093296
3791,1,-4.505598
3792,0,-6.970554
3793,0,-6.970554
3794,1,-3.8980908
3795,1,-3.8980908
3796,0,-6.970554
3797,0,-6.970554
3798,1,-6.3093433
3799,0,-6.109514
3800,1,-6.8476286
3801,1,-6.8904796
3802,1,-6.970554
3803,0,-6.970554
3804,0,-5.7166185
3805,0,-5.3564763
3806,0,-6.970554
3807,1,-4.2362123
3808,1,-2.4002175
3809,0,-6.970554
3810,1,-5.7743545
3811,1,-5.7743545
3812,1,-6.055549
3813,1,-5.119845
3814,0,-6.970554
3815,1,-5.714473
3816,1,-6.970554
3817,1,-6.970554
3818,0,-6.970554
3819,0,-6.970554
3820,0,-6.970554
3821,0,-6.970554
3822,0,-6.970554
3823,0,-6.970554
3824,1,-6.970554
3825,0,-6.970554
3826,1,-4.170294
3827,1,-6.970554
3828,0,-6.970554
3829,0,-6.970554
3830,0,-6.970554
3831,0,-6.970554
3832,0,-6.970554
3833,0,-6.970554
3834,1,-6.970554
3835,0,-6.970554
3836,0,-5.458502
3837,1,-4.9583817
3838,1,-2.810822
3839,0,-2.810822
3840,1,-4.9651704
3841,0,-6.970554
3842,0,-6.970554
3843,0,-6.970554
3844,1,-6.37745
3845,0,-5.886817
3846,0,-6.970554
3847,1,-4.892624
3848,1,-3.7506847
3849,0,-6.970554
3850,1,-6.1395864
3851,0,-6.970554
3852,0,-6.970554
3853,0,-6.970554
3854,0,-6.970554
3855,0,-6.970554
3856,0,-6.970554
3857,0,-6.970554
3858,0,-6.970554
3859,0,-6.970554
3860,0,-6.970554
3861,0,-6.970554
3862,0,-6.970554
3863,0,-6.970554
3864,0,-6.970554
3865,0,-6.970554
3866,0,-6.970554
3867,0,-6.970554
3868,0,-6.970554
3869,0,-6.970554
3870,0,-6.970554
3871,0,-6.970554
3872,0,-6.970554
3873,0,-6.970554
3874,0,-6.970554
3875,0,-6.970554
3876,0,-6.970554
3877,0,-6.970554
3878,1,-6.970554
3879,0,-6.970554
3880,0,-6.970554
3881,0,-6.970554
3882,0,-6.970554
3883,0,-6.970554
3884,0,-6.970554
3885,0,-6.970554
3886,0,-6.970554
3887,0,-6.970554
3888,1,-6.970554
3889,0,-6.970554
3890,0,-6.3727283
3891,1,-6.970554
3892,1,-6.8476286
3893,1,-6.8476286
3894,1,-3.5131667
3895,1,-3.5131667
3896,0,-6.970554
3897,1,-5.893395
3898,0,-6.970554
3899,0,-6.970554
3900,0,-6.970554
3901,0,-6.1076565
3902,0,-6.970554
3903,0,-6.970554
3904,0,-6.970554
3905,0,-6.970554
3906,0,-6.970554
3907,0,-6.970554
3908,0,-6.970554
3909,0,-6.970554
3910,0,-6.970554
3911,1,-6.10042
3912,1,-6.970554
3913,1,-4.529343
3914,0,-4.3767467
3915,0,-6.970554
3916,1,-4.883522
3917,0,-6.3553557
3918,0,-6.970554
3919,1,-4.066162
3920,1,-4.9738207
3921,1,-1.3769747
3922,0,-3.6379712
3923,1,-3.6379712
3924,0,-1.8782066
3925,1,-6.970554
3926,1,-6.188189
3927,0,-6.970554
3928,0,-6.970554
3929,1,-4.9200716
3930,0,-4.9200716
3931,1,-5.813118
3932,1,-6.970554
3933,0,-4.036742
3934,0,-6.970554
3935,1,-3.5257218
3936,0,-6.970554
3937,1,-6.970554
3938,1,-5.2507286
3939,1,-5.7949567
3940,0,-5.861253
3941,0,-6.970554
3942,0,-5.5309153
3943,1,-4.9503393
3944,1,-4.3463287
3945,1,-5.2906337
3946,0,-6.0030117
3947,0,-6.970554
3948,0,-6.970554
3949,1,-4.445746
3950,1,-6.2682633
3951,1,-4.3230367
3952,1,-1.5487354
3953,1,-6.970554
3954,1,-5.2500353
3955,1,-5.7457066
3956,0,-6.970554
3957,0,-6.970554
3958,0,-6.970554
3959,0,-6.970554
3960,0,-6.970554
3961,1,-6.5148835
3962,0,-6.970554
3963,0,-6.970554
3964,0,-6.970554
3965,1,-4.3553224
3966,1,-3.5504477
3967,0,-6.970554
3968,1,-6.970554
3969,0,-6.970554
3970,0,-6.970554
3971,1,-6.970554
3972,1,-6.0778227
3973,1,-4.259617
3974,0,-6.970554
3975,1,-4.809286
3976,0,-6.970554
3977,0,-6.970554
3978,0,-6.2973495
3979,0,-6.2973495
3980,1,-5.409061
3981,0,-5.409061
3982,0,-6.7054825
3983,1,-2.8261395
3984,1,-3.4949188
3985,1,-6.391164
3986,1,-4.972085
3987,0,-6.970554
3988,1,-4.60046
3989,0,-6.0680594
3990,1,-2.4876156
3991,1,-6.970554
3992,0,-6.970554
3993,1,-5.984731
3994,1,-5.4607863
3995,0,-6.406989
3996,0,-6.970554
3997,0,-6.970554
3998,0,-4.83548
3999,0,-6.549969
4000,0,-6.970554
4001,0,-6.970554
4002,0,-6.970554
4003,0,-6.970554
4004,1,-6.970554
4005,1,-4.741273
4006,0,-6.970554
4007,1,-3.0399504
4008,0,-3.0399504
4009,1,-5.515904
4010,1,-2.9963791
4011,1,-4.2393303
4012,0,-4.2393303
4013,1,-5.4663563
4014,1,-6.884992
4015,1,-2.9259534
4016,0,-6.970554
4017,0,-6.970554
4018,1,-4.331476
4019,0,-6.970554
4020,1,-1.7143997
4021,1,-1.7143997
4022,0,-6.3727283
4023,1,-5.3542128
4024,0,-5.3065457
4025,1,-2.5932734
4026,1,-3.3848283
4027,0,-6.970554
4028,0,-6.970554
4029,0,-6.970554
4030,0,-6.970554
4031,0,-6.970554
4032,0,-6.970554
4033,0,-6.970554
4034,0,-6.970554
4035,0,-6.970554
4036,0,-6.970554
4037,0,-6.970554
4038,0,-6.970554
4039,0,-6.970554
4040,0,-6.970554
4041,0,-6.970554
4042,0,-6.970554
4043,0,-6.970554
4044,0,-6.970554
4045,0,-6.970554
4046,0,-6.970554
4047,0,-6.970554
4048,0,-6.970554
4049,1,-4.4369493
4050,1,-4.36541
4051,0,-6.970554
4052,0,-6.970554
4053,0,-6.970554
4054,1,-4.017306
4055,1,-5.0423627
4056,1,-5.6440597
4057,0,-6.970554
4058,1,-4.1944456
4059,0,-4.1944456
4060,0,-6.970554
4061,0,-6.970554
4062,0,-6.970554
4063,0,-6.970554
4064,0,-6.970554
4065,0,-6.970554
4066,0,-6.970554
4067,0,-6.970554
4068,0,-6.970554
4069,1,-5.0313296
4070,0,-6.970554
4071,0,-6.970554
4072,0,-6.970554
4073,0,-5.1022286
4074,0,-5.5405426
4075,0,-6.970554
4076,1,-4.2072206
4077,0,-4.2072206
4078,1,-3.2777345
4079,0,-6.970554
4080,1,-5.115071
4081,0,-6.970554
4082,0,-6.970554
4083,0,-6.970554
4084,1,-3.2612474
4085,1,-6.711558
4086,0,-5.976775
4087,1,-6.6112432
4088,1,-5.858868
4089,1,-6.970554
4090,1,-6.970554
4091,1,-5.85785
4092,0,-5.805451
4093,0,-3.0911412
4094,1,-3.6567557
4095,1,-5.154015
4096,0,-5.154015
4097,1,-6.779955
4098,1,-6.970554
4099,1,-5.565343
4100,0,-6.970554
4101,0,-6.970554
4102,1,-6.970554
4103,1,-5.7053175
4104,1,-6.0776644
4105,1,-5.3427696
4106,1,-5.8058004
4107,1,-6.7052994
4108,1,-4.051042
4109,1,-3.871578
4110,0,-6.970554
4111,1,-6.970554
4112,1,-6.3144946
4113,1,-1.7914344
4114,1,-5.323984
4115,0,-6.970554
4116,0,-6.970554
4117,0,-6.970554
4118,0,-6.970554
4119,0,-6.970554
4120,0,-6.970554
4121,0,-6.970554
4122,0,-6.970554
4123,1,-6.970554
4124,0,-6.970554
4125,1,-3.0648258
4126,1,-5.296153
4127,1,-5.2213564
4128,1,-6.970554
4129,1,-2.9822612
4130,1,-3.9557471
4131,1,-6.970554
4132,0,-6.970554
4133,0,-6.970554
4134,0,-6.970554
4135,1,-5.6728077
4136,1,-6.970554
4137,1,-6.9138274
4138,1,-7.033202
4139,1,-6.7054825
4140,1,-5.1356535
4141,1,-5.135273
4142,0,-6.970554
4143,1,-6.7054825
4144,1,-3.0144238
4145,0,-3.0152369
4146,1,-3.0152369
4147,1,-6.970554
4148,1,-4.826912
4149,1,-4.826912
4150,1,-2.6224413
4151,1,-6.520959
4152,1,-5.0984015
4153,0,-6.970554
4154,1,-3.129084
4155,1,-6.1660028
4156,1,-6.4087973
4157,1,-5.736187
4158,1,-6.9138274
4159,1,-6.9138274
4160,1,-6.970554
4161,1,-5.4509325
4162,1,-4.5835137
4163,1,-1.0630952
4164,0,-6.970554
4165,0,-6.970554
4166,0,-2.4433575
4167,1,-1.5557965
4168,0,-6.740798
4169,1,-5.7457066
4170,1,-6.6232677
4171,1,-2.8615654
4172,1,-5.2402124
4173,1,-6.1246166
4174,0,-6.1246166
4175,0,-6.1246166
4176,1,-6.970554
4177,0,-6.970554
4178,0,-4.9219527
4179,1,-0.04534541
4180,0,-6.4417644
4181,1,-4.582764
4182,1,-6.970554
4183,0,-6.970554
4184,1,-6.970554
4185,1,-6.970554
4186,0,-6.970554
4187,1,-5.0216856
4188,1,-6.3093433
4189,1,-6.970554
4190,0,-6.970554
4191,1,-3.36304
4192,0,-6.970554
4193,1,-6.9450703
4194,0,-6.970554
4195,1,-6.779955
4196,1,-6.970554
4197,1,-4.0198793
4198,1,-5.6778893
4199,1,-2.8126326
4200,0,-6.5333347
4201,1,-6.970554
4202,1,-3.731818
4203,0,-6.970554
4204,0,-6.970554
4205,0,-3.851937
4206,0,-3.851937
4207,1,-3.1718678
4208,0,-6.970554
4209,0,-6.970554
4210,0,-6.970554
4211,0,-4.053587
4212,1,-5.3015065
4213,0,-5.3015065
4214,1,-4.8737793
4215,0,-6.970554
4216,0,-5.447582
4217,1,-6.970554
4218,1,0.11438718
4219,0,0.11438718
4220,1,0.11438718
4221,1,0.11438718
4222,0,-3.4759367
4223,1,-6.711558
4224,0,-6.970554
4225,0,-6.970554
4226,1,-5.167581
4227,1,-3.3786728
4228,1,-3.7038531
4229,1,-4.8816223
4230,1,-4.945461
4231,1,-5.7567477
4232,0,-6.970554
4233,1,-0.9843425
4234,0,-6.970554
4235,0,-4.3938813
4236,0,-6.970554
4237,1,-7.093296
4238,0,-6.970554
4239,1,-6.0592666
4240,0,-6.970554
4241,1,-3.936169
4242,0,-3.936169
4243,0,-3.3752317
4244,0,-3.3752317
4245,1,-5.333715
4246,0,-6.970554
4247,0,-6.5749774
4248,1,-2.824054
4249,1,-2.3336496
4250,0,-6.970554
4251,0,-5.8412175
4252,0,-5.8412175
4253,0,-6.970554
4254,0,-6.970554
4255,1,-4.3806186
4256,1,-5.207177
4257,0,-5.096198
4258,1,-5.096198
4259,1,-6.970554
4260,1,-1.7979252
4261,1,-2.876078
4262,1,-3.6605508
4263,1,-3.6605508
4264,1,-1.0465786
4265,0,-6.970554
4266,0,-6.970554
4267,0,-6.8476286
4268,1,-6.970554
4269,1,-3.30878
4270,0,-3.30878
4271,0,-1.7144988
4272,1,-3.7784495
4273,0,-3.7717097
4274,1,-6.582557
4275,0,-6.970554
4276,0,-6.8476286
4277,1,-4.993509
4278,0,-6.970554
4279,1,-6.970554
4280,0,-6.970554
4281,1,-0.683715
4282,0,-6.970554
4283,0,-6.970554
4284,0,-6.970554
4285,0,-6.970554
4286,0,-6.970554
4287,1,-4.360678
4288,1,-5.5481367
4289,1,-6.779955
4290,1,-5.1276493
4291,0,-6.970554
4292,0,-6.970554
4293,0,-6.970554
4294,1,-5.630242
4295,1,-4.044794
4296,0,-6.840049
4297,1,-5.01126
4298,1,-5.01126
4299,1,-4.9673142
4300,1,-4.54179
4301,0,-6.970554
4302,0,-6.970554
4303,0,-6.970554
4304,0,-6.970554
4305,1,-6.970554
4306,0,-6.970554
4307,0,-6.970554
4308,0,-6.970554
4309,0,-6.970554
4310,0,-6.970554
4311,0,-6.970554
4312,1,-6.970554
4313,0,-6.970554
4314,1,-6.1401067
4315,0,-6.970554
4316,0,-6.970554
4317,1,-4.077163
4318,0,-6.970554
4319,1,-6.970554
4320,0,-6.970554
4321,0,-6.970554
4322,1,-6.499921
4323,0,-4.2791758
4324,0,-6.970554
4325,1,-6.1133695
4326,1,-4.924472
4327,0,-6.970554
4328,1,-6.970554
4329,1,-0.9709394
4330,0,-5.013958
4331,1,-3.394236
4332,0,-6.91046
4333,0,-5.5998683
4334,1,-5.5998683
4335,0,-6.970554
4336,0,-6.970554
4337,0,-6.970554
4338,0,-6.970554
4339,1,-5.1908555
4340,0,-4.6396465
4341,0,-5.284358
4342,1,-5.2704077
4343,1,-5.2704077
4344,1,-5.5894866
4345,1,-4.971837
4346,0,-4.971837
4347,0,-6.970554
4348,0,-6.970554
4349,0,-6.970554
4350,0,-6.970554
4351,0,-6.970554
4352,0,-6.970554
4353,1,-3.264126
4354,1,-5.090313
4355,1,-5.163331
4356,0,-6.970554
4357,0,-6.970554
4358,1,-6.779955
4359,1,-5.991218
4360,1,-5.250076
4361,1,-6.3342404
4362,1,-6.2684216
4363,1,-6.13383
4364,0,-3.7093682
4365,1,-3.7093682
4366,1,-4.847651
4367,0,-6.970554
4368,1,-6.970554
4369,0,-6.970554
4370,0,-6.970554
4371,0,-6.970554
4372,0,-6.970554
4373,1,-6.970554
4374,1,-5.7452183
4375,0,-6.970554
4376,1,-6.970554
4377,0,-6.970554
4378,1,-2.752257
4379,1,-6.970554
4380,1,-4.303081
4381,1,-4.303081
4382,1,-0.84369844
4383,1,-4.331594
4384,1,-5.921317
4385,0,-6.970554
4386,1,-6.970554
4387,0,-6.970554
4388,1,-4.991533
4389,0,-6.970554
4390,1,-5.9871683
4391,0,-4.0087996
4392,1,-6.970554
4393,0,-6.970554
4394,0,-6.970554
4395,0,-6.970554
4396,0,-6.970554
4397,0,-6.970554
4398,0,-6.970554
4399,1,-3.7879384
4400,0,-6.970554
4401,0,-6.970554
4402,1,-5.6575747
4403,0,-6.970554
4404,0,-6.970554
4405,0,-6.970554
4406,0,-6.970554
4407,0,-6.970554
4408,0,-6.970554
4409,0,-6.970554
4410,0,-6.970554
4411,0,-6.970554
4412,0,-6.970554
4413,0,-6.970554
4414,0,-6.970554
4415,0,-6.970554
4416,1,-3.9975142
4417,1,-6.970554
4418,1,-5.0556674
4419,1,-5.0556674
4420,0,-6.970554
4421,1,-4.0210505
4422,1,-5.8679605
4423,0,-6.970554
4424,0,-4.7197104
4425,0,-6.970554
4426,1,-6.970554
4427,1,-6.779955
4428,1,-3.471276
4429,1,-3.471276
4430,0,-5.9363055
4431,0,-5.9363055
4432,0,-1.0619773
4433,0,-1.0619773
4434,0,-6.970554
4435,0,-6.970554
4436,0,-6.970554
4437,0,-6.970554
4438,1,-3.6456397
4439,1,-6.0923557
4440,1,-3.674234
4441,1,-5.015495
4442,0,-6.970554
4443,0,-6.970554
4444,0,-6.970554
4445,0,-6.970554
4446,0,-6.970554
4447,1,-7.093296
4448,1,-6.356966
4449,0,-6.970554
4450,0,-6.3093433
4451,0,-6.970554
4452,0,-6.6271477
4453,0,-6.970554
4454,0,-4.170294
4455,0,-6.970554
4456,0,-6.970554
4457,0,-4.529343
4458,0,-6.970554
4459,0,-4.9503393
4460,0,-3.2460496
4461,0,-3.2460496
4462,0,-3.2460496
4463,0,-5.2500353
4464,0,-3.5504477
4465,0,-6.970554
4466,0,-6.970554
4467,0,-6.970554
4468,0,-6.970554
4469,0,-6.970554
4470,0,-5.1022286
4471,0,-6.5251517
4472,0,-5.2213564
4473,0,-3.0152369
4474,0,-4.4121866
4475,0,-5.33863
4476,0,-6.4417644
4477,0,-6.4417644
4478,0,-6.970554
4479,0,-3.3786728
4480,0,-5.939342
4481,0,-5.939342
4482,0,-6.970554
4483,0,-6.582557
4484,0,-6.970554
4485,0,-6.970554
4486,0,-6.970554
4487,0,-6.970554
4488,0,-6.970554
4489,0,-6.970554
4490,0,-6.970554
4491,0,-6.499921
4492,1,-6.970554
4493,0,-5.5998683
4494,0,-5.1908555
4495,0,-3.6168208
4496,0,-6.970554
4497,0,-6.970554
4498,0,-6.704033
4499,0,-6.8904796
4500,0,-4.0087996
4501,0,-4.0087996
4502,0,-4.0087996
4503,0,-4.0087996
4504,0,-4.0087996
4505,0,-6.970554
4506,1,-3.6456397
4507,0,-6.970554
4508,0,-6.970554
4509,1,-3.3392315
4510,0,-6.822328
4511,1,-2.7216337
4512,1,-2.7216337
4513,0,-6.970554
4514,1,-6.970554
4515,0,-6.970554
4516,0,-6.970554
4517,0,-6.970554
4518,1,-5.655761
4519,1,-2.3897235
4520,1,-2.3897235
4521,1,-4.164306
4522,1,-2.6850636
4523,1,-5.1996636
4524,0,-6.970554
4525,0,-6.970554
4526,1,-3.0732503
4527,1,-4.8052125
4528,1,-6.437279
4529,1,-5.242424
4530,0,-6.970554
4531,0,-6.970554
4532,0,-6.970554
4533,0,-6.970554
4534,0,-6.970554
4535,0,-6.970554
4536,1,-5.6063566
4537,1,-5.8144774
4538,1,-6.970554
4539,1,-6.970554
4540,0,-6.970554
4541,1,-5.04
4542,0,-5.04
4543,1,-4.9166207
4544,1,-4.574746
4545,1,-6.1811996
4546,0,-6.970554
4547,0,-6.970554
4548,0,-6.970554
4549,1,-6.970554
4550,1,-6.970554
4551,1,-5.3534284
4552,1,-5.3534284
4553,1,-3.2414021
4554,1,-6.970554
4555,1,-6.822328
4556,0,-6.779955
4557,0,-6.779955
4558,0,-6.779955
4559,1,-6.779955
4560,1,-6.970554
4561,1,-4.5736246
4562,1,-5.779719
4563,0,-6.970554
4564,0,-6.970554
4565,0,-6.970554
4566,0,-6.970554
4567,1,-5.1405993
4568,1,-5.194183
4569,0,-6.970554
4570,0,-6.970554
4571,0,-6.970554
4572,0,-6.970554
4573,0,-6.970554
4574,0,-6.970554
4575,0,-6.970554
4576,1,-6.970554
4577,0,-3.2111068
4578,0,-5.322262
4579,0,-6.970554
4580,0,-6.970554
4581,0,-6.970554
4582,0,-6.970554
4583,0,-6.970554
4584,0,-6.970554
4585,0,-6.970554
4586,1,-4.6494436
4587,0,-6.970554
4588,0,-6.970554
4589,0,-3.642153
4590,0,-3.642153
4591,1,-3.642153
4592,1,-4.7465243
4593,0,-6.970554
4594,0,-6.970554
4595,1,-3.725809
4596,1,-3.6506882
4597,1,-6.970554
4598,0,-5.858868
4599,0,-5.858868
4600,1,-5.858868
4601,0,-6.682909
4602,1,-6.970554
4603,1,-5.0859733
4604,0,-6.970554
4605,1,-6.970554
4606,1,-4.5579286
4607,0,-5.330291
4608,1,-5.039292
4609,0,-6.970554
4610,0,-6.970554
4611,1,-3.3224819
4612,1,-5.7136617
4613,1,-4.901161
4614,0,-4.901161
4615,0,-6.970554
4616,0,-6.970554
4617,1,-4.8580737
4618,1,-6.970554
4619,0,-6.970554
4620,0,-6.970554
4621,0,-6.970554
4622,0,-6.970554
4623,0,-6.970554
4624,0,-6.970554
4625,1,-4.551422
4626,1,-5.46932
4627,0,-6.970554
4628,0,-6.970554
4629,1,-5.3853498
4630,1,-4.2702107
4631,0,-2.326869
4632,0,-6.970554
4633,1,-6.2281466
4634,1,-6.864996
4635,0,-6.970554
4636,1,-3.8494377
4637,1,-6.1211524
4638,1,-6.265584
4639,1,-4.812116
4640,0,-6.970554
4641,1,-4.5241547
4642,1,-0.7640014
4643,1,-3.1600995
4644,1,-6.970554
4645,0,-6.970554
4646,0,-6.970554
4647,0,-6.970554
4648,1,-0.9187267
4649,0,-6.3727283
4650,0,-6.3727283
4651,0,-6.970554
4652,1,-4.306989
4653,1,-4.333084
4654,1,-6.437237
4655,1,-4.537495
4656,1,-5.5112267
4657,1,-4.5807004
4658,0,-6.840049
4659,0,-6.970554
4660,0,-6.970554
4661,0,-6.970554
4662,0,-6.970554
4663,0,-6.970554
4664,0,-6.970554
4665,1,-4.8927484
4666,1,-3.804925
4667,1,-3.9306238
4668,1,-4.492346
4669,1,-2.1547725
4670,0,-6.970554
4671,0,-5.8008356
4672,1,-6.970554
4673,1,-5.936247
4674,0,-6.1910896
4675,0,-6.970554
4676,0,-6.970554
4677,0,-6.970554
4678,0,-6.970554
4679,0,-6.970554
4680,0,-6.970554
4681,0,-5.897862
4682,0,-5.4206343
4683,0,-6.0964932
4684,1,-6.7054825
4685,0,-6.970554
4686,1,-2.3788698
4687,1,-6.970554
4688,1,-6.2084737
4689,0,-6.2084737
4690,0,-6.970554
4691,0,-6.970554
4692,0,-4.272992
4693,1,-6.3112593
4694,0,-3.898399
4695,0,-6.970554
4696,0,-6.970554
4697,0,-6.970554
4698,0,-6.970554
4699,0,-6.3530293
4700,1,-5.284385
4701,1,-6.6684875
4702,1,-6.970554
4703,1,-3.0795286
4704,1,-0.6950212
4705,0,-6.970554
