gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value
ENSG00000077147,36,0,33,32,0,35.515
ENSG00000114956,18,0,21,14,0,35.511
ENSG00000135916,0,0,15,21,0,35.493
ENSG00000078902,64,0,69,62,0,35.489
ENSG00000055130,38,0,39,40,0,35.481
ENSG00000116685,12,0,24,73,0,35.453
ENSG00000108344,30,0,30,22,0,35.416
ENSG00000084733,40,0,40,34,0,35.36
ENSG00000111237,26,0,20,17,0,35.358
ENSG00000079785,18,0,21,14,0,35.348
ENSG00000107897,68,0,68,67,0,35.343
ENSG00000196141,44,0,44,56,0,35.332
ENSG00000115073,30,0,30,25,0,35.33
ENSG00000163466,43,0,32,40,0,35.292
ENSG00000166619,33,0,45,41,0,35.289
ENSG00000170515,29,0,29,22,0,35.279
ENSG00000151632,13,0,0,16,0,35.264
ENSG00000196372,13,0,24,18,0,35.255
ENSG00000109519,25,0,27,21,0,35.244
ENSG00000128463,21,0,25,14,0,35.217
ENSG00000213639,49,0,36,33,0,35.216
ENSG00000105887,32,0,24,34,0,35.173
ENSG00000130812,25,0,19,38,0,35.16
ENSG00000100591,30,0,31,20,0,35.134
ENSG00000184007,23,0,10,29,0,35.095
ENSG00000016391,59,0,55,57,0,35.035
ENSG00000106609,19,0,26,23,0,35.008
ENSG00000181788,61,0,65,55,0,34.991
ENSG00000083444,17,0,18,57,0,34.977
ENSG00000145850,0,0,0,0,0,34.951
ENSG00000066027,66,0,52,43,0,34.929
ENSG00000255432,25,0,30,28,0,34.921
ENSG00000244687,51,0,43,50,0,34.915
ENSG00000162551,0,0,0,0,0,34.913
ENSG00000117862,37,0,37,27,0,34.909
ENSG00000132530,66,0,26,78,0,34.9
ENSG00000168291,21,0,20,26,0,34.896
ENSG00000239779,37,0,54,34,0,34.887
ENSG00000088766,42,0,42,32,0,34.864
ENSG00000138073,13,0,23,21,0,34.839
ENSG00000171067,55,0,43,78,0,34.836
ENSG00000213625,29,0,32,29,0,34.826
ENSG00000106628,27,0,22,18,0,34.824
ENSG00000119689,29,0,27,17,0,34.802
ENSG00000137171,0,0,0,0,0,34.797
ENSG00000006756,0,0,19,37,0,34.776
ENSG00000125870,15,0,23,10,0,34.765
ENSG00000142156,8,0,22,25,0,34.764
ENSG00000090581,19,0,25,0,0,34.762
ENSG00000164039,15,0,17,42,0,34.714
ENSG00000175582,23,0,33,21,0,34.704
ENSG00000163597,25,0,26,30,0,34.687
ENSG00000136997,58,0,66,32,0,34.672
ENSG00000182712,25,0,32,24,0,34.644
ENSG00000165949,0,0,0,6,0,34.585
ENSG00000034152,51,0,52,58,0,34.584
ENSG00000142546,28,0,37,44,0,34.584
ENSG00000174231,19,0,23,15,0,34.558
ENSG00000078668,27,0,23,13,0,34.54
ENSG00000240303,47,0,48,35,0,34.53
ENSG00000100941,43,0,36,46,0,34.486
ENSG00000172893,63,0,43,61,0,34.422
ENSG00000178445,35,0,34,81,0,34.417
ENSG00000023318,30,0,28,23,0,34.416
ENSG00000105176,0,0,0,0,0,34.401
ENSG00000110048,44,0,34,60,0,34.401
ENSG00000162337,33,0,37,66,0,34.395
ENSG00000054148,39,0,29,49,0,34.388
ENSG00000145354,37,0,30,25,0,34.317
ENSG00000124333,18,0,22,10,0,34.262
ENSG00000257949,66,0,60,100,0,34.231
ENSG00000126458,39,0,42,68,0,34.21
ENSG00000154582,51,0,48,52,0,34.182
ENSG00000167236,0,0,0,0,0,34.178
ENSG00000160194,27,0,27,18,0,34.154
ENSG00000099875,34,0,33,93,0,34.147
ENSG00000079616,22,0,24,11,0,34.145
ENSG00000173221,65,0,56,86,0,34.122
ENSG00000115875,50,0,43,39,0,34.111
ENSG00000120697,39,0,43,26,0,34.098
ENSG00000100299,14,0,22,17,0,34.054
ENSG00000153130,14,0,14,13,0,34.049
ENSG00000115758,39,0,38,60,0,34.046
ENSG00000175416,24,0,17,14,0,34.004
ENSG00000108828,21,0,33,34,0,34.002
ENSG00000136783,33,0,27,29,0,33.938
ENSG00000172428,9,0,23,0,0,33.935
ENSG00000146731,28,0,27,58,0,33.903
ENSG00000164466,60,0,56,78,0,33.869
ENSG00000244115,75,0,56,73,0,33.857
ENSG00000167220,21,0,26,18,0,33.847
ENSG00000127951,42,0,40,26,0,33.824
ENSG00000166333,56,0,34,69,0,33.809
ENSG00000129083,26,0,26,22,0,33.8
ENSG00000138802,42,0,42,56,0,33.795
ENSG00000174990,51,0,45,55,0,33.685
ENSG00000099785,19,0,13,35,0,33.644
ENSG00000004455,15,0,17,0,0,33.632
ENSG00000163825,44,0,55,72,0,33.605
ENSG00000172059,51,0,59,85,0,33.592
ENSG00000105323,57,0,51,57,0,33.583
ENSG00000109445,22,0,27,13,0,33.56
ENSG00000198843,24,0,26,18,0,33.554
ENSG00000166582,28,0,26,19,0,33.53
ENSG00000169083,65,0,67,62,0,33.526
ENSG00000172456,60,0,37,67,0,33.507
ENSG00000153406,0,0,0,0,0,33.48
ENSG00000103274,22,0,20,38,0,33.418
ENSG00000126264,52,0,45,81,0,33.399
ENSG00000162729,58,0,29,67,0,33.368
ENSG00000115468,10,0,14,10,0,33.362
ENSG00000111540,31,0,29,30,0,33.339
ENSG00000100926,24,0,29,28,0,33.324
ENSG00000103479,36,0,34,31,0,33.284
ENSG00000114115,9,0,18,84,0,33.281
ENSG00000164062,35,0,24,60,0,33.272
ENSG00000248919,19,0,21,15,0,33.258
ENSG00000120725,39,0,36,29,0,33.209
ENSG00000074935,23,0,24,16,0,33.194
ENSG00000063245,28,0,38,58,0,33.181
ENSG00000106245,32,0,33,24,0,33.181
ENSG00000022277,21,0,25,13,0,33.148
ENSG00000163884,65,0,62,68,0,33.067
ENSG00000141480,25,0,28,46,0,33.044
ENSG00000153066,54,0,39,93,0,33.013
ENSG00000106367,0,0,15,0,0,32.983
ENSG00000126838,47,0,50,54,0,32.963
ENSG00000120705,35,0,38,36,0,32.958
ENSG00000198898,45,0,23,63,0,32.903
ENSG00000110060,29,0,34,31,0,32.899
ENSG00000203812,22,0,18,32,0,32.895
ENSG00000217930,6,0,10,9,0,32.894
ENSG00000166855,50,0,37,58,0,32.828
ENSG00000111652,0,0,20,13,0,32.816
ENSG00000133195,8,0,26,27,0,32.801
ENSG00000143549,0,0,0,0,0,32.767
ENSG00000125149,57,0,58,56,0,32.759
ENSG00000135211,33,0,37,20,0,32.685
ENSG00000140365,18,0,21,10,0,32.667
ENSG00000122390,22,14,24,17,0,32.654
ENSG00000168385,47,0,45,47,0,32.631
ENSG00000130340,31,0,36,37,0,32.582
ENSG00000168159,28,0,29,25,0,32.569
ENSG00000178922,17,0,26,35,0,32.557
ENSG00000156639,49,0,68,46,0,32.55
ENSG00000168802,23,0,27,28,0,32.547
ENSG00000118939,14,0,22,11,0,32.501
ENSG00000021461,63,0,49,100,0,32.456
ENSG00000134686,0,0,15,22,0,32.433
ENSG00000008324,19,0,19,12,0,32.406
ENSG00000099998,0,0,0,53,0,32.366
ENSG00000187097,22,0,26,41,0,32.363
ENSG00000102119,31,0,28,40,0,32.343
ENSG00000185222,18,0,19,14,0,32.334
ENSG00000182853,39,0,35,51,0,32.325
ENSG00000091542,52,0,58,66,0,32.309
ENSG00000113575,33,0,41,35,0,32.305
ENSG00000169908,28,0,20,51,0,32.276
ENSG00000124795,31,0,29,22,0,32.275
ENSG00000120992,16,0,20,18,0,32.253
ENSG00000160712,61,0,58,67,0,32.248
ENSG00000131828,20,0,22,17,0,32.233
ENSG00000169814,33,0,44,52,0,32.217
ENSG00000105819,19,0,20,12,0,32.208
ENSG00000170860,25,0,27,15,0,32.16
ENSG00000204256,69,0,69,76,0,32.148
ENSG00000165732,25,0,28,25,0,32.139
ENSG00000155090,60,0,57,76,0,32.071
ENSG00000126254,20,0,23,18,0,32.065
ENSG00000129636,37,0,29,24,0,32.061
ENSG00000143119,39,0,33,34,0,32.059
ENSG00000174327,36,0,43,61,0,32.028
ENSG00000153879,56,0,49,61,0,32.002
ENSG00000142166,27,0,40,28,0,31.991
ENSG00000100991,20,0,23,28,0,31.972
ENSG00000103415,10,0,37,37,0,31.936
ENSG00000003056,33,5,34,22,0,31.898
ENSG00000090339,31,0,38,39,0,31.867
ENSG00000198561,0,0,0,0,0,31.849
ENSG00000068912,27,0,30,26,0,31.769
ENSG00000143546,0,0,0,48,0,31.706
ENSG00000160691,72,0,61,75,0,31.702
ENSG00000143641,0,0,0,0,0,31.676
ENSG00000123472,3,0,4,1,0,31.644
ENSG00000179632,29,0,37,21,0,31.627
ENSG00000119917,39,0,34,60,0,31.559
ENSG00000105568,32,0,34,29,0,31.551
ENSG00000121690,51,0,47,76,0,31.527
ENSG00000146425,32,0,27,42,0,31.478
ENSG00000023839,59,0,58,100,0,31.473
ENSG00000132467,23,0,30,29,0,31.457
ENSG00000126246,23,0,57,61,0,31.452
ENSG00000120306,20,0,23,26,0,31.441
ENSG00000130733,20,0,27,18,0,31.437
ENSG00000112992,33,0,37,36,0,31.433
ENSG00000167881,24,0,25,11,0,31.423
ENSG00000133678,25,0,24,15,0,31.41
ENSG00000117500,42,0,46,36,0,31.395
ENSG00000114125,32,0,25,21,0,31.381
ENSG00000140612,30,0,31,28,0,31.335
ENSG00000176788,0,0,0,0,0,31.309
ENSG00000086666,46,0,44,39,0,31.304
ENSG00000157045,14,0,24,72,0,31.302
ENSG00000136770,29,0,28,23,0,31.285
ENSG00000257103,53,0,31,32,0,31.265
ENSG00000165006,28,0,30,31,0,31.263
ENSG00000169045,0,0,0,0,0,31.229
ENSG00000101670,52,0,53,56,0,31.219
ENSG00000138744,16,0,20,20,0,31.219
ENSG00000130958,39,0,31,43,0,31.187
ENSG00000140400,21,0,24,30,0,31.181
ENSG00000131795,21,0,24,26,0,31.172
ENSG00000248643,41,0,45,52,0,31.138
ENSG00000008513,49,0,53,63,0,31.111
ENSG00000136003,67,0,47,53,0,31.095
ENSG00000173918,25,0,26,82,0,31.058
ENSG00000126581,29,0,25,17,0,31.052
ENSG00000100225,45,0,48,45,0,31.001
ENSG00000132744,14,0,21,14,0,30.997
ENSG00000138600,25,0,26,36,0,30.969
ENSG00000127241,75,0,64,75,0,30.965
ENSG00000006007,29,0,38,25,0,30.945
ENSG00000023228,32,0,38,31,0,30.94
ENSG00000170291,51,0,39,48,0,30.937
ENSG00000160075,27,0,30,23,0,30.933
ENSG00000104852,21,0,22,18,0,30.925
ENSG00000101558,37,0,40,35,0,30.921
ENSG00000166888,60,0,60,100,0,30.899
ENSG00000166272,38,0,38,27,0,30.879
ENSG00000121057,28,0,33,26,0,30.843
ENSG00000144852,39,6,42,39,0,30.817
ENSG00000178035,19,0,15,16,0,30.806
ENSG00000135070,26,0,26,26,0,30.797
ENSG00000025434,22,0,27,65,0,30.773
ENSG00000113312,14,0,17,8,0,30.771
ENSG00000135926,39,0,34,64,0,30.759
ENSG00000104969,24,0,31,53,0,30.749
ENSG00000142657,23,0,31,35,0,30.696
ENSG00000198805,39,0,23,45,0,30.689
ENSG00000197157,30,0,43,21,0,30.684
ENSG00000168002,19,0,17,11,0,30.68
ENSG00000140968,46,0,30,37,0,30.652
ENSG00000089289,18,0,26,14,0,30.638
ENSG00000137710,20,0,37,39,0,30.634
ENSG00000090238,23,0,31,53,0,30.604
ENSG00000124541,14,0,17,15,0,30.604
ENSG00000159840,32,0,33,58,0,30.604
ENSG00000117228,43,0,29,51,0,30.568
ENSG00000158793,32,0,33,43,0,30.562
ENSG00000169895,27,0,28,20,0,30.557
ENSG00000138668,53,0,54,33,0,30.549
ENSG00000106733,58,0,56,71,0,30.54
ENSG00000109083,28,0,30,50,0,30.528
ENSG00000108963,12,0,29,19,0,30.518
ENSG00000184897,30,0,34,43,0,30.514
ENSG00000175938,39,0,30,61,0,30.5
ENSG00000106052,30,0,32,42,0,30.483
ENSG00000141429,23,0,25,19,0,30.481
ENSG00000089006,87,0,74,78,0,30.456
ENSG00000141295,22,0,26,26,0,30.41
ENSG00000144909,51,0,41,43,0,30.381
ENSG00000006327,9,0,27,36,0,30.376
ENSG00000152700,51,0,34,63,0,30.374
ENSG00000065135,37,0,38,35,0,30.366
ENSG00000130173,45,0,50,81,0,30.357
ENSG00000160789,13,0,27,14,0,30.34
ENSG00000179950,23,0,34,65,0,30.339
ENSG00000145020,20,0,18,16,0,30.33
ENSG00000138398,19,0,31,25,0,30.309
ENSG00000125971,28,0,28,25,0,30.302
ENSG00000134910,28,0,31,25,0,30.3
ENSG00000143862,26,0,28,28,0,30.297
ENSG00000084207,11,0,15,26,0,30.291
ENSG00000116774,0,0,0,32,0,30.271
ENSG00000089737,31,0,52,17,0,30.263
ENSG00000205981,20,0,28,18,0,30.216
ENSG00000134107,82,0,76,87,0,30.215
ENSG00000172380,27,0,38,45,0,30.195
ENSG00000142186,27,0,26,32,0,30.194
ENSG00000198515,30,0,30,35,0,30.178
ENSG00000010327,0,0,18,25,0,30.176
ENSG00000162961,18,0,20,12,0,30.172
ENSG00000115919,44,0,40,85,0,30.153
ENSG00000114790,56,0,57,51,0,30.149
ENSG00000247596,24,0,24,67,0,30.107
ENSG00000102804,16,0,34,31,0,30.096
ENSG00000185361,28,0,32,38,0,30.073
ENSG00000196961,29,0,30,38,0,30.07
ENSG00000196154,0,0,8,9,0,30.057
ENSG00000173457,26,0,51,50,0,30.016
ENSG00000122565,71,0,64,51,0,29.983
ENSG00000138381,20,0,20,14,0,29.968
ENSG00000213339,12,0,19,8,0,29.961
ENSG00000064225,28,0,34,29,0,29.933
ENSG00000154589,17,0,15,22,0,29.929
ENSG00000149742,38,0,38,39,0,29.918
ENSG00000131408,14,0,44,40,0,29.902
ENSG00000173801,25,0,29,53,0,29.889
ENSG00000132646,26,0,26,33,0,29.857
ENSG00000117335,43,0,40,59,0,29.835
ENSG00000120686,22,0,27,14,0,29.827
ENSG00000103769,0,0,0,0,0,29.823
ENSG00000128245,37,0,27,41,0,29.784
ENSG00000105220,18,0,18,29,0,29.758
ENSG00000072958,21,0,37,67,0,29.756
ENSG00000158125,27,0,46,52,0,29.719
ENSG00000140961,53,0,15,77,0,29.701
ENSG00000106993,41,0,37,53,0,29.666
ENSG00000255986,33,0,35,78,0,29.659
ENSG00000125817,7,0,17,10,0,29.651
ENSG00000168497,28,0,39,23,0,29.65
ENSG00000179958,22,0,21,24,0,29.62
ENSG00000131508,0,0,0,0,0,29.59
ENSG00000196235,26,0,24,37,0,29.571
ENSG00000214194,11,0,20,5,0,29.57
ENSG00000119950,39,0,46,43,0,29.559
ENSG00000147419,27,0,41,16,0,29.558
ENSG00000175768,31,0,25,17,0,29.539
ENSG00000138942,26,0,37,44,0,29.506
ENSG00000179144,56,0,58,39,0,29.493
ENSG00000136448,25,0,25,27,0,29.481
ENSG00000253719,30,0,30,19,0,29.477
ENSG00000198715,28,0,32,21,0,29.461
ENSG00000176393,19,0,23,18,0,29.456
ENSG00000048828,46,0,45,39,0,29.431
ENSG00000166482,0,0,0,34,0,29.43
ENSG00000185187,0,0,35,29,0,29.414
ENSG00000124593,29,0,29,28,0,29.409
ENSG00000204642,19,0,23,14,0,29.399
ENSG00000064995,44,0,47,36,0,29.38
ENSG00000128228,14,0,25,12,0,29.378
ENSG00000151465,56,0,58,60,0,29.37
ENSG00000134590,17,0,21,7,0,29.369
ENSG00000120708,12,0,21,15,0,29.364
ENSG00000141293,14,0,16,6,0,29.312
ENSG00000105374,11,0,33,18,0,29.291
ENSG00000147576,55,0,62,70,0,29.283
ENSG00000254536,15,0,17,9,0,29.275
ENSG00000128335,20,0,27,35,0,29.267
ENSG00000174720,29,0,26,16,0,29.258
ENSG00000107338,51,0,50,69,0,29.228
ENSG00000170558,55,0,61,59,0,29.205
ENSG00000072042,27,0,19,29,0,29.182
ENSG00000155629,57,0,43,62,0,29.18
ENSG00000174827,35,0,20,47,0,29.144
ENSG00000241935,31,0,28,57,0,29.132
ENSG00000161013,41,0,55,67,0,29.131
ENSG00000101782,31,0,28,30,0,29.121
ENSG00000165609,56,0,59,58,0,29.111
ENSG00000131620,0,0,0,8,0,29.11
ENSG00000204178,56,0,38,91,0,29.104
ENSG00000188725,22,0,28,27,0,29.099
ENSG00000056736,57,0,55,55,0,29.087
ENSG00000116350,50,0,41,74,0,29.066
ENSG00000109536,21,0,25,14,0,29.04
ENSG00000130764,23,0,27,19,0,29.039
ENSG00000198858,12,0,19,31,0,29.037
ENSG00000130429,0,0,34,29,0,29.033
ENSG00000184990,56,0,28,62,0,29.001
ENSG00000198814,37,0,40,75,0,28.986
ENSG00000115866,26,0,26,29,0,28.981
ENSG00000198951,30,0,35,35,0,28.962
ENSG00000119408,48,0,48,54,0,28.947
ENSG00000144867,0,0,0,0,0,28.942
ENSG00000250232,18,0,22,21,0,28.942
ENSG00000143507,46,0,68,57,0,28.913
ENSG00000187017,0,0,0,0,0,28.91
ENSG00000102390,22,0,24,18,0,28.905
ENSG00000101255,45,0,36,62,0,28.89
ENSG00000150787,39,0,24,65,0,28.867
ENSG00000173786,28,0,26,34,0,28.86
ENSG00000101605,37,0,39,7,0,28.845
ENSG00000115816,28,0,34,16,0,28.843
ENSG00000141098,54,0,48,72,0,28.832
ENSG00000128294,0,0,0,0,0,28.806
ENSG00000100387,25,0,26,21,0,28.762
ENSG00000125037,0,0,22,10,0,28.738
ENSG00000101460,0,0,0,2,0,28.735
ENSG00000171570,23,0,25,22,0,28.734
ENSG00000125798,53,0,72,45,0,28.733
ENSG00000100603,21,0,22,14,0,28.723
ENSG00000116560,37,0,47,42,0,28.683
ENSG00000117308,25,0,30,79,0,28.681
ENSG00000105722,47,0,44,65,0,28.657
ENSG00000108604,63,0,38,54,0,28.653
ENSG00000169442,20,0,17,0,0,28.652
ENSG00000122042,51,0,45,53,0,28.631
ENSG00000197712,53,0,30,59,0,28.624
ENSG00000113845,26,0,26,17,0,28.621
ENSG00000204257,74,0,74,81,0,28.616
ENSG00000185721,24,0,23,29,0,28.597
ENSG00000177885,29,0,30,24,0,28.556
ENSG00000106305,52,0,24,47,0,28.528
ENSG00000130717,19,0,23,27,0,28.502
ENSG00000177606,70,0,60,73,0,28.501
ENSG00000113282,43,0,26,39,0,28.492
ENSG00000130638,28,0,27,45,0,28.477
ENSG00000168275,33,0,35,17,0,28.474
ENSG00000111321,7,0,0,26,0,28.473
ENSG00000137038,0,0,0,0,0,28.455
ENSG00000197061,25,0,23,30,0,28.452
ENSG00000181625,0,0,0,0,0,28.441
ENSG00000100142,19,0,24,21,0,28.434
ENSG00000071127,46,0,29,49,0,28.416
ENSG00000112972,29,0,32,55,0,28.416
ENSG00000054118,35,0,34,32,0,28.402
ENSG00000180089,14,0,13,22,0,28.378
ENSG00000117395,6,0,0,9,0,28.338
ENSG00000137806,14,0,20,8,0,28.323
ENSG00000108846,42,0,36,53,0,28.31
ENSG00000066455,46,12,45,48,0,28.308
ENSG00000143412,17,0,12,51,0,28.296
ENSG00000078618,26,0,38,23,0,28.295
ENSG00000125734,60,0,57,55,0,28.24
ENSG00000183726,44,0,35,29,0,28.143
ENSG00000158417,40,0,39,31,0,28.135
ENSG00000178381,42,0,51,56,0,28.117
ENSG00000085231,38,0,32,25,0,28.11
ENSG00000117133,16,7,22,11,0,28.103
ENSG00000108559,31,0,36,42,0,28.074
ENSG00000104915,59,0,64,67,0,28.053
ENSG00000158615,63,0,61,78,0,28.046
ENSG00000171105,32,0,32,44,0,28.035
ENSG00000113719,57,0,34,87,0,28.01
ENSG00000182578,0,0,0,0,0,28.0
ENSG00000133318,19,0,21,13,0,27.976
ENSG00000117009,34,0,33,38,0,27.911
ENSG00000141101,14,0,20,6,0,27.886
ENSG00000108424,30,0,32,51,0,27.863
ENSG00000151500,49,0,30,41,0,27.851
ENSG00000154174,45,0,58,42,0,27.819
ENSG00000106484,8,0,20,8,0,27.791
ENSG00000103811,6,0,11,48,0,27.78
ENSG00000228300,23,0,38,67,0,27.765
ENSG00000173153,32,0,41,37,0,27.764
ENSG00000141551,10,0,23,47,0,27.76
ENSG00000100239,15,0,19,16,0,27.747
ENSG00000101166,9,0,25,19,0,27.736
ENSG00000145022,41,0,39,41,0,27.73
ENSG00000111276,62,0,60,58,0,27.712
ENSG00000104765,22,0,24,63,0,27.695
ENSG00000144659,33,0,31,50,0,27.693
ENSG00000228049,0,0,0,0,0,27.688
ENSG00000136867,19,0,23,18,0,27.687
ENSG00000172053,17,0,21,10,0,27.685
ENSG00000140941,65,0,60,73,0,27.68
ENSG00000175324,52,0,42,61,0,27.67
ENSG00000162736,49,0,31,48,0,27.645
ENSG00000176476,18,0,21,14,0,27.626
ENSG00000086475,39,0,47,42,0,27.564
ENSG00000068079,18,0,12,17,0,27.523
ENSG00000175806,25,0,29,24,0,27.523
ENSG00000101049,27,0,46,52,0,27.518
ENSG00000197858,42,0,47,35,0,27.499
ENSG00000127831,8,0,14,11,0,27.494
ENSG00000012660,33,0,31,31,0,27.485
ENSG00000134375,23,0,26,23,0,27.477
ENSG00000132305,31,0,41,29,0,27.469
ENSG00000100417,26,0,26,25,0,27.466
ENSG00000170989,56,0,52,47,0,27.453
ENSG00000171206,51,0,74,73,0,27.387
ENSG00000136521,20,0,23,13,0,27.381
ENSG00000204392,34,0,16,32,0,27.369
ENSG00000105968,41,0,29,36,0,27.366
ENSG00000178425,21,0,24,44,0,27.317
ENSG00000158457,9,0,19,0,0,27.307
ENSG00000074416,44,0,44,58,0,27.306
ENSG00000258289,17,0,22,11,0,27.293
ENSG00000175215,29,0,53,47,0,27.291
ENSG00000100934,11,0,10,9,0,27.286
ENSG00000175166,25,0,23,16,0,27.284
ENSG00000160408,32,0,0,42,0,27.277
ENSG00000139835,11,0,21,26,0,27.263
ENSG00000153443,69,0,65,70,0,27.262
ENSG00000127838,25,0,28,35,0,27.261
ENSG00000101150,26,0,31,37,0,27.24
ENSG00000170881,47,0,43,57,0,27.233
ENSG00000158201,26,0,27,23,0,27.224
ENSG00000144655,48,0,45,60,0,27.187
ENSG00000143554,39,0,33,66,0,27.179
ENSG00000138297,10,0,13,0,0,27.158
ENSG00000025796,29,0,38,26,0,27.155
ENSG00000176386,29,0,26,21,0,27.129
ENSG00000171155,20,0,21,35,0,27.11
ENSG00000144118,0,0,0,0,0,27.106
ENSG00000106066,55,0,30,71,0,27.102
ENSG00000145901,14,0,0,60,0,27.088
ENSG00000173465,41,0,66,63,0,27.07
ENSG00000115594,37,0,0,75,0,27.069
ENSG00000077238,53,0,40,73,0,27.06
ENSG00000163479,18,0,19,15,0,27.053
ENSG00000114354,24,0,31,23,0,27.036
ENSG00000165912,44,0,37,68,0,27.022
ENSG00000123739,34,0,32,34,0,26.99
ENSG00000128595,27,0,30,29,0,26.987
ENSG00000167136,0,0,18,12,0,26.948
ENSG00000175193,17,0,23,13,0,26.93
ENSG00000087884,28,0,32,25,0,26.927
ENSG00000133657,52,0,14,52,0,26.896
ENSG00000126777,0,0,0,0,0,26.89
ENSG00000116741,42,0,26,45,0,26.88
ENSG00000136758,40,0,44,30,0,26.88
ENSG00000179115,32,0,41,24,0,26.856
ENSG00000181817,18,0,16,27,0,26.839
ENSG00000023909,63,0,49,63,0,26.83
ENSG00000214265,20,0,27,23,0,26.83
ENSG00000088930,24,0,28,22,0,26.802
ENSG00000165416,33,0,36,21,0,26.802
ENSG00000161542,0,0,38,31,0,26.793
ENSG00000125863,30,0,34,26,0,26.786
ENSG00000205302,37,0,26,18,0,26.777
ENSG00000087077,18,0,22,39,0,26.76
ENSG00000135677,30,0,25,31,0,26.745
ENSG00000166391,42,0,42,46,0,26.744
ENSG00000135334,57,0,59,62,0,26.74
ENSG00000163938,61,0,30,84,0,26.729
ENSG00000173545,26,0,30,14,0,26.713
ENSG00000057757,22,0,24,32,0,26.702
ENSG00000162734,13,0,14,26,0,26.699
ENSG00000077585,29,0,38,23,0,26.689
ENSG00000167705,35,0,37,51,0,26.688
ENSG00000242247,14,0,23,29,0,26.678
ENSG00000240720,9,0,11,4,0,26.672
ENSG00000136819,29,0,30,20,0,26.652
ENSG00000169727,8,0,29,26,0,26.643
ENSG00000100979,10,0,14,14,0,26.612
ENSG00000171612,33,0,33,29,0,26.612
ENSG00000197635,25,0,23,8,0,26.612
ENSG00000119537,30,0,34,38,0,26.61
ENSG00000145626,0,0,0,7,0,26.604
ENSG00000169251,0,0,15,0,0,26.595
ENSG00000176731,45,0,32,29,0,26.595
ENSG00000102879,13,0,43,47,0,26.564
ENSG00000167799,0,0,22,46,0,26.558
ENSG00000040633,47,0,74,78,0,26.549
ENSG00000120341,0,0,0,0,0,26.533
ENSG00000148229,24,0,28,20,0,26.53
ENSG00000038274,57,0,53,57,0,26.526
ENSG00000180185,66,0,71,83,0,26.526
ENSG00000074201,22,0,26,35,0,26.52
ENSG00000105976,40,0,41,40,0,26.5
ENSG00000139428,56,0,45,77,0,26.481
ENSG00000173156,34,0,24,95,0,26.468
ENSG00000136247,8,0,16,21,0,26.463
ENSG00000141698,13,0,16,0,0,26.444
ENSG00000185950,64,0,58,84,0,26.434
ENSG00000163346,31,0,23,17,0,26.411
ENSG00000157593,20,0,20,44,0,26.386
ENSG00000100883,34,0,43,37,0,26.38
ENSG00000179222,10,0,16,16,0,26.368
ENSG00000148444,39,0,35,28,0,26.358
ENSG00000250021,13,0,18,12,0,26.346
ENSG00000079385,0,0,0,0,0,26.343
ENSG00000168913,15,0,14,9,0,26.341
ENSG00000106299,48,0,42,33,0,26.328
ENSG00000187867,15,0,25,26,0,26.322
ENSG00000174780,30,0,35,16,0,26.314
ENSG00000123505,62,0,44,39,0,26.298
ENSG00000254607,0,0,0,27,0,26.294
ENSG00000131373,33,0,50,57,0,26.287
ENSG00000157637,36,0,27,60,0,26.273
ENSG00000167112,22,0,28,15,0,26.268
ENSG00000174173,12,0,21,9,0,26.262
ENSG00000166181,21,0,22,10,0,26.239
ENSG00000082781,16,0,19,22,0,26.224
ENSG00000109819,0,0,0,0,0,26.214
ENSG00000160710,20,0,22,20,0,26.204
ENSG00000134109,45,0,51,50,0,26.166
ENSG00000089057,0,0,0,0,0,26.165
ENSG00000126456,27,0,30,27,0,26.158
ENSG00000105341,11,0,13,8,0,26.15
ENSG00000118363,25,0,28,16,0,26.144
ENSG00000168283,61,0,65,51,0,26.14
ENSG00000044115,0,0,10,0,0,26.134
ENSG00000173511,13,0,35,66,0,26.126
ENSG00000228532,0,0,0,0,0,26.1
ENSG00000132676,22,0,31,17,0,26.095
ENSG00000100983,20,0,21,16,0,26.088
ENSG00000149600,22,0,23,12,0,26.075
ENSG00000168792,51,0,50,50,0,26.069
ENSG00000169740,18,33,32,13,0,26.064
ENSG00000111802,55,0,48,46,0,26.054
ENSG00000118855,0,8,17,9,0,26.044
ENSG00000170759,29,0,32,22,0,26.038
ENSG00000213722,33,0,40,62,0,26.035
ENSG00000134108,19,0,24,18,0,25.984
ENSG00000106554,13,0,21,9,0,25.982
ENSG00000023041,29,0,29,19,0,25.978
ENSG00000006757,20,0,25,21,0,25.966
ENSG00000116704,41,0,37,24,0,25.946
ENSG00000120805,32,0,33,20,0,25.917
ENSG00000213928,29,0,20,34,0,25.906
ENSG00000078140,55,0,48,48,0,25.896
ENSG00000105618,20,0,28,19,0,25.873
ENSG00000100568,22,0,26,17,0,25.87
ENSG00000096746,62,0,65,48,0,25.851
ENSG00000243646,36,0,20,45,0,25.838
ENSG00000155130,60,0,66,57,0,25.813
ENSG00000077348,25,0,28,17,0,25.802
ENSG00000143553,16,0,17,17,0,25.798
ENSG00000172037,22,0,26,25,0,25.792
ENSG00000117614,30,0,26,15,0,25.791
ENSG00000129538,14,0,0,0,0,25.788
ENSG00000125629,77,0,65,64,0,25.771
ENSG00000001084,50,0,27,66,0,25.767
ENSG00000115290,31,0,33,31,0,25.743
