Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Gene name,Gene stable ID,Gene type,tss,tss -2kb,tss +2kb,test_id,orig_gene_name,locus,orig_start,orig_end
11,55702932,55703876,-1,OR5I1,ENSG00000167825,protein_coding,55703876,55701876,55705876,XLOC_005037,OR5I1,chr11:55702931-55703876,55702931,55703876
11,55734975,55735990,-1,OR10AG1,ENSG00000174970,protein_coding,55735990,55733990,55737990,XLOC_005038,OR10AG1,chr11:55735033-55735939,55735033,55735939
11,55746179,55753881,-1,OR7E5P,ENSG00000214880,pseudogene,55753881,55751881,55755881,XLOC_005039,OR7E5P,chr11:55746178-55753881,55746178,55753881
11,55761157,55762101,-1,OR5F1,ENSG00000149133,protein_coding,55762101,55760101,55764101,XLOC_005040,OR5F1,chr11:55761156-55762101,55761156,55762101
11,55904247,55905194,-1,OR8J3,ENSG00000167822,protein_coding,55905194,55903194,55907194,XLOC_005041,OR8J3,chr11:55904246-55905194,55904246,55905194
11,55926870,55927793,-1,OR8K5,ENSG00000181752,protein_coding,55927793,55925793,55929793,XLOC_005042,OR8K5,chr11:55926869-55927793,55926869,55927793
11,55999490,56000737,-1,OR5T2,ENSG00000181718,protein_coding,56000737,55998737,56002737,XLOC_005043,OR5T2,chr11:55999581-56000661,55999581,56000661
11,56057529,56058566,-1,OR8H1,ENSG00000181693,protein_coding,56058566,56056566,56060566,XLOC_005044,OR8H1,chr11:56057602-56058538,56057602,56058538
11,56184734,56185708,-1,OR5R1,ENSG00000174942,protein_coding,56185708,56183708,56187708,XLOC_005045,OR5R1,chr11:56143099-56508560,56143099,56508560
11,56229945,56230877,-1,OR5M9,ENSG00000150269,protein_coding,56230877,56228877,56232877,XLOC_005046,OR5M9,chr11:56143099-56508560,56143099,56508560
11,56236964,56238014,-1,OR5M3,ENSG00000174937,protein_coding,56238014,56236014,56240014,XLOC_005047,OR5M3,chr11:56143099-56508560,56143099,56508560
11,56257825,56258871,-1,OR5M8,ENSG00000181371,protein_coding,56258871,56256871,56260871,XLOC_005048,OR5M8,chr11:56143099-56508560,56143099,56508560
11,56309746,56310757,-1,OR5M11,ENSG00000255223,protein_coding,56310757,56308757,56312757,XLOC_005049,OR5M11,chr11:56143099-56508560,56143099,56508560
11,56344212,56345263,-1,OR5M10,ENSG00000254834,protein_coding,56345263,56343263,56347263,XLOC_005050,OR5M10,chr11:56143099-56508560,56143099,56508560
11,56380031,56380978,-1,OR5M1,ENSG00000255012,protein_coding,56380978,56378978,56382978,XLOC_005051,OR5M1,chr11:56143099-56508560,56143099,56508560
11,56408942,56409947,-1,OR5AP2,ENSG00000172464,protein_coding,56409947,56407947,56411947,XLOC_005052,OR5AP2,chr11:56143099-56508560,56143099,56508560
11,56510303,56511287,-1,OR9G4,ENSG00000172457,protein_coding,56511287,56509287,56513287,XLOC_005053,OR9G4,chr11:56510303-56511287,56510303,56511287
11,57001051,57004709,-1,APLNR,ENSG00000134817,protein_coding,57004709,57002709,57006709,XLOC_005054,APLNR,chr11:57001051-57004927,57001051,57004927
11,57067112,57092426,-1,TNKS1BP1,ENSG00000149115,protein_coding,57092426,57090426,57094426,XLOC_005055,TNKS1BP1,chr11:57066932-57092445,57066932,57092445
11,57093459,57103351,-1,SSRP1,ENSG00000149136,protein_coding,57103351,57101351,57105351,XLOC_005056,SSRP1,chr11:57093458-57103351,57093458,57103351
11,57144242,57148623,-1,PRG3,ENSG00000156575,protein_coding,57148623,57146623,57150623,XLOC_005057,PRG3,chr11:57144241-57148623,57144241,57148623
11,57154267,57158130,-1,PRG2,ENSG00000186652,protein_coding,57158130,57156130,57160130,XLOC_005058,PRG2,chr11:57154833-57158130,57154833,57158130
11,57174427,57195053,-1,SLC43A3,ENSG00000134802,protein_coding,57195053,57193053,57197053,XLOC_005059,SLC43A3,chr11:57174425-57195053,57174425,57195053
11,57252007,57283259,-1,SLC43A1,ENSG00000149150,protein_coding,57283259,57281259,57285259,XLOC_005060,SLC43A1,chr11:57251622-57283659,57251622,57283659
11,57295936,57298276,-1,TIMM10,ENSG00000134809,protein_coding,57298276,57296276,57300276,XLOC_005061,TIMM10,chr11:57295935-57317747,57295935,57317747
11,57319129,57335757,-1,UBE2L6,ENSG00000156587,protein_coding,57335757,57333757,57337757,XLOC_005062,UBE2L6,chr11:57319128-57335453,57319128,57335453
11,57412560,57417417,-1,YPEL4,ENSG00000166793,protein_coding,57417417,57415417,57419417,XLOC_005063,YPEL4,chr11:57406089-57417417,57406089,57417417
11,57471186,57479693,-1,MED19,ENSG00000156603,protein_coding,57479693,57477693,57481693,XLOC_005064,MED19,chr11:57471171-57586699,57471171,57586699
11,57510986,57519253,-1,BTBD18,ENSG00000233436,protein_coding,57519253,57517253,57521253,XLOC_005065,BTBD18,chr11:57471171-57586699,57471171,57586699
11,57885972,57886916,-1,OR9I1,ENSG00000172377,protein_coding,57886916,57884916,57888916,XLOC_005066,OR9I1,chr11:57791352-57949038,57791352,57949038
11,57970674,57971653,-1,OR1S2,ENSG00000197887,protein_coding,57971653,57969653,57973653,XLOC_005067,OR1S2,chr11:57970675-57971653,57970675,57971653
11,57995354,57996390,-1,OR10Q1,ENSG00000180475,protein_coding,57996390,57994390,57998390,XLOC_005068,OR10Q1,chr11:57995353-57996390,57995353,57996390
11,58034264,58035732,-1,OR10W1,ENSG00000172772,protein_coding,58035732,58033732,58037732,XLOC_005069,OR10W1,chr11:58034263-58035732,58034263,58035732
11,58125597,58126542,-1,OR5B17,ENSG00000197786,protein_coding,58126542,58124542,58128542,XLOC_005070,OR5B17,chr11:58125597-58126542,58125597,58126542
11,58169937,58170882,-1,OR5B3,ENSG00000172769,protein_coding,58170882,58168882,58172882,XLOC_005071,OR5B3,chr11:58169937-58170882,58169937,58170882
11,58189738,58190786,-1,OR5B2,ENSG00000172365,protein_coding,58190786,58188786,58192786,XLOC_005072,OR5B2,chr11:58189737-58190786,58189737,58190786
11,58206593,58207646,-1,OR5B12,ENSG00000172362,protein_coding,58207646,58205646,58209646,XLOC_005073,OR5B12,chr11:58206592-58207646,58206592,58207646
11,58274648,58275578,-1,OR5B21,ENSG00000198283,protein_coding,58275578,58273578,58277578,XLOC_005074,OR5B21,chr11:58274648-58275578,58274648,58275578
11,58294344,58345693,-1,LPXN,ENSG00000110031,protein_coding,58345693,58343693,58347693,XLOC_005075,LPXN,chr11:58294287-58396268,58294287,58396268
11,58407899,58499447,-1,GLYAT,ENSG00000149124,protein_coding,58499447,58497447,58501447,XLOC_005076,GLYAT,chr11:58476229-58499447,58476229,58499447
11,58601542,58671688,-1,GLYATL2,ENSG00000156689,protein_coding,58671688,58669688,58673688,XLOC_005077,GLYATL2,chr11:58601539-58611997,58601539,58611997
11,58975983,58980424,-1,MPEG1,ENSG00000197629,protein_coding,58980424,58978424,58982424,XLOC_005080,MPEG1,chr11:58939811-58980494,58939811,58980494
11,59189416,59190449,-1,OR5A2,ENSG00000172324,protein_coding,59190449,59188449,59192449,XLOC_005081,OR5A2,chr11:59189451-59190426,59189451,59190426
11,59341871,59383617,-1,OSBP,ENSG00000110048,protein_coding,59383617,59381617,59385617,XLOC_005082,OSBP,chr11:59341764-59383617,59341764,59383617
11,59362550,59362631,-1,MIR3162,ENSG00000264559,miRNA,59362631,59360631,59364631,XLOC_005083,MIR3162,chr11:59341764-59383617,59341764,59383617
11,59404189,59436453,-1,PATL1,ENSG00000166889,protein_coding,59436453,59434453,59438453,XLOC_005084,PATL1,chr11:59404099-59436947,59404099,59436947
11,59480296,59481337,-1,OR10V1,ENSG00000172289,protein_coding,59481337,59479337,59483337,XLOC_005085,OR10V1,chr11:59480388-59481318,59480388,59481318
11,59573608,59578345,-1,MRPL16,ENSG00000166902,protein_coding,59578345,59576345,59580345,XLOC_005086,MRPL16,chr11:59573607-59578345,59573607,59578345
11,59596741,59612974,-1,GIF,ENSG00000134812,protein_coding,59612974,59610974,59614974,XLOC_005087,GIF,chr11:59596745-59612974,59596745,59612974
11,59620273,59634048,-1,TCN1,ENSG00000134827,protein_coding,59634048,59632048,59636048,XLOC_005088,TCN1,chr11:59620280-59634041,59620280,59634041
11,59939081,59952139,-1,MS4A6A,ENSG00000110077,protein_coding,59952139,59950139,59954139,XLOC_005089,MS4A6A,chr11:59939079-59950674,59939079,59950674
11,60658202,60674060,-1,PRPF19,ENSG00000110107,protein_coding,60674060,60672060,60676060,XLOC_005091,PRPF19,chr11:60658019-60674061,60658019,60674061
11,60704556,60720002,-1,SLC15A3,ENSG00000110446,protein_coding,60720002,60718002,60722002,XLOC_005092,SLC15A3,chr11:60691679-60720061,60691679,60720061
11,60897728,60929089,-1,VPS37C,ENSG00000167987,protein_coding,60929089,60927089,60931089,XLOC_005093,VPS37C,chr11:60897663-60929144,60897663,60929144
11,61025762,61062896,-1,VWCE,ENSG00000167992,protein_coding,61062896,61060896,61064896,XLOC_005094,VWCE,chr11:61025709-61063048,61025709,61063048
11,61066923,61110068,-1,DDB1,ENSG00000167986,protein_coding,61110068,61108068,61112068,XLOC_005095,DDB1,chr11:61066918-61139763,61066918,61139763
11,61170121,61197503,-1,CPSF7,ENSG00000149532,protein_coding,61197503,61195503,61199503,XLOC_005097,CPSF7,chr11:61170111-61197476,61170111,61197476
11,61282785,61348620,-1,SYT7,ENSG00000011347,protein_coding,61348620,61346620,61350620,XLOC_005098,SYT7,chr11:61281249-61366277,61281249,61366277
11,61567099,61596790,-1,FADS1,ENSG00000149485,protein_coding,61596790,61594790,61598790,XLOC_005101,FADS1,chr11:61564836-61634904,61564836,61634904
11,61582633,61582712,-1,MIR1908,ENSG00000222326,miRNA,61582712,61580712,61584712,XLOC_005102,MIR1908,chr11:61564836-61634904,61564836,61634904
11,61640991,61659523,-1,FADS3,ENSG00000221968,protein_coding,61659523,61657523,61661523,XLOC_005103,FADS3,chr11:61640994-61659231,61640994,61659231
11,61664773,61687741,-1,RAB3IL1,ENSG00000167994,protein_coding,61687741,61685741,61689741,XLOC_005104,RAB3IL1,chr11:61664670-61687513,61664670,61687513
11,61727190,61735132,-1,FTH1,ENSG00000167996,protein_coding,61735132,61733132,61737132,XLOC_005105,FTH1,chr11:61717310-61740577,61717310,61740577
11,62063754,62066536,-1,SCGB1D4,ENSG00000197745,protein_coding,62066536,62064536,62068536,XLOC_005106,SCGB1D4,chr11:62063753-62066536,62063753,62066536
11,62201016,62323707,-1,AHNAK,ENSG00000124942,protein_coding,62323707,62321707,62325707,XLOC_005108,AHNAK,chr11:62201015-62314844,62201015,62314844
11,62327073,62342401,-1,EEF1G,ENSG00000254772,protein_coding,62342401,62340401,62344401,XLOC_005109,EEF1G,chr11:62327009-62359109,62327009,62359109
11,62342517,62359649,-1,TUT1,ENSG00000149016,protein_coding,62359649,62357649,62361649,XLOC_005109,TUT1,chr11:62327009-62359109,62327009,62359109
11,62369690,62380237,-1,EML3,ENSG00000149499,protein_coding,62380237,62378237,62382237,XLOC_005110,EML3,chr11:62360659-62382692,62360659,62382692
11,62360686,62369312,-1,MTA2,ENSG00000149480,protein_coding,62369312,62367312,62371312,XLOC_005110,MTA2,chr11:62360659-62382692,62360659,62382692
11,62382768,62389647,-1,B3GAT3,ENSG00000149541,protein_coding,62389647,62387647,62391647,XLOC_005111,B3GAT3,chr11:62382750-62390256,62382750,62390256
11,62392298,62414104,-1,GANAB,ENSG00000089597,protein_coding,62414104,62412104,62416104,XLOC_005112,GANAB,chr11:62392297-62414104,62392297,62414104
11,62414320,62420774,-1,INTS5,ENSG00000185085,protein_coding,62420774,62418774,62422774,XLOC_005113,INTS5,chr11:62414319-62420774,62414319,62420774
11,62430287,62439727,-1,C11orf48,ENSG00000162194,protein_coding,62439727,62437727,62441727,XLOC_005114,C11orf48,chr11:62430288-62442691,62430288,62442691
11,62443970,62446567,-1,UBXN1,ENSG00000162191,protein_coding,62446567,62444567,62448567,XLOC_005115,UBXN1,chr11:62443877-62446752,62443877,62446752
11,62453874,62457371,-1,LRRN4CL,ENSG00000177363,protein_coding,62457371,62455371,62459371,XLOC_005116,LRRN4CL,chr11:62453875-62457371,62453875,62457371
11,62457747,62477317,-1,BSCL2,ENSG00000168000,protein_coding,62477317,62475317,62479317,XLOC_005117,BSCL2,chr11:62457744-62506687,62457744,62506687
11,62480102,62494821,-1,HNRNPUL2,ENSG00000214753,protein_coding,62494821,62492821,62496821,XLOC_005117,HNRNPUL2,chr11:62457744-62506687,62457744,62506687
11,62515791,62521660,-1,ZBTB3,ENSG00000185670,protein_coding,62521660,62519660,62523660,XLOC_005118,ZBTB3,chr11:62515874-62521747,62515874,62521747
11,62559595,62573774,-1,NXF1,ENSG00000162231,protein_coding,62573774,62571774,62575774,XLOC_005119,NXF1,chr11:62538483-62599630,62538483,62599630
11,62574369,62599560,-1,STX5,ENSG00000162236,protein_coding,62599560,62597560,62601560,XLOC_005119,STX5,chr11:62538483-62599630,62538483,62599630
11,62539101,62559493,-1,TMEM223,ENSG00000168569,protein_coding,62559493,62557493,62561493,XLOC_005119,TMEM223,chr11:62538483-62599630,62538483,62599630
11,62599814,62609281,-1,WDR74,ENSG00000133316,protein_coding,62609281,62607281,62611281,XLOC_005120,WDR74,chr11:62600363-62609272,62600363,62609272
11,62619460,62623386,-1,SNHG1,ENSG00000255717,processed_transcript,62623386,62621386,62625386,XLOC_005121,SNHG1,chr11:62619404-62623416,62619404,62623416
11,62676151,62689279,-1,CHRM1,ENSG00000168539,protein_coding,62689279,62687279,62691279,XLOC_005122,CHRM1,chr11:62676053-62689012,62676053,62689012
11,62703857,62752455,-1,SLC22A6,ENSG00000197901,protein_coding,62752455,62750455,62754455,XLOC_005123,SLC22A6,chr11:62744068-62752469,62744068,62752469
11,62756626,62783311,-1,SLC22A8,ENSG00000149452,protein_coding,62783311,62781311,62785311,XLOC_005124,SLC22A8,chr11:62760295-62783317,62760295,62783317
11,62847412,62911693,-1,SLC22A24,ENSG00000197658,protein_coding,62911693,62909693,62913693,XLOC_005125,SLC22A24,chr11:62847411-62911693,62847411,62911693
11,62931248,62997124,-1,SLC22A25,ENSG00000196600,protein_coding,62997124,62995124,62999124,XLOC_005126,SLC22A25,chr11:62931295-62997124,62931295,62997124
11,63228876,63258666,-1,HRASLS5,ENSG00000168004,protein_coding,63258666,63256666,63260666,XLOC_005128,HRASLS5,chr11:63228875-63258680,63228875,63258680
11,63320242,63330855,-1,HRASLS2,ENSG00000133328,protein_coding,63330855,63328855,63332855,XLOC_005129,HRASLS2,chr11:63320241-63330855,63320241,63330855
11,63340667,63384355,-1,PLA2G16,ENSG00000176485,protein_coding,63384355,63382355,63386355,XLOC_005130,PLA2G16,chr11:63339390-63382039,63339390,63382039
11,63391559,63439393,-1,ATL3,ENSG00000184743,protein_coding,63439393,63437393,63441393,XLOC_005131,ATL3,chr11:63391556-63439244,63391556,63439244
11,63527364,63536113,-1,C11orf95,ENSG00000188070,lincRNA,63536113,63534113,63538113,XLOC_005132,C11orf95,chr11:63527363-63536876,63527363,63536876
11,63678693,63684316,-1,RCOR2,ENSG00000167771,protein_coding,63684316,63682316,63686316,XLOC_005133,RCOR2,chr11:63678692-63688680,63678692,63688680
11,63766030,63933578,-1,MACROD1,ENSG00000133315,protein_coding,63933578,63931578,63935578,XLOC_005134,MACROD1,chr11:63752991-63937717,63752991,63937717
11,63991271,63993726,-1,TRPT1,ENSG00000149743,protein_coding,63993726,63991726,63995726,XLOC_005135,TRPT1,chr11:63974151-64001764,63974151,64001764
11,64011956,64014413,-1,PPP1R14B,ENSG00000173457,protein_coding,64014413,64012413,64016413,XLOC_005136,PPP1R14B,chr11:64011950-64037093,64011950,64037093
11,64037302,64052176,-1,BAD,ENSG00000002330,protein_coding,64052176,64050176,64054176,XLOC_005137,BAD,chr11:64037299-64056972,64037299,64056972
11,64083932,64085556,-1,TRMT112,ENSG00000173113,protein_coding,64085556,64083556,64087556,XLOC_005138,TRMT112,chr11:64067862-64089283,64067862,64089283
11,64373646,64490660,-1,NRXN2,ENSG00000110076,protein_coding,64490660,64488660,64492660,XLOC_005139,NRXN2,chr11:64373645-64490660,64373645,64490660
11,64494383,64512928,-1,RASGRP2,ENSG00000068831,protein_coding,64512928,64510928,64514928,XLOC_005140,RASGRP2,chr11:64494382-64512928,64494382,64512928
11,64513861,64527769,-1,PYGM,ENSG00000068976,protein_coding,64527769,64525769,64529769,XLOC_005141,PYGM,chr11:64513860-64528187,64513860,64528187
11,64532078,64546258,-1,SF1,ENSG00000168066,protein_coding,64546258,64544258,64548258,XLOC_005142,SF1,chr11:64531775-64548615,64531775,64548615
11,64556290,64570713,-1,MAP4K2,ENSG00000168067,protein_coding,64570713,64568713,64572713,XLOC_005143,MAP4K2,chr11:64554755-64570713,64554755,64570713
11,64570982,64578766,-1,MEN1,ENSG00000133895,protein_coding,64578766,64576766,64580766,XLOC_005144,MEN1,chr11:64570982-64578766,64570982,64578766
11,64590859,64612041,-1,CDC42BPG,ENSG00000171219,protein_coding,64612041,64610041,64614041,XLOC_005145,CDC42BPG,chr11:64590678-64612498,64590678,64612498
11,64619114,64655768,-1,EHD1,ENSG00000110047,protein_coding,64655768,64653768,64657768,XLOC_005146,EHD1,chr11:64620158-64646309,64620158,64646309
11,64658609,64658718,-1,MIR192,ENSG00000207648,miRNA,64658718,64656718,64660718,XLOC_005147,MIR192,chr11:64656451-64660906,64656451,64660906
11,64658827,64660921,-1,MIR194-2,ENSG00000229719,lincRNA,64660921,64658921,64662921,XLOC_005147,MIR194-2,chr11:64656451-64660906,64656451,64660906
11,64662007,64684722,-1,ATG2A,ENSG00000110046,protein_coding,64684722,64682722,64686722,XLOC_005148,ATG2A,chr11:64662003-64684820,64662003,64684820
11,64701943,64703360,-1,GPHA2,ENSG00000149735,protein_coding,64703360,64701360,64705360,XLOC_005149,GPHA2,chr11:64691684-64703360,64691684,64703360
11,64704989,64739557,-1,C11orf85,ENSG00000168070,protein_coding,64739557,64737557,64741557,XLOC_005150,C11orf85,chr11:64705928-64727609,64705928,64727609
11,64755415,64764517,-1,BATF2,ENSG00000168062,protein_coding,64764517,64762517,64766517,XLOC_005151,BATF2,chr11:64755416-64765081,64755416,64765081
11,64812290,64826021,-1,NAALADL1,ENSG00000168060,protein_coding,64826021,64824021,64828021,XLOC_005152,NAALADL1,chr11:64808369-64828575,64808369,64828575
11,64833772,64851636,-1,CDCA5,ENSG00000146670,protein_coding,64851636,64849636,64853636,XLOC_005154,CDCA5,chr11:64844926-64851615,64844926,64851615
11,64883875,64885170,-1,ZNHIT2,ENSG00000174276,protein_coding,64885170,64883170,64887170,XLOC_005155,ZNHIT2,chr11:64863592-64885170,64863592,64885170
11,64888100,64889945,-1,FAU,ENSG00000149806,protein_coding,64889945,64887945,64891945,XLOC_005156,FAU,chr11:64888098-64902275,64888098,64902275
11,64889252,64902004,-1,SYVN1,ENSG00000162298,protein_coding,64902004,64900004,64904004,XLOC_005157,SYVN1,chr11:64888098-64902275,64888098,64902275
11,64948037,64979477,1,CAPN1,ENSG00000014216,protein_coding,64948037,64946037,64950037,XLOC_005158,CAPN1,chr11:64947269-64979479,64947269,64979479
11,65142663,65151172,-1,SLC25A45,ENSG00000162241,protein_coding,65151172,65149172,65153172,XLOC_005159,SLC25A45,chr11:65138701-65151407,65138701,65151407
11,65306276,65326401,-1,LTBP3,ENSG00000168056,protein_coding,65326401,65324401,65328401,XLOC_005160,LTBP3,chr11:65292547-65327209,65292547,65327209
11,65360326,65363467,-1,KCNK7,ENSG00000173338,protein_coding,65363467,65361467,65365467,XLOC_005161,KCNK7,chr11:65360325-65363467,65360325,65363467
11,65365226,65382853,-1,MAP3K11,ENSG00000173327,protein_coding,65382853,65380853,65384853,XLOC_005162,MAP3K11,chr11:65365021-65404957,65365021,65404957
11,65421067,65430565,-1,RELA,ENSG00000173039,protein_coding,65430565,65428565,65432565,XLOC_005163,RELA,chr11:65405466-65432299,65405466,65432299
11,65482367,65488418,-1,RNASEH2C,ENSG00000172922,protein_coding,65488418,65486418,65490418,XLOC_005164,RNASEH2C,chr11:65479488-65488426,65479488,65488426
11,65590493,65629497,-1,CFL1,ENSG00000172757,protein_coding,65629497,65627497,65631497,XLOC_005166,CFL1,chr11:65622284-65641080,65622284,65641080
11,65633912,65641063,-1,EFEMP2,ENSG00000172638,protein_coding,65641063,65639063,65643063,XLOC_005167,EFEMP2,chr11:65622284-65641080,65622284,65641080
11,65651212,65656010,-1,FIBP,ENSG00000172500,protein_coding,65656010,65654010,65658010,XLOC_005168,FIBP,chr11:65647283-65656036,65647283,65656036
11,65659520,65668044,-1,FOSL1,ENSG00000175592,protein_coding,65668044,65666044,65670044,XLOC_005169,FOSL1,chr11:65659109-65668107,65659109,65668107
11,65684279,65686588,-1,C11orf68,ENSG00000175573,protein_coding,65686588,65684588,65688588,XLOC_005170,C11orf68,chr11:65679069-65686723,65679069,65686723
11,65764016,65769647,-1,EIF1AD,ENSG00000175376,protein_coding,65769647,65767647,65771647,XLOC_005171,EIF1AD,chr11:65764016-65771617,65764016,65771617
11,65784223,65793988,-1,CATSPER1,ENSG00000175294,protein_coding,65793988,65791988,65795988,XLOC_005172,CATSPER1,chr11:65783228-65794460,65783228,65794460
11,65809423,65816651,-1,GAL3ST3,ENSG00000175229,protein_coding,65816651,65814651,65818651,XLOC_005173,GAL3ST3,chr11:65808235-65816651,65808235,65816651
11,65837834,66012218,1,PACS1,ENSG00000175115,protein_coding,65837834,65835834,65839834,XLOC_005174,PACS1,chr11:65837673-66018744,65837673,66018744
11,66052051,66056641,-1,YIF1A,ENSG00000174851,protein_coding,66056641,66054641,66058641,XLOC_005175,YIF1A,chr11:66035542-66058071,66035542,66058071
11,66081958,66084515,-1,CD248,ENSG00000174807,protein_coding,66084515,66082515,66086515,XLOC_005176,CD248,chr11:66081957-66084515,66081957,66084515
11,66097713,66104311,-1,RIN1,ENSG00000174791,protein_coding,66104311,66102311,66106311,XLOC_005177,RIN1,chr11:66099451-66104170,66099451,66104170
11,66104804,66112596,-1,BRMS1,ENSG00000174744,protein_coding,66112596,66110596,66114596,XLOC_005178,BRMS1,chr11:66104803-66112582,66104803,66112582
11,66112843,66115163,-1,B3GNT1,ENSG00000174684,protein_coding,66115163,66113163,66117163,XLOC_005179,B3GNT1,chr11:66112806-66116910,66112806,66116910
11,66129992,66139685,-1,SLC29A2,ENSG00000174669,protein_coding,66139685,66137685,66141685,XLOC_005180,SLC29A2,chr11:66124946-66140023,66124946,66140023
11,66202546,66234209,-1,MRPL11,ENSG00000174547,protein_coding,66234209,66232209,66236209,XLOC_005181,MRPL11,chr11:66202549-66206319,66202549,66206319
11,66234216,66244808,1,PELI3,ENSG00000174516,protein_coding,66234216,66232216,66236216,XLOC_005183,PELI3,chr11:66232117-66277195,66232117,66277195
11,66288108,66313709,-1,ZDHHC24,ENSG00000174165,protein_coding,66313709,66311709,66315709,XLOC_005184,ZDHHC24,chr11:66277893-66313696,66277893,66313696
11,66330934,66336312,-1,CTSF,ENSG00000174080,protein_coding,66336312,66334312,66338312,XLOC_005185,CTSF,chr11:66330931-66336082,66330931,66336082
11,66357640,66360554,-1,CCDC87,ENSG00000182791,protein_coding,66360554,66358554,66362554,XLOC_005186,CCDC87,chr11:66357639-66375266,66357639,66375266
11,66432469,66445392,-1,RBM4B,ENSG00000173914,protein_coding,66445392,66443392,66447392,XLOC_005187,RBM4B,chr11:66383338-66446128,66383338,66446128
11,66452719,66496697,-1,SPTBN2,ENSG00000173898,protein_coding,66496697,66494697,66498697,XLOC_005188,SPTBN2,chr11:66450794-66495787,66450794,66495787
11,66615704,66725847,-1,PC,ENSG00000173599,protein_coding,66725847,66723847,66727847,XLOC_005189,PC,chr11:66511551-66726073,66511551,66726073
11,67118248,67124443,-1,POLD4,ENSG00000175482,protein_coding,67124443,67122443,67126443,XLOC_005190,POLD4,chr11:67084554-67169376,67084554,67169376
11,67131639,67141648,-1,CLCF1,ENSG00000175505,protein_coding,67141648,67139648,67143648,XLOC_005191,CLCF1,chr11:67084554-67169376,67084554,67169376
11,67165654,67188654,-1,PPP1CA,ENSG00000172531,protein_coding,67188654,67186654,67190654,XLOC_005192,PPP1CA,chr11:67084554-67169376,67084554,67169376
11,67205519,67211292,-1,CORO1B,ENSG00000172725,protein_coding,67211292,67209292,67213292,XLOC_005193,CORO1B,chr11:67202980-67211419,67202980,67211419
11,67202981,67205538,-1,PTPRCAP,ENSG00000213402,protein_coding,67205538,67203538,67207538,XLOC_005193,PTPRCAP,chr11:67202980-67211419,67202980,67211419
11,67218772,67220200,-1,GPR152,ENSG00000175514,protein_coding,67220200,67218200,67222200,XLOC_005194,GPR152,chr11:67218771-67220200,67218771,67220200
11,67231824,67236743,-1,TMEM134,ENSG00000172663,protein_coding,67236743,67234743,67238743,XLOC_005195,TMEM134,chr11:67231682-67236741,67231682,67236741
11,67259239,67273734,-1,PITPNM1,ENSG00000110697,protein_coding,67273734,67271734,67275734,XLOC_005196,PITPNM1,chr11:67258777-67272848,67258777,67272848
11,67273968,67276120,-1,CDK2AP2,ENSG00000167797,protein_coding,67276120,67274120,67278120,XLOC_005197,CDK2AP2,chr11:67273965-67276201,67273965,67276201
11,67286383,67290899,-1,CABP2,ENSG00000167791,protein_coding,67290899,67288899,67292899,XLOC_005198,CABP2,chr11:67286417-67290899,67286417,67290899
11,67380124,67383728,-1,DOC2GP,ENSG00000231793,pseudogene,67383728,67381728,67385728,XLOC_005199,DOC2GP,chr11:67380130-67386689,67380130,67386689
11,67395409,67397401,-1,NUDT8,ENSG00000167799,protein_coding,67397401,67395401,67399401,XLOC_005200,NUDT8,chr11:67395391-67397631,67395391,67397631
11,67398774,67407031,-1,TBX10,ENSG00000167800,protein_coding,67407031,67405031,67409031,XLOC_005201,TBX10,chr11:67398767-67407031,67398767,67407031
11,67410026,67418130,-1,ACY3,ENSG00000132744,protein_coding,67418130,67416130,67420130,XLOC_005202,ACY3,chr11:67410012-67418186,67410012,67418186
11,67429633,67448671,-1,ALDH3B2,ENSG00000132746,protein_coding,67448671,67446671,67450671,XLOC_005203,ALDH3B2,chr11:67429632-67448685,67429632,67448685
11,67758575,67772452,-1,UNC93B1,ENSG00000110057,protein_coding,67772452,67770452,67774452,XLOC_005205,UNC93B1,chr11:67758550-67772454,67758550,67772454
11,67776048,67796744,1,ALDH3B1,ENSG00000006534,protein_coding,67776048,67774048,67778048,XLOC_005206,ALDH3B1,chr11:67776008-67804185,67776008,67804185
11,67798084,67804111,1,NDUFS8,ENSG00000110717,protein_coding,67798084,67796084,67800084,XLOC_005206,NDUFS8,chr11:67776008-67804185,67776008,67804185
11,67820326,67888911,-1,CHKA,ENSG00000110721,protein_coding,67888911,67886911,67890911,XLOC_005207,CHKA,chr11:67805925-67890015,67805925,67890015
11,67922330,67981295,-1,SUV420H1,ENSG00000110066,protein_coding,67981295,67979295,67983295,XLOC_005208,SUV420H1,chr11:67922332-67981695,67922332,67981695
11,68028803,68039469,-1,C11orf24,ENSG00000171067,protein_coding,68039469,68037469,68041469,XLOC_005209,C11orf24,chr11:68028802-68040240,68028802,68040240
11,68474908,68519032,-1,MTL5,ENSG00000132749,protein_coding,68519032,68517032,68521032,XLOC_005210,MTL5,chr11:68474243-68519019,68474243,68519019
11,68522088,68611878,-1,CPT1A,ENSG00000110090,protein_coding,68611878,68609878,68613878,XLOC_005211,CPT1A,chr11:68522087-68609399,68522087,68609399
11,68658744,68671303,-1,MRPL21,ENSG00000197345,protein_coding,68671303,68669303,68673303,XLOC_005212,MRPL21,chr11:68658745-68713698,68658745,68713698
11,68747490,68748455,-1,MRGPRD,ENSG00000172938,protein_coding,68748455,68746455,68750455,XLOC_005213,MRGPRD,chr11:68747489-68748455,68747489,68748455
