gene_id,H3K9ac_wc,H3K9me3_wc,H3K4me3_wc,H3K27ac_wc,H3K27me3_wc,value
ENSG00000119402,25,0,25,19,0,6.965
ENSG00000119403,7,0,17,28,0,1.245
ENSG00000119408,51,0,52,57,0,28.947
ENSG00000119411,6,0,5,0,0,0.494
ENSG00000119414,22,0,22,17,0,17.749
ENSG00000119421,15,0,14,7,0,58.349
ENSG00000119431,24,0,25,84,0,50.102
ENSG00000119446,25,0,26,22,0,6.943
ENSG00000119457,0,0,6,0,6,0.075
ENSG00000119471,36,0,49,73,0,108.329
ENSG00000119487,13,0,21,12,0,11.803
ENSG00000119508,62,0,50,48,26,3.43
ENSG00000119509,30,0,25,22,0,3.668
ENSG00000119514,0,0,0,0,13,0.438
ENSG00000119522,15,0,15,26,0,3.686
ENSG00000119523,35,0,47,30,0,20.428
ENSG00000119535,12,0,6,40,0,3.23
ENSG00000119537,34,0,37,41,0,26.61
ENSG00000119541,25,0,21,24,0,19.955
ENSG00000119547,55,0,64,77,0,3.952
ENSG00000119559,16,0,15,9,0,6.959
ENSG00000119574,3,0,3,6,2,2.338
ENSG00000119596,29,0,21,19,0,3.947
ENSG00000119599,24,0,21,13,0,1.572
ENSG00000119608,0,0,0,0,0,0.0
ENSG00000119614,0,0,0,0,65,0.0
ENSG00000119616,17,0,20,10,0,15.066
ENSG00000119630,0,0,0,45,0,0.791
ENSG00000119632,0,0,7,15,0,5.35
ENSG00000119636,23,0,17,45,0,0.469
ENSG00000119638,51,0,24,46,0,10.793
ENSG00000119640,22,0,26,30,0,1.905
ENSG00000119650,0,0,0,10,0,9.472
ENSG00000119655,30,0,25,22,0,80.857
ENSG00000119661,20,0,18,13,0,0.839
ENSG00000119669,91,0,65,100,0,10.338
ENSG00000119673,27,1,44,34,0,80.632
ENSG00000119681,0,0,9,0,0,0.508
ENSG00000119682,17,0,19,9,0,2.998
ENSG00000119684,14,0,18,40,0,3.352
ENSG00000119685,0,0,0,0,0,1.267
ENSG00000119686,28,0,31,29,0,7.912
ENSG00000119688,12,0,16,23,0,7.341
ENSG00000119689,20,0,18,16,0,34.802
ENSG00000119698,0,0,0,0,0,0.613
ENSG00000119699,72,0,66,90,0,2.966
ENSG00000119703,17,0,23,19,0,3.851
ENSG00000119705,26,0,39,13,0,52.161
ENSG00000119707,21,0,25,21,0,14.938
ENSG00000119711,30,0,43,51,0,178.393
ENSG00000119714,4,0,9,16,0,0.262
ENSG00000119715,0,0,0,0,0,0.066
ENSG00000119718,17,0,25,13,0,10.359
ENSG00000119720,15,0,19,21,0,4.399
ENSG00000119723,17,0,15,14,0,7.591
ENSG00000119725,25,0,29,33,0,7.357
ENSG00000119729,34,0,31,51,0,8.059
ENSG00000119737,0,0,9,11,0,0.554
ENSG00000119760,22,0,31,13,0,8.636
ENSG00000119771,0,0,0,14,30,0.399
ENSG00000119772,6,0,27,25,0,1.55
ENSG00000119777,19,0,19,19,0,18.815
ENSG00000119778,30,0,30,33,0,1.423
ENSG00000119782,24,0,29,26,0,0.737
ENSG00000119787,32,0,29,31,0,14.621
ENSG00000119801,33,0,27,31,0,35.911
ENSG00000119812,25,0,22,16,0,8.114
ENSG00000119820,15,0,19,13,0,13.424
ENSG00000119844,36,0,30,30,0,12.268
ENSG00000119862,21,0,20,24,0,8.461
ENSG00000119865,6,0,20,25,4,3.06
ENSG00000119866,6,0,30,27,2,0.123
ENSG00000119878,25,0,23,17,0,12.678
ENSG00000119888,0,0,5,8,0,2.389
ENSG00000119899,31,0,26,28,0,13.567
ENSG00000119900,19,0,17,30,0,2.695
ENSG00000119906,23,0,25,21,0,3.081
ENSG00000119912,41,0,31,19,0,7.791
ENSG00000119913,0,0,0,27,0,0.103
ENSG00000119915,4,0,9,4,0,0.059
ENSG00000119917,28,0,32,63,0,31.559
ENSG00000119919,0,0,0,0,80,0.026
ENSG00000119922,23,0,26,32,0,16.134
ENSG00000119927,50,0,35,93,0,15.096
ENSG00000119929,0,0,0,4,0,23.285
ENSG00000119938,62,0,65,98,0,69.977
ENSG00000119943,13,0,21,30,0,4.335
ENSG00000119946,0,0,13,0,0,0.209
ENSG00000119950,37,0,43,43,0,29.559
ENSG00000119953,43,0,35,34,0,10.361
ENSG00000119965,12,0,16,7,0,1.882
ENSG00000119969,20,0,17,12,0,0.247
ENSG00000119973,0,0,0,0,39,0.0
ENSG00000119977,21,0,13,9,0,11.789
ENSG00000119979,8,0,16,25,0,5.362
ENSG00000119986,50,0,37,61,0,39.731
ENSG00000120008,18,0,20,14,0,10.924
ENSG00000120029,19,0,18,13,0,6.375
ENSG00000120049,0,0,11,8,0,0.434
ENSG00000120051,18,0,17,50,0,0.03
ENSG00000120053,47,0,65,84,0,423.701
ENSG00000120054,27,0,43,43,0,131.987
ENSG00000120055,19,0,24,33,0,0.044
ENSG00000120057,0,0,0,0,8,11.075
ENSG00000120063,37,0,35,51,0,14.686
ENSG00000120068,0,0,2,7,82,0.0
ENSG00000120071,0,0,5,0,0,5.937
ENSG00000120075,4,0,0,33,65,0.935
ENSG00000120088,0,0,8,0,0,0.113
ENSG00000120093,0,0,0,0,72,0.352
ENSG00000120094,0,0,0,0,10,0.0
ENSG00000120129,93,0,66,100,0,199.927
ENSG00000120137,32,0,37,50,0,15.159
ENSG00000120149,0,0,9,0,66,0.075
ENSG00000120156,15,0,0,33,0,7.35
ENSG00000120158,19,0,27,25,0,98.793
ENSG00000120159,31,5,26,28,0,11.295
ENSG00000120160,0,0,0,0,0,0.0
ENSG00000120162,22,0,17,26,0,1.33
ENSG00000120210,0,0,0,0,0,0.0
ENSG00000120211,0,22,0,0,0,0.0
ENSG00000120215,0,0,17,7,0,0.07
ENSG00000120217,25,0,20,33,0,1.436
ENSG00000120235,0,0,0,0,8,0.0
ENSG00000120242,0,0,0,0,0,0.0
ENSG00000120251,0,0,0,0,9,0.069
ENSG00000120253,37,0,29,56,0,4.387
ENSG00000120254,16,0,18,21,0,0.506
ENSG00000120256,27,0,23,44,0,5.022
ENSG00000120262,13,0,18,25,0,0.978
ENSG00000120265,38,0,29,56,0,39.108
ENSG00000120278,27,0,30,31,0,2.413
ENSG00000120279,9,0,0,27,5,10.863
ENSG00000120280,0,0,0,12,0,3.046
ENSG00000120289,0,0,0,0,4,0.0
ENSG00000120306,24,0,21,29,0,31.441
ENSG00000120314,18,0,20,16,0,6.234
ENSG00000120318,0,0,9,35,0,1.788
ENSG00000120322,0,27,18,0,8,0.098
ENSG00000120324,0,2,5,0,7,0.131
ENSG00000120327,0,36,68,0,7,0.492
ENSG00000120328,0,12,7,0,18,0.164
ENSG00000120329,0,76,77,0,0,0.038
ENSG00000120332,0,0,0,0,0,1.042
ENSG00000120334,21,0,21,18,0,0.428
ENSG00000120337,8,0,0,9,0,0.08
ENSG00000120341,0,0,0,0,0,26.533
ENSG00000120370,27,0,25,15,0,2.466
ENSG00000120436,0,0,0,3,0,0.13
ENSG00000120437,27,0,36,52,0,55.709
ENSG00000120438,51,0,36,32,0,37.892
ENSG00000120440,0,0,0,0,0,0.0
ENSG00000120451,18,0,22,11,0,8.795
ENSG00000120457,0,0,0,8,14,0.059
ENSG00000120458,18,0,27,22,0,1.458
ENSG00000120471,0,0,0,0,0,0.008
ENSG00000120498,0,0,0,0,11,0.04
ENSG00000120500,0,0,0,0,0,0.0
ENSG00000120509,0,0,10,5,4,25.121
ENSG00000120519,31,0,29,25,0,1.936
ENSG00000120526,29,0,28,21,0,3.633
ENSG00000120533,28,0,27,20,0,19.337
ENSG00000120539,45,0,42,33,0,2.306
ENSG00000120549,0,0,0,0,18,4.501
ENSG00000120555,15,0,21,20,0,0.098
ENSG00000120563,0,0,0,0,0,0.047
ENSG00000120586,0,0,0,0,0,19.43
ENSG00000120594,18,0,37,34,4,2.52
ENSG00000120616,33,0,35,36,0,3.941
ENSG00000120645,0,0,0,0,4,0.197
ENSG00000120647,28,0,34,19,0,1.387
ENSG00000120656,32,0,32,31,0,12.388
ENSG00000120658,0,0,18,3,0,0.069
ENSG00000120659,0,0,0,0,0,2.76
ENSG00000120662,11,0,18,22,0,3.084
ENSG00000120664,37,0,18,22,0,0.341
ENSG00000120669,10,0,9,0,0,0.001
ENSG00000120675,16,0,25,10,0,24.158
ENSG00000120685,49,0,44,42,0,2.859
ENSG00000120686,23,0,25,20,0,29.827
ENSG00000120688,44,0,38,66,0,15.497
ENSG00000120690,43,0,39,64,0,19.173
ENSG00000120693,0,0,9,12,7,0.723
ENSG00000120694,39,0,32,34,0,12.348
ENSG00000120696,9,0,25,9,0,6.372
ENSG00000120697,37,0,41,32,0,34.098
ENSG00000120699,37,0,41,33,0,7.709
ENSG00000120705,48,0,41,55,0,32.958
ENSG00000120708,11,0,10,13,0,29.364
ENSG00000120709,0,0,12,0,0,4.344
ENSG00000120725,32,0,31,28,0,33.209
ENSG00000120727,26,0,26,25,0,55.824
ENSG00000120729,0,0,0,0,0,0.223
ENSG00000120733,14,0,25,23,0,6.122
ENSG00000120738,50,0,51,58,0,39.075
ENSG00000120742,23,0,24,27,0,65.305
ENSG00000120756,18,0,18,20,0,8.049
ENSG00000120784,0,13,50,7,0,1.259
ENSG00000120798,19,0,15,16,0,6.175
ENSG00000120800,12,0,16,7,0,1.329
ENSG00000120802,40,0,41,32,0,22.194
ENSG00000120805,32,0,30,17,0,25.917
ENSG00000120820,26,0,25,20,0,1.595
ENSG00000120832,14,0,16,32,0,10.377
ENSG00000120833,45,0,48,52,0,42.158
ENSG00000120837,17,0,11,26,0,11.534
ENSG00000120860,11,0,12,9,0,17.476
ENSG00000120868,58,0,29,31,0,1.958
ENSG00000120875,29,0,21,37,53,0.407
ENSG00000120885,52,0,54,54,0,1767.72
ENSG00000120889,26,0,28,56,0,13.623
ENSG00000120896,6,0,5,41,0,20.965
ENSG00000120899,55,0,35,71,0,5.065
ENSG00000120903,0,0,0,0,0,0.0
ENSG00000120907,59,0,58,52,0,12.821
ENSG00000120910,43,0,30,53,0,7.187
ENSG00000120913,22,0,17,66,0,6.611
ENSG00000120915,52,0,45,83,0,111.607
ENSG00000120925,43,0,35,40,0,10.205
ENSG00000120937,0,0,0,0,11,0.0
ENSG00000120942,15,0,18,47,0,5.994
ENSG00000120948,27,0,20,15,0,25.39
ENSG00000120949,0,0,0,3,35,0.201
ENSG00000120952,0,0,9,0,0,0.0
ENSG00000120963,37,0,37,50,0,7.633
ENSG00000120992,15,0,15,19,0,32.253
ENSG00000121005,0,0,0,0,20,1.782
ENSG00000121022,0,0,0,0,0,12.363
ENSG00000121039,57,0,58,56,0,24.334
ENSG00000121053,0,0,0,0,0,0.198
ENSG00000121057,27,0,30,35,0,30.843
ENSG00000121058,19,0,12,8,0,12.949
ENSG00000121060,48,0,58,75,0,8.433
ENSG00000121064,13,0,11,11,0,23.941
ENSG00000121067,17,0,26,26,0,16.324
ENSG00000121068,0,0,12,91,43,0.949
ENSG00000121073,21,0,23,32,0,14.511
ENSG00000121075,0,0,0,0,49,0.016
ENSG00000121101,14,0,15,13,0,0.181
ENSG00000121104,28,0,22,16,0,4.844
ENSG00000121152,8,0,17,9,0,0.475
ENSG00000121207,16,0,5,7,0,2.446
ENSG00000121210,50,0,38,65,0,7.955
ENSG00000121211,26,0,20,12,0,0.142
ENSG00000121236,10,0,11,6,0,0.731
ENSG00000121270,37,0,41,69,0,1.499
ENSG00000121274,36,0,41,47,0,4.483
ENSG00000121281,4,0,10,0,0,2.953
ENSG00000121289,6,0,15,10,0,1.5
ENSG00000121297,3,0,32,32,43,1.168
ENSG00000121310,43,0,49,83,0,45.787
ENSG00000121314,0,0,0,0,7,0.043
ENSG00000121316,9,0,13,13,0,2.919
ENSG00000121318,0,0,0,0,0,0.0
ENSG00000121335,0,0,0,0,0,0.0
ENSG00000121350,14,0,19,14,0,4.696
ENSG00000121351,4,0,1,36,0,0.271
ENSG00000121361,51,0,38,70,0,68.394
ENSG00000121377,0,0,0,0,14,0.0
ENSG00000121380,0,0,0,0,0,0.054
ENSG00000121381,0,0,0,0,0,0.0
ENSG00000121388,0,0,8,0,0,0.0
ENSG00000121390,18,0,27,16,0,7.92
ENSG00000121406,10,18,80,8,0,0.904
ENSG00000121410,39,0,47,73,0,1423.63
ENSG00000121413,0,83,100,0,0,5.914
ENSG00000121417,10,26,70,9,0,1.899
ENSG00000121440,0,0,9,44,14,0.512
ENSG00000121454,0,0,28,0,65,0.0
ENSG00000121481,23,0,22,15,0,4.032
ENSG00000121486,36,0,33,28,0,8.315
ENSG00000121542,19,0,19,16,0,4.548
ENSG00000121552,0,0,0,0,0,5.692
ENSG00000121570,30,0,22,50,0,0.333
ENSG00000121577,0,0,0,0,0,0.516
ENSG00000121578,27,0,13,22,0,4.321
ENSG00000121579,65,0,41,54,0,38.684
ENSG00000121594,0,0,0,0,0,0.797
ENSG00000121621,40,0,31,34,0,0.06
ENSG00000121634,0,0,0,2,0,0.0
ENSG00000121644,21,0,24,18,0,8.113
ENSG00000121653,0,0,0,0,0,3.658
ENSG00000121671,54,0,52,83,0,15.297
ENSG00000121680,21,0,27,27,0,22.821
ENSG00000121690,46,0,44,83,0,31.527
ENSG00000121691,37,0,62,53,0,453.05
ENSG00000121716,23,0,14,14,0,10.756
ENSG00000121741,30,0,33,30,0,4.538
ENSG00000121742,0,0,7,0,10,0.047
ENSG00000121743,0,0,4,0,40,0.0
ENSG00000121749,27,0,26,45,0,11.884
ENSG00000121753,0,0,0,0,16,0.102
ENSG00000121764,0,0,0,0,0,0.064
ENSG00000121766,29,0,25,16,0,17.581
ENSG00000121769,8,0,0,23,0,18.391
ENSG00000121774,26,0,30,27,0,37.71
ENSG00000121775,13,0,15,22,0,4.727
ENSG00000121797,3,0,5,32,0,1.536
ENSG00000121807,0,0,0,7,0,1.274
ENSG00000121848,16,0,17,14,0,11.699
ENSG00000121851,34,0,34,54,0,46.924
ENSG00000121853,0,0,0,0,40,0.022
ENSG00000121858,46,0,55,59,0,47.536
ENSG00000121864,26,0,33,33,0,9.944
ENSG00000121871,9,0,44,26,11,4.521
ENSG00000121879,34,0,27,30,0,4.177
ENSG00000121892,41,0,34,37,0,9.011
ENSG00000121895,0,0,0,23,0,3.212
ENSG00000121897,32,0,30,38,0,10.092
ENSG00000121898,0,0,0,0,4,2.316
ENSG00000121900,14,0,7,0,0,5.088
ENSG00000121903,10,0,14,24,0,0.145
ENSG00000121904,6,0,7,0,47,0.007
ENSG00000121905,0,0,0,0,16,0.202
ENSG00000121931,9,5,51,16,4,4.888
ENSG00000121933,0,0,0,31,0,5.48
ENSG00000121940,18,0,18,16,0,8.005
ENSG00000121957,26,0,10,9,0,0.122
ENSG00000121964,23,0,22,21,0,2.145
ENSG00000121966,17,0,19,51,21,17.447
ENSG00000121988,28,0,25,24,0,0.591
ENSG00000121989,34,0,35,26,0,4.074
ENSG00000122008,31,0,35,28,0,3.411
ENSG00000122012,0,0,0,0,45,0.022
ENSG00000122025,0,6,7,0,11,0.939
ENSG00000122033,29,0,31,29,0,42.484
ENSG00000122034,32,0,31,50,0,64.942
ENSG00000122035,16,0,18,41,0,7.608
ENSG00000122042,51,0,40,44,0,28.631
ENSG00000122043,0,0,0,0,0,0.054
ENSG00000122068,20,0,22,30,0,18.602
ENSG00000122085,25,0,25,23,0,5.922
ENSG00000122121,0,0,7,19,0,13.554
ENSG00000122122,14,0,0,35,0,5.937
ENSG00000122126,0,0,18,16,4,6.22
ENSG00000122133,0,0,0,0,0,0.0
ENSG00000122136,0,0,0,0,0,0.0
ENSG00000122145,0,0,0,0,5,0.0
ENSG00000122176,0,0,0,31,7,7.525
ENSG00000122180,0,0,0,0,0,0.035
ENSG00000122188,0,0,0,30,0,0.501
ENSG00000122194,22,0,64,100,0,621.306
ENSG00000122203,25,0,32,27,0,48.075
ENSG00000122218,43,0,31,39,0,38.663
ENSG00000122223,0,0,0,13,0,3.007
ENSG00000122224,9,0,8,43,0,0.286
ENSG00000122254,0,0,0,0,19,0.089
ENSG00000122257,35,0,37,44,0,12.83
ENSG00000122299,45,0,30,89,0,12.047
ENSG00000122304,0,0,0,0,0,0.0
ENSG00000122335,19,0,20,16,0,1.964
ENSG00000122359,50,0,34,79,0,12.22
ENSG00000122367,0,0,0,5,0,0.175
ENSG00000122375,0,0,0,0,0,0.0
ENSG00000122376,62,0,74,70,0,17.753
ENSG00000122378,24,0,33,66,0,109.375
ENSG00000122386,13,0,15,13,0,1.637
ENSG00000122390,20,0,39,16,0,32.654
ENSG00000122417,15,0,15,19,0,0.909
ENSG00000122420,0,0,0,0,0,0.226
ENSG00000122435,18,0,22,23,0,3.402
ENSG00000122477,0,0,0,0,0,0.745
ENSG00000122481,16,0,22,41,0,7.916
ENSG00000122482,34,0,25,34,0,5.485
ENSG00000122483,38,0,36,47,0,2.772
ENSG00000122484,25,0,19,14,0,2.335
ENSG00000122490,34,0,52,54,0,42.368
ENSG00000122497,0,0,0,0,0,9.277
ENSG00000122507,14,0,16,13,0,2.245
ENSG00000122512,12,0,22,56,0,2.091
ENSG00000122515,23,0,25,38,0,4.731
ENSG00000122543,0,0,0,0,0,0.0
ENSG00000122545,28,0,29,38,0,19.688
ENSG00000122547,50,0,64,86,0,5.941
ENSG00000122548,0,0,0,0,22,0.0
ENSG00000122550,22,0,21,15,0,4.028
ENSG00000122557,28,0,37,32,0,18.13
ENSG00000122565,86,0,71,58,0,29.983
ENSG00000122566,83,0,71,58,0,95.991
ENSG00000122574,11,0,10,4,0,0.16
ENSG00000122584,0,0,0,0,59,0.069
ENSG00000122585,0,0,0,0,51,0.0
ENSG00000122591,11,0,19,17,0,3.048
ENSG00000122592,10,0,10,0,81,0.033
ENSG00000122641,42,0,42,61,0,2.357
ENSG00000122642,12,0,22,20,0,10.9
ENSG00000122643,21,0,38,18,0,5.525
ENSG00000122644,30,0,26,26,0,4.955
ENSG00000122674,0,0,6,0,0,4.675
ENSG00000122678,17,0,15,43,0,5.52
ENSG00000122679,0,0,0,0,0,67.256
ENSG00000122687,21,0,15,17,0,10.644
ENSG00000122691,0,0,0,0,28,0.106
ENSG00000122692,24,0,15,25,0,10.542
ENSG00000122694,9,0,16,24,9,4.472
ENSG00000122696,17,0,22,21,0,1.551
ENSG00000122705,44,0,33,18,0,55.422
ENSG00000122707,8,0,12,12,0,2.565
ENSG00000122711,0,0,0,0,0,0.0
ENSG00000122718,0,0,0,0,0,0.0
ENSG00000122728,0,0,0,0,0,0.069
ENSG00000122729,18,0,25,36,0,110.742
ENSG00000122733,0,0,0,0,24,0.053
ENSG00000122735,18,0,13,20,0,0.37
ENSG00000122741,23,0,27,19,0,11.327
ENSG00000122756,43,0,29,59,2,14.889
ENSG00000122778,15,0,5,0,0,0.139
ENSG00000122779,20,0,35,28,0,5.467
ENSG00000122783,27,0,35,68,0,2.818
ENSG00000122786,0,0,0,15,0,75.226
ENSG00000122787,35,0,31,34,0,132.643
ENSG00000122824,0,0,0,0,6,1.007
ENSG00000122852,0,0,0,0,0,0.022
ENSG00000122859,0,0,0,0,63,0.0
ENSG00000122861,0,0,10,49,5,1.533
ENSG00000122862,35,0,41,74,0,196.155
ENSG00000122863,3,0,0,32,5,0.798
ENSG00000122870,7,0,16,22,14,1.265
ENSG00000122873,55,0,49,49,0,23.891
ENSG00000122877,0,0,0,0,0,1.728
ENSG00000122882,21,0,22,17,0,9.595
ENSG00000122884,31,0,27,46,0,60.446
ENSG00000122912,12,0,17,27,0,11.014
ENSG00000122952,15,0,16,5,0,2.184
ENSG00000122958,25,0,21,23,0,20.018
ENSG00000122965,14,0,17,12,0,2.784
ENSG00000122966,0,0,9,0,0,1.165
ENSG00000122970,11,0,11,9,0,0.843
ENSG00000122971,19,0,13,45,0,111.438
ENSG00000122986,0,0,0,0,0,3.264
ENSG00000123064,28,0,25,30,0,11.499
ENSG00000123066,41,0,34,25,0,3.639
ENSG00000123080,22,0,26,21,0,1.757
ENSG00000123091,39,0,31,44,0,62.803
ENSG00000123094,26,0,23,24,0,1.914
ENSG00000123095,6,0,23,34,72,0.476
ENSG00000123096,7,0,25,30,45,0.555
ENSG00000123104,33,0,39,47,0,14.639
ENSG00000123106,0,0,0,0,0,7.134
ENSG00000123119,0,0,0,0,44,0.08
ENSG00000123124,37,0,51,52,0,36.826
ENSG00000123130,0,0,6,19,0,5.942
ENSG00000123131,12,0,16,20,0,168.233
ENSG00000123136,15,0,29,21,0,19.628
ENSG00000123143,24,0,16,27,0,16.51
ENSG00000123144,42,0,58,36,0,205.579
ENSG00000123146,24,0,21,77,5,21.176
ENSG00000123154,51,0,41,38,0,4.17
ENSG00000123159,0,0,12,21,0,17.175
ENSG00000123165,0,0,0,0,14,0.0
ENSG00000123171,0,0,0,0,0,0.0
ENSG00000123178,24,0,34,44,0,9.623
ENSG00000123179,27,0,34,25,0,99.203
ENSG00000123191,26,0,36,17,0,4.875
ENSG00000123200,24,0,20,19,0,25.433
ENSG00000123213,20,0,27,39,0,5.174
ENSG00000123219,11,0,18,13,0,0.174
ENSG00000123240,25,0,36,45,0,21.45
ENSG00000123243,0,0,3,0,33,0.34
ENSG00000123268,36,0,29,34,0,13.348
ENSG00000123297,19,0,14,7,0,22.672
ENSG00000123307,0,0,0,0,47,0.0
ENSG00000123329,17,0,17,12,0,2.756
ENSG00000123338,0,0,3,9,0,6.858
ENSG00000123342,0,0,4,7,0,6.939
ENSG00000123349,19,0,25,40,0,123.397
ENSG00000123352,26,0,21,20,0,1.259
ENSG00000123353,29,0,25,18,0,13.128
ENSG00000123358,38,0,13,39,0,8.751
ENSG00000123360,0,0,6,0,9,1.823
ENSG00000123364,0,0,0,0,76,0.0
ENSG00000123374,19,0,14,17,0,5.931
ENSG00000123384,54,0,62,68,0,25.334
ENSG00000123388,0,0,0,0,80,0.0
ENSG00000123395,18,0,21,18,0,18.214
ENSG00000123405,24,0,5,15,0,0.555
ENSG00000123407,0,0,0,0,98,0.0
ENSG00000123411,10,0,17,18,0,0.761
ENSG00000123415,0,0,16,0,0,11.347
ENSG00000123416,23,0,23,27,0,86.175
ENSG00000123427,21,0,21,21,15,3.042
ENSG00000123444,21,0,28,18,0,8.025
ENSG00000123453,40,0,35,89,0,50.83
ENSG00000123454,0,0,0,62,0,24.112
ENSG00000123472,1,0,1,0,0,31.644
ENSG00000123473,15,0,14,8,0,0.213
ENSG00000123485,13,0,10,0,0,0.219
ENSG00000123496,0,0,0,0,8,6.999
ENSG00000123500,0,0,0,0,0,0.0
ENSG00000123505,37,0,42,38,0,26.298
ENSG00000123545,36,0,23,20,0,18.237
ENSG00000123552,13,0,14,14,0,1.062
ENSG00000123560,0,0,0,0,22,2.952
ENSG00000123561,7,0,33,19,7,230.666
ENSG00000123562,27,0,28,27,0,63.259
ENSG00000123569,0,0,0,0,2,0.0
ENSG00000123570,0,0,4,0,10,0.05
ENSG00000123572,0,0,0,0,26,0.019
ENSG00000123575,4,0,23,17,0,3.904
ENSG00000123576,0,0,0,0,27,0.0
ENSG00000123584,0,0,0,0,0,0.0
ENSG00000123594,0,0,0,0,0,0.0
ENSG00000123595,22,0,24,20,0,17.784
ENSG00000123600,18,0,23,18,0,0.911
ENSG00000123607,21,0,25,17,0,2.005
ENSG00000123609,27,0,32,40,0,10.014
ENSG00000123610,0,0,0,0,0,0.442
ENSG00000123612,10,0,18,14,0,1.079
ENSG00000123636,47,0,50,58,0,3.431
ENSG00000123643,0,0,0,0,0,0.966
ENSG00000123684,37,0,41,37,0,13.778
ENSG00000123685,10,0,18,18,15,0.998
ENSG00000123689,52,0,36,65,0,71.166
ENSG00000123700,17,0,14,15,32,0.616
ENSG00000123728,42,0,40,42,0,21.283
ENSG00000123737,22,0,27,14,0,4.784
ENSG00000123739,32,0,31,37,0,26.99
ENSG00000123810,14,0,17,20,0,4.708
ENSG00000123815,65,0,70,77,0,11.382
ENSG00000123836,48,0,32,44,0,0.994
ENSG00000123838,55,0,73,95,0,1593.95
ENSG00000123843,32,0,32,63,0,236.343
ENSG00000123892,0,0,8,6,0,0.444
ENSG00000123901,0,0,0,0,30,0.132
ENSG00000123908,28,0,19,44,0,1.639
ENSG00000123933,19,0,26,49,0,7.013
ENSG00000123975,37,0,30,33,0,20.778
ENSG00000123977,0,0,0,0,16,0.027
ENSG00000123983,25,0,25,46,0,12.577
ENSG00000123989,20,0,29,25,0,20.966
ENSG00000123992,0,0,0,10,0,20.713
ENSG00000123999,17,0,12,11,0,0.121
ENSG00000124003,10,0,25,25,0,1.231
ENSG00000124006,17,0,12,11,0,8.811
ENSG00000124019,8,0,13,11,0,0.297
ENSG00000124067,30,0,19,32,0,25.183
ENSG00000124074,28,0,21,59,0,7.884
ENSG00000124089,0,0,0,0,17,0.0
ENSG00000124091,0,0,0,0,0,0.0
ENSG00000124092,7,0,9,38,0,0.068
ENSG00000124098,15,0,14,18,0,71.651
ENSG00000124102,0,0,0,0,0,0.418
ENSG00000124103,0,19,3,0,0,15.626
ENSG00000124104,9,0,16,31,0,2.849
ENSG00000124107,12,0,16,18,0,158.674
ENSG00000124116,19,0,22,19,0,0.244
ENSG00000124120,58,0,47,70,0,11.744
ENSG00000124126,20,0,27,71,0,5.309
ENSG00000124134,0,0,0,0,18,0.0
ENSG00000124140,0,0,0,0,0,0.04
ENSG00000124143,0,0,0,0,12,0.0
ENSG00000124145,52,0,52,55,0,388.905
ENSG00000124151,29,0,23,29,0,4.146
ENSG00000124155,10,0,17,10,0,56.422
ENSG00000124157,0,0,0,0,10,0.0
ENSG00000124159,0,0,0,0,15,0.022
ENSG00000124160,22,0,26,24,0,6.437
ENSG00000124164,15,0,20,19,0,7.906
ENSG00000124171,28,0,24,80,0,2.898
ENSG00000124172,18,0,20,20,0,75.299
ENSG00000124177,27,0,27,26,0,3.64
ENSG00000124181,28,0,20,43,0,3.388
ENSG00000124191,10,5,11,14,17,2.018
ENSG00000124193,26,0,27,41,0,77.234
ENSG00000124194,0,0,0,0,3,0.0
ENSG00000124196,0,0,0,10,0,0.0
ENSG00000124198,36,0,38,53,0,6.803
ENSG00000124201,38,6,62,48,0,5.323
ENSG00000124203,0,0,0,0,0,0.151
ENSG00000124205,0,0,0,0,41,0.02
ENSG00000124207,28,0,23,19,0,13.085
ENSG00000124208,23,0,23,32,0,62.278
ENSG00000124209,20,0,22,30,0,5.42
ENSG00000124212,0,0,3,62,0,1.606
ENSG00000124214,47,0,41,52,0,81.596
ENSG00000124215,0,0,0,0,16,0.125
ENSG00000124216,27,0,29,57,6,2.61
ENSG00000124217,27,0,37,32,0,5.046
ENSG00000124222,47,0,38,40,0,14.832
ENSG00000124224,20,0,22,32,0,0.266
ENSG00000124225,12,0,6,8,12,1.205
ENSG00000124226,28,0,32,43,0,51.846
ENSG00000124227,0,0,0,0,37,0.0
ENSG00000124228,24,0,16,19,0,8.588
ENSG00000124232,0,0,0,0,4,0.0
ENSG00000124233,0,0,0,0,14,0.0
ENSG00000124237,0,0,0,0,34,0.0
ENSG00000124243,9,0,7,19,0,0.484
ENSG00000124249,0,0,0,0,2,0.106
ENSG00000124251,8,0,19,20,0,0.03
ENSG00000124253,67,0,26,100,0,969.277
ENSG00000124256,8,10,11,26,0,0.292
ENSG00000124257,35,0,29,22,0,2.476
ENSG00000124260,0,0,0,0,12,0.0
ENSG00000124275,0,0,7,14,0,8.09
ENSG00000124279,19,0,26,17,0,4.721
ENSG00000124299,7,0,28,33,0,137.783
ENSG00000124302,0,0,0,0,42,0.037
ENSG00000124313,0,0,13,0,21,0.68
ENSG00000124333,13,0,20,11,0,34.262
ENSG00000124334,0,0,0,0,0,0.238
ENSG00000124343,0,0,0,0,0,0.019
ENSG00000124356,12,0,17,13,0,5.311
ENSG00000124357,21,0,18,57,7,9.329
ENSG00000124370,25,0,31,33,0,44.406
ENSG00000124374,15,0,18,19,0,15.361
